상가업소번호,가게명,리뷰 개수,긍정 리뷰 개수,부정 리뷰 개수,긍정 리뷰 비율,부정 리뷰 비율
3315,오시리야,6,6,0,100.0,0.0
3309,써밋컬쳐 신촌,6,6,0,100.0,0.0
MA010120220800583517,한울타리,6,5,1,83.3,16.7
MA010120220805288541,낭만포차노가리,6,4,2,66.7,33.3
MA010120220807069572,보스포차,6,6,0,100.0,0.0
MA010120220807975175,전주파전,6,6,0,100.0,0.0
MA010120220805031161,청춘대로,6,6,0,100.0,0.0
MA010120220814332467,크림온케이크,6,6,0,100.0,0.0
MA010120220814298339,피자클럽,6,6,0,100.0,0.0
MA010120220813530011,티문 카페,6,6,0,100.0,0.0
MA010120220805061623,신촌브루스,6,6,0,100.0,0.0
MA010120220813856807,리틀쿠바 현대백화점유플렉스신촌점,6,6,0,100.0,0.0
MA0101202212A0046050,달리는커피 신촌역점,6,6,0,100.0,0.0
MA010120220814339484,오븐에오분,6,6,0,100.0,0.0
MA010120220803993212,잉치킨 신촌점,6,5,1,83.3,16.7
MA010120220812841261,쏙만두,6,6,0,100.0,0.0
MA010120220800575509,불타는곱창 신촌점,6,6,0,100.0,0.0
MA010120220800594420,앨리스,6,6,0,100.0,0.0
MA010120220800874715,백암순대국,6,6,0,100.0,0.0
MA010120220803148062,빠빠빠치킨 연대본점,6,6,0,100.0,0.0
MA010120220811947726,프라이빗 신촌점,6,6,0,100.0,0.0
MA010120220812267789,오늘와인한잔 이대역점,6,6,0,100.0,0.0
MA010120220802508713,여래여거,6,6,0,100.0,0.0
MA010120220803231740,세아마라탕,6,5,1,83.3,16.7
MA010120220800147141,피자보이시나 신촌점,6,6,0,100.0,0.0
MA010120220814109143,두블레,6,6,0,100.0,0.0
MA010120220809807752,팜스힐,6,6,0,100.0,0.0
MA010120220812818551,굽네치킨 신촌점,6,6,0,100.0,0.0
MA010120220800576445,홍초불닭 신촌본점,6,5,1,83.3,16.7
MA0101202210A0040111,김밥천국 신촌점,5,4,1,80.0,20.0
MA010120220800595350,라임,5,5,0,100.0,0.0
MA010120220812927048,한우곱창,5,5,0,100.0,0.0
MA010120220809229520,주객전도,5,5,0,100.0,0.0
MA010120220803042906,카페코지 이화여대점,5,5,0,100.0,0.0
MA010120220814190968,커피콩즙,5,5,0,100.0,0.0
MA010120220809367531,투다리 이대점,5,4,1,80.0,20.0
MA010120220814315030,펀비어킹 신촌 유플렉스점,5,5,0,100.0,0.0
MA010120220800587468,남도밥상,5,5,0,100.0,0.0
MA010120220802283426,처갓집양념치킨 신촌점,5,5,0,100.0,0.0
MA010120220804245072,아키,5,5,0,100.0,0.0
3326,거북이의주방,5,5,0,100.0,0.0
MA010120220800560223,다모토리,5,5,0,100.0,0.0
MA010120220813227928,의원상 이대점,5,5,0,100.0,0.0
MA010120220806708070,반이학생마라탕마라반,5,5,0,100.0,0.0
MA010120220800633380,고바우,5,5,0,100.0,0.0
MA010120220814082452,제주도로담,5,5,0,100.0,0.0
MA010120220810265682,홀리몰리,5,5,0,100.0,0.0
MA010120220800595153,해신포차,5,5,0,100.0,0.0
MA010120220800802178,우드문,5,5,0,100.0,0.0
MA010120220807754377,라장훠궈,5,5,0,100.0,0.0
MA010120220800569215,디델리 이대점,5,5,0,100.0,0.0
MA010120220804951955,내사랑,5,5,0,100.0,0.0
MA010120220800639531,비틀즈,5,5,0,100.0,0.0
MA010120220807383253,카페스페이스,5,5,0,100.0,0.0
MA010120220804680735,제임스시카고피자 신촌점,5,5,0,100.0,0.0
MA010120220811924124,인도야시장 신촌점,5,5,0,100.0,0.0
MA010120220806371195,뉴타운,5,4,1,80.0,20.0
3306,탕화쿵부,5,4,1,80.0,20.0
MA010120220812645330,마포돼지불백,5,5,0,100.0,0.0
MA010120220800587831,대포,5,5,0,100.0,0.0
MA010120220800578495,샌드프레소 연대동문점,4,4,0,100.0,0.0
MA010120220801764491,일품92하우스,4,4,0,100.0,0.0
MA010120220803166387,돈노코돈먹기 이대점,4,4,0,100.0,0.0
MA010120220806790112,푸른바다찜탕,4,4,0,100.0,0.0
3339,와우끝집,4,4,0,100.0,0.0
MA010120220812510374,베이직프라이드치킨 신촌직영점,4,4,0,100.0,0.0
MA0101202211A0091750,오늘닭강정 동교동삼거리점,4,4,0,100.0,0.0
MA010120220801792589,이자카야 류,4,4,0,100.0,0.0
MA010120220800574359,요이스시,4,4,0,100.0,0.0
MA010120220811860023,가마마루이라멘,4,4,0,100.0,0.0
MA010120220812350633,바코드,4,4,0,100.0,0.0
MA010120220803088018,이자카야류 3호점,4,4,0,100.0,0.0
MA010120220813859396,걸작떡볶이치킨 신촌점,4,4,0,100.0,0.0
MA010120220803458500,만냥하우스,4,4,0,100.0,0.0
MA010120220811776529,섬채,4,4,0,100.0,0.0
MA010120220813751747,썬더치킨 신촌연대점,4,3,1,75.0,25.0
MA010120220800568433,신미불닭발,4,4,0,100.0,0.0
MA010120220811737908,오렌지룸 신촌점,4,4,0,100.0,0.0
MA010120220805261967,덮밥만드는남자 이대점,4,4,0,100.0,0.0
신촌 조이버거,조이버거,4,3,1,75.0,25.0
MA010120220813055291,떡군이네떡볶이 홍대신촌점,4,4,0,100.0,0.0
MA010120220801767160,2대족발,4,4,0,100.0,0.0
MA010120220800609421,신촌다성수산,4,4,0,100.0,0.0
MA010120220804909387,LAFL,4,4,0,100.0,0.0
MA010120220800584405,구복,4,4,0,100.0,0.0
3301,정육면체,4,3,1,75.0,25.0
MA010120220808339053,인생식당,4,4,0,100.0,0.0
MA010120220802680464,전주식당,4,4,0,100.0,0.0
MA010120220804945975,피자나라치킨공주 신촌점,4,4,0,100.0,0.0
MA010120220800590969,젊은소나무,4,4,0,100.0,0.0
MA010120220800639858,판자집,4,2,2,50.0,50.0
MA010120220800593154,파이홀,4,4,0,100.0,0.0
MA010120220814023984,오퍼스,3,3,0,100.0,0.0
MA010120220806802183,은희네 돈까스,3,3,0,100.0,0.0
MA010120220800566652,함평면옥,3,3,0,100.0,0.0
MA010120220802762941,콩카페,3,3,0,100.0,0.0
MA010120220800591035,영심이네감자탕,3,3,0,100.0,0.0
MA010120220800599675,후쿠스시,3,3,0,100.0,0.0
3335,대족장,3,3,0,100.0,0.0
MA010120220800895598,명물갈비,3,3,0,100.0,0.0
MA010120220811490894,유닭스토리닭한마리신촌점,3,2,1,66.7,33.3
MA010120220814181050,더숲키친,3,3,0,100.0,0.0
MA010120220813481960,싱싱참치,3,3,0,100.0,0.0
MA010120220809686541,두꺼비로멘스 신촌점,3,3,0,100.0,0.0
MA010120220805341587,버블티킹 신촌점,3,3,0,100.0,0.0
MA010120220800639972,한옥숯불돼지갈비,3,2,1,66.7,33.3
MA010120220814185142,기중상점,3,3,0,100.0,0.0
MA010120220813323422,카페언더우드,3,3,0,100.0,0.0
MA010120220813450473,신촌부추곱창,3,3,0,100.0,0.0
MA010120220805443355,호밀밭,3,3,0,100.0,0.0
MA010120220800633576,지오짱조개구이,3,3,0,100.0,0.0
MA010120220810129526,와인집,3,3,0,100.0,0.0
MA010120220800557544,준스그릴,3,3,0,100.0,0.0
MA010120220804898837,라마커피,3,3,0,100.0,0.0
MA010120220809623899,살롱드느루,3,3,0,100.0,0.0
MA010120220810016763,담산신촌본점,3,3,0,100.0,0.0
MA010120220813330889,카라멘야,3,3,0,100.0,0.0
MA010120220800220620,네오치킨 신촌점,3,3,0,100.0,0.0
MA010120220810456718,도넛킬러 현대백화점신촌점,3,3,0,100.0,0.0
MA010120220813744822,티엑스홀덤,3,3,0,100.0,0.0
MA010120220811751808,플로루스,2,2,0,100.0,0.0
MA010120220806763753,맛있는식사,2,1,1,50.0,50.0
MA010120220809296865,아리랑노점 이대본점,2,2,0,100.0,0.0
MA010120220812300944,치즈문,2,2,0,100.0,0.0
MA010120220800111125,북카페파오,2,2,0,100.0,0.0
MA010120220803740219,맥주바다,2,2,0,100.0,0.0
MA010120220804867487,우리집식당,2,2,0,100.0,0.0
MA010120220800600193,장군찜닭,2,2,0,100.0,0.0
MA010120220800553550,파가니니,2,2,0,100.0,0.0
MA010120220805196279,다트펍 신촌상회,2,2,0,100.0,0.0
MA010120220808121108,제육천재 마포점,2,2,0,100.0,0.0
MA010120220803061265,히마진,2,1,1,50.0,50.0
MA010120220800632273,송학,2,1,1,50.0,50.0
MA010120220800583190,신촌양꼬치,2,2,0,100.0,0.0
MA010120220800759417,신촌오빠네옛날떡볶이,2,2,0,100.0,0.0
MA010120220809705058,마미골,2,2,0,100.0,0.0
MA010120220800560835,시골농장,2,2,0,100.0,0.0
MA010120220807042844,신촌수제비,2,2,0,100.0,0.0
MA010120220814081753,야바이,2,1,1,50.0,50.0
MA010120220800588076,논지당,2,2,0,100.0,0.0
MA010120220809680034,수퍼파인,2,2,0,100.0,0.0
MA010120220806977197,한바가지,2,2,0,100.0,0.0
MA010120220812841645,허니꼬꼬,2,2,0,100.0,0.0
MA010120220813949933,이태리마담 신촌점,2,2,0,100.0,0.0
MA010120220800586409,로프트,2,2,0,100.0,0.0
MA010120220800595106,압구정샤브샤브 신촌점,2,1,1,50.0,50.0
MA010120220800020038,무교동낙지골,2,1,1,50.0,50.0
MA010120220800596127,쉬바펍,2,2,0,100.0,0.0
MA010120220811228684,키친31,2,2,0,100.0,0.0
MA010120220811474914,아임카츠,2,2,0,100.0,0.0
MA010120220810193233,생육회관,2,2,0,100.0,0.0
MA010120220800639524,우리이동갈비,2,2,0,100.0,0.0
MA010120220809780261,카페프루티,2,2,0,100.0,0.0
MA010120220806550964,하노이포 본점,2,2,0,100.0,0.0
MA010120220806729896,천하튀김꼬치 신촌6호점,2,2,0,100.0,0.0
MA010120220812612096,위샐러듀이대점,2,2,0,100.0,0.0
MA010120220814234683,BHC치킨 신촌점,2,2,0,100.0,0.0
MA010120220803286104,책다방 위숨,2,2,0,100.0,0.0
MA010120220811892145,코피발리,2,2,0,100.0,0.0
MA010120220800220388,북카페/서점 피터캣,2,2,0,100.0,0.0
MA010120220805990273,119등갈비,2,2,0,100.0,0.0
MA010120220804825756,엠아이스위트,2,2,0,100.0,0.0
MA010120220800552873,예스터데이,2,2,0,100.0,0.0
MA010120220800584198,이자카야 류 2호점,2,2,0,100.0,0.0
MA010120220805962524,춘풍식리양꼬치,2,2,0,100.0,0.0
MA010120220800578523,완차이,2,2,0,100.0,0.0
MA010120220800576684,죽해수산,2,2,0,100.0,0.0
MA010120220812684991,순살만공격 마포신촌점,2,2,0,100.0,0.0
MA010120220800639932,섬진강민물장어,2,2,0,100.0,0.0
MA010120220814208764,인생이막창이네,2,2,0,100.0,0.0
MA010120220800631742,송아저씨빈대떡,2,2,0,100.0,0.0
MA0101202301A0036127,비올라,2,2,0,100.0,0.0
MA010120220803132740,청화원,1,1,0,100.0,0.0
MA010120220803537612,논탄토,1,1,0,100.0,0.0
MA010120220812535548,친구친구,1,1,0,100.0,0.0
MA010120220813040056,셀리스도넛,1,1,0,100.0,0.0
MA010120220806616403,김판석초밥,1,1,0,100.0,0.0
MA010120220803007817,꼬숑돈까스,1,1,0,100.0,0.0
MA010120220800633688,젊음의행진,1,1,0,100.0,0.0
MA010120220806773217,온밥,1,1,0,100.0,0.0
MA010120220813622235,소주밤,1,1,0,100.0,0.0
MA010120220808811263,신촌황소곱창,1,1,0,100.0,0.0
3314,미분당,1,1,0,100.0,0.0
MA010120220805995343,한창희천하일면,1,1,0,100.0,0.0
MA010120220812539433,본도시락 신촌점,1,1,0,100.0,0.0
MA010120220800639511,담,1,1,0,100.0,0.0
MA010120220805040474,딴따라독두공방,1,1,0,100.0,0.0
MA010120220810457040,대포찜닭,1,0,1,0.0,100.0
MA010120220803503818,썸타로사주 타로카페썸,1,1,0,100.0,0.0
MA010120220800766784,그릭데이이대본점,1,1,0,100.0,0.0
MA010120220800602941,다모토리2,1,1,0,100.0,0.0
MA010120220814171134,LP시대,1,1,0,100.0,0.0
MA010120220813290927,서변동 마늘 떡볶이,1,1,0,100.0,0.0
MA010120220806954101,폴어반,1,1,0,100.0,0.0
MA010120220810887386,ATTA,1,1,0,100.0,0.0
MA010120220807134605,계백집 현대백화점 신촌점,1,1,0,100.0,0.0
MA010120220813099288,패스트카페 신촌점,1,1,0,100.0,0.0
MA010120220813542052,모카,1,1,0,100.0,0.0
MA010120220811782267,잭아저씨족발&보쌈 홍대점,1,1,0,100.0,0.0
MA010120220808285669,민주네 김밥,1,1,0,100.0,0.0
MA010120220806983849,마포닭사리,1,1,0,100.0,0.0
MA010120220813217608,통통닭,1,1,0,100.0,0.0
MA010120220812542174,막퍼주는집,1,1,0,100.0,0.0
MA010120220812114781,코비노래타운 신촌점,1,1,0,100.0,0.0
MA010120220813789777,언니네양식당,1,1,0,100.0,0.0
MA010120220803077489,올페우스,1,1,0,100.0,0.0
MA010120220805276545,모닭모닭,1,1,0,100.0,0.0
MA010120220808411850,동학물갈비,1,1,0,100.0,0.0
MA010120220805198814,김밥천국,1,1,0,100.0,0.0
MA010120220814253035,뉴욕11번가앤치킨클럽,1,1,0,100.0,0.0
MA010120220810286469,돈이면돼지 신촌점,1,1,0,100.0,0.0
MA010120220810116254,오리총재 신촌점,1,1,0,100.0,0.0
MA010120220805181658,바 틸트,1,1,0,100.0,0.0
MA010120220800598460,아무 (Amu),1,1,0,100.0,0.0
MA010120220811453040,꽁술,1,0,1,0.0,100.0
MA010120220803885449,고향,1,1,0,100.0,0.0
MA010120220804471322,진돈부리,1,1,0,100.0,0.0
MA010120220813485595,포원제로 버거 신촌,1,1,0,100.0,0.0
MA010120220800595655,the Panini,1,1,0,100.0,0.0
MA010120220800631918,할리비어 신촌점,1,1,0,100.0,0.0
MA010120220800603380,예체능,1,1,0,100.0,0.0
MA010120220810241901,치킨을사랑한떡볶이 서울이대점,1,1,0,100.0,0.0
MA010120220800105723,1943 신촌점,1,1,0,100.0,0.0
MA010120220814064076,돈카춘 이대점,1,1,0,100.0,0.0
MA010120220803108224,카페아늑,1,1,0,100.0,0.0
MA010120220804820997,예즈지,1,1,0,100.0,0.0
MA010120220800398537,포크라이언 커피,1,1,0,100.0,0.0
MA010120220803884065,치킨더홈 서울이대점,1,1,0,100.0,0.0
MA010120220802964354,Dana Bakeshop,1,1,0,100.0,0.0
MA010120220804759479,카페달빛,1,1,0,100.0,0.0
MA010120220805953461,와플덴 이대정문점,1,1,0,100.0,0.0
MA010120220813257225,맛깔부대찌개두루치기,1,1,0,100.0,0.0
MA010120220800579864,정승찬임대사업,1,1,0,100.0,0.0
MA010120220809864810,일미리금계찜닭 신촌점,1,1,0,100.0,0.0
MA010120220801336301,제주돈1848,1,1,0,100.0,0.0
MA010120220812257392,정정아식당 신촌직영점,1,1,0,100.0,0.0
MA010120220800559021,신계치라면,1,1,0,100.0,0.0
MA010120220800600697,양,1,1,0,100.0,0.0
MA010120220808028883,휴카페,1,1,0,100.0,0.0
MA010120220800565652,"육회, 꽃피다",1,1,0,100.0,0.0
