상가업소번호,가게명,리뷰 개수,긍정 리뷰 개수,부정 리뷰 개수,긍정 리뷰 비율,부정 리뷰 비율
MA010120220812374911,LOWIDE,4,3,1,75.0,25.0
MA010120220803850632,오프비트,4,4,0,100.0,0.0
MA010120220812577840,야끼도리정,4,4,0,100.0,0.0
MA010120220808592418,어니언성수점,4,4,0,100.0,0.0
MA0101202302A0093151,밤토리,4,4,0,100.0,0.0
MA010120220803763571,100회,4,3,1,75.0,25.0
MA010120220803774665,신성웰빙족발,4,4,0,100.0,0.0
MA010120220810173823,소소하게,4,4,0,100.0,0.0
MA010120220813087181,쿠켄치킨호프 성수점,4,4,0,100.0,0.0
MA010120220808183088,다미,4,3,1,75.0,25.0
MA010120220810486434,유메이규,4,4,0,100.0,0.0
MA010120220812816297,피카워크샵,4,4,0,100.0,0.0
MA010120220812236038,자금성,4,4,0,100.0,0.0
MA010120220812199557,암암리,4,4,0,100.0,0.0
MA010120220807028843,카페오라,4,4,0,100.0,0.0
MA010120220807563303,도믹스,4,4,0,100.0,0.0
MA010120220810306935,아니마토,4,4,0,100.0,0.0
MA010120220813551146,파주부대찌개,4,4,0,100.0,0.0
MA010120220813970242,써니브레드,4,4,0,100.0,0.0
MA010120220808165559,신신원,4,4,0,100.0,0.0
MA010120220802966349,동호마을명태코다리,4,4,0,100.0,0.0
MA010120220813052237,나나횟집,4,4,0,100.0,0.0
MA010120220812884001,더블핸스테이크 서울숲점,4,4,0,100.0,0.0
MA010120220808757135,성수칼국수,4,4,0,100.0,0.0
MA010120220803005066,블루보틀성수점,4,3,1,75.0,25.0
MA010120220801516814,에이치커피로스터스,4,3,1,75.0,25.0
MA010120220804405198,부덕관,4,4,0,100.0,0.0
MA010120220803358080,비스트리오,4,4,0,100.0,0.0
MA010120220803767495,탕 김치찌개,4,4,0,100.0,0.0
MA010120220802834937,원조장충왕족발,4,4,0,100.0,0.0
MA010120220800215770,양과자점 라보엠,4,4,0,100.0,0.0
MA010120220803196198,정든집,4,4,0,100.0,0.0
MA010120220811916710,밥플러스 6호점,4,4,0,100.0,0.0
MA010120220800893809,스시류블랙 성수낙낙점,4,4,0,100.0,0.0
MA010120220803757635,장흥식당,4,4,0,100.0,0.0
MA010120220805043058,온에떼라,4,3,1,75.0,25.0
MA010120220803751123,피자스쿨 성수점,4,4,0,100.0,0.0
MA010120220812785869,커피베이 성동성수점,4,3,1,75.0,25.0
MA010120220810286676,맞닿음 성수점,4,3,1,75.0,25.0
MA010120220804791519,감닭오구공공,4,4,0,100.0,0.0
MA010120220805392488,화양리우동집,4,4,0,100.0,0.0
MA010120220803760762,2002횟집,4,4,0,100.0,0.0
MA010120220803756391,일루오리,4,4,0,100.0,0.0
MA010120220803749969,독도참치 성수점,4,4,0,100.0,0.0
MA010120220804408989,민물집,4,4,0,100.0,0.0
MA010120220811858702,맛부,4,4,0,100.0,0.0
MA0101202212A0000819,신명먹거리,3,3,0,100.0,0.0
MA010120220806819185,윕성수,3,3,0,100.0,0.0
MA010120220813152375,Make,3,3,0,100.0,0.0
MA010120220813494592,꾸아,3,3,0,100.0,0.0
MA010120220810093643,젠젠 성수점,3,3,0,100.0,0.0
MA010120220803776338,잇쇼우,3,2,1,66.7,33.3
MA010120220803754366,성수 팍스부대찌개 본점,3,3,0,100.0,0.0
MA010120220804680640,서후와규,3,3,0,100.0,0.0
MA010120220812493243,그레이박스,3,3,0,100.0,0.0
MA010120220802910886,옹근달,3,3,0,100.0,0.0
MA010120220804543394,미각짬뽕양꼬치,3,3,0,100.0,0.0
MA010120220805410197,찐미 숯불구이,3,3,0,100.0,0.0
MA010120220808088638,여기가좋겠네,3,3,0,100.0,0.0
MA010120220808586938,카페랏102,3,3,0,100.0,0.0
MA010120220810586661,코스모스상점,3,3,0,100.0,0.0
MA010120220803749281,별미식당,3,3,0,100.0,0.0
MA010120220813262999,뿐또블루,3,3,0,100.0,0.0
MA010120220802970765,킨더프레스 에스프레소 바 성수뚝섬점,3,3,0,100.0,0.0
MA010120220811756803,호호식당,3,2,1,66.7,33.3
MA010120220806411195,레타주,3,3,0,100.0,0.0
MA010120220804323390,콜렉트,3,3,0,100.0,0.0
MA010120220803378503,윤식당 한식뷔페,3,3,0,100.0,0.0
MA010120220806473505,성수베이킹스튜디오,3,3,0,100.0,0.0
MA010120220803728360,남원콩나물국밥,3,3,0,100.0,0.0
MA010120220800218436,쁘띠그랑,3,3,0,100.0,0.0
MA010120220808009974,하루나,3,3,0,100.0,0.0
MA010120220813661202,매머드익스프레스 서울숲코오롱1차점,3,3,0,100.0,0.0
MA010120220805320756,키보우 라멘,3,3,0,100.0,0.0
MA010120220813577666,다담,3,3,0,100.0,0.0
MA010120220806639704,바탕,3,3,0,100.0,0.0
MA010120220803764941,행복한집,3,3,0,100.0,0.0
MA010120220803779695,투달러스커피,3,3,0,100.0,0.0
MA010120220803926214,시골밥상,3,3,0,100.0,0.0
MA010120220807203020,민티베리,3,3,0,100.0,0.0
MA010120220807724980,퀴바라,3,3,0,100.0,0.0
MA010120220811511921,Naked Coffee,3,3,0,100.0,0.0
MA010120220803127205,차만다서울숲점,3,3,0,100.0,0.0
MA010120220803769611,성수낙지,3,3,0,100.0,0.0
MA010120220812216993,어촌횟집,3,3,0,100.0,0.0
MA010120220803728787,서산식당,3,3,0,100.0,0.0
MA010120220803672492,성수차이나,3,2,1,66.7,33.3
MA010120220803768010,금돼지,3,2,1,66.7,33.3
MA010120220802994644,바위파스타바 성수,3,3,0,100.0,0.0
MA010120220803771211,우영푸드빌,3,3,0,100.0,0.0
MA010120220800617383,엘라,3,3,0,100.0,0.0
MA010120220803778115,착한족발 성수점,3,3,0,100.0,0.0
MA010120220804046921,제주올레포차 2호점,3,3,0,100.0,0.0
MA010120220807431258,꾸이한끼 성수점,3,3,0,100.0,0.0
MA010120220808109469,야곱293,3,3,0,100.0,0.0
MA010120220808300279,진한식부페,3,3,0,100.0,0.0
MA010120220803775063,순심이네생삼겹,3,3,0,100.0,0.0
MA010120220803748846,싱싱횟집,3,3,0,100.0,0.0
MA010120220811198777,빌런,3,3,0,100.0,0.0
MA010120220800458812,후프커피,3,3,0,100.0,0.0
MA010120220808527244,앵무새루이스,3,3,0,100.0,0.0
MA010120220803739660,홍도식당,3,3,0,100.0,0.0
MA010120220809625599,마씨,3,3,0,100.0,0.0
MA010120220805454341,BHC치킨 성수역점,3,3,0,100.0,0.0
MA010120220814002181,순심이네,3,3,0,100.0,0.0
MA010120220812083283,명인갈비 성수점,3,3,0,100.0,0.0
MA010120220812996433,락지,3,3,0,100.0,0.0
MA010120220813936428,압구정샌드위치 성수점,3,2,1,66.7,33.3
MA010120220801137226,오거트,3,3,0,100.0,0.0
MA010120220803730592,옛날순대국밥,3,3,0,100.0,0.0
MA010120220808459729,흙과나무,3,3,0,100.0,0.0
MA010120220802166618,병천순대국 성수점,2,2,0,100.0,0.0
MA010120220808391116,뚝도국수집,2,2,0,100.0,0.0
MA010120220807787257,스몰글라스,2,2,0,100.0,0.0
MA010120220802932357,논스톱샌드위치,2,2,0,100.0,0.0
MA010120220803773700,광주식당,2,2,0,100.0,0.0
MA010120220812003007,살롱드가벵양,2,2,0,100.0,0.0
MA010120220803768688,성연순대국&족발,2,2,0,100.0,0.0
MA010120220803759802,골목집,2,2,0,100.0,0.0
MA010120220811918808,코치,2,2,0,100.0,0.0
MA010120220813063725,88켄터키 성수점,2,2,0,100.0,0.0
MA010120220803573880,브로벨커피,2,2,0,100.0,0.0
MA010120220813888140,더존푸드,2,2,0,100.0,0.0
MA0101202301A0030341,테이블 소사이어티 클럽,2,2,0,100.0,0.0
MA010120220812642166,조리,2,2,0,100.0,0.0
MA010120220803765367,또와,2,2,0,100.0,0.0
MA010120220803768412,카페수다,2,2,0,100.0,0.0
MA010120220812340308,내고향정육점식당,2,2,0,100.0,0.0
MA010120220812232887,새촌131,2,2,0,100.0,0.0
MA010120220803732123,머니뭐니 성수점,2,2,0,100.0,0.0
MA010120220810598548,할아버지공장,2,2,0,100.0,0.0
MA010120220803761780,굴국밥현이네,2,2,0,100.0,0.0
MA010120220808609389,중앙감속기,2,2,0,100.0,0.0
MA010120220810329931,장수숯불갈비,2,2,0,100.0,0.0
MA010120220808125743,솔솥성수점,2,2,0,100.0,0.0
MA010120220811668650,온량,2,2,0,100.0,0.0
MA010120220811936453,난포,2,1,1,50.0,50.0
MA010120220803803056,비사벌전주콩나물국밥,2,2,0,100.0,0.0
MA010120220803746767,죽고을,2,2,0,100.0,0.0
MA010120220812056649,메이플탑,2,2,0,100.0,0.0
MA010120220810591814,에르제,2,2,0,100.0,0.0
MA010120220804113212,피어커피로스터스,2,2,0,100.0,0.0
MA010120220811666160,백억포차,2,2,0,100.0,0.0
MA010120220808424639,큐리크,2,2,0,100.0,0.0
2210,센터커피,2,2,0,100.0,0.0
MA010120220807052670,스트로베리32,2,2,0,100.0,0.0
MA010120220809906744,카라,2,2,0,100.0,0.0
MA010120220803925305,너랑나랑 콩나물국밥삼겹살,2,2,0,100.0,0.0
MA010120220801082700,정참치,2,2,0,100.0,0.0
MA010120220814243676,어커,2,2,0,100.0,0.0
MA010120220802910916,라스베이글 성수점,2,2,0,100.0,0.0
MA010120220812725897,밥플러스 성수에이팩센터점,2,1,1,50.0,50.0
MA010120220802210796,깡통집,2,2,0,100.0,0.0
MA010120220804394447,소문난생만두 성수역점,2,2,0,100.0,0.0
MA010120220809811113,소나무커피,2,2,0,100.0,0.0
MA010120220808601699,카페온화 본사,2,1,1,50.0,50.0
MA010120220806033558,지수언니,2,2,0,100.0,0.0
MA010120220800552394,이흥부오향족발 뚝섬점,2,1,1,50.0,50.0
MA010120220804396058,춘천닭갈비낙지철판,2,2,0,100.0,0.0
MA010120220803774657,연탄구이집,2,2,0,100.0,0.0
MA010120220811984447,카페일로,2,2,0,100.0,0.0
MA010120220803758432,대성정,2,2,0,100.0,0.0
MA010120220803777970,웰컴차이나,2,2,0,100.0,0.0
MA010120220813293582,써니,2,2,0,100.0,0.0
MA010120220803761549,청수먹거리,2,2,0,100.0,0.0
MA010120220806421366,성수뚝배기,2,2,0,100.0,0.0
MA010120220800700052,루덴스파트너스,2,2,0,100.0,0.0
MA010120220812509293,십삼동,2,2,0,100.0,0.0
MA010120220800492819,신촌설렁탕,2,2,0,100.0,0.0
MA010120220803764891,둘둘치킨 성수1호점,2,2,0,100.0,0.0
MA010120220803758022,강남빈대떡,2,2,0,100.0,0.0
MA0101202301A0029092,슬로우캘리 뚝섬역점,2,2,0,100.0,0.0
MA010120220800578823,IT 뷔페,2,2,0,100.0,0.0
MA010120220803746624,시골가마솥삼겹살 성수점,2,2,0,100.0,0.0
MA010120220808130372,조프리케이크,2,2,0,100.0,0.0
MA010120220810144567,장위동유성집 성동점,2,2,0,100.0,0.0
MA010120220806657703,레이어57 카페,2,2,0,100.0,0.0
MA010120220809655746,우리집밥,2,2,0,100.0,0.0
MA010120220802316585,어랑횟집,2,2,0,100.0,0.0
MA010120220802957516,장안식당,1,1,0,100.0,0.0
MA010120220803728696,돼지네생삼겹살,1,1,0,100.0,0.0
MA010120220803826059,패티패티,1,1,0,100.0,0.0
MA010120220800859033,포크앤라이프,1,1,0,100.0,0.0
MA010120220803763164,소담닭갈비,1,1,0,100.0,0.0
MA010120220805900684,소랑호젠,1,1,0,100.0,0.0
MA010120220810314567,프레이커피바 PCB서울,1,1,0,100.0,0.0
MA010120220803021415,서울숲이장집,1,1,0,100.0,0.0
MA0101202302A0052490,조조칼국수 성수점,1,1,0,100.0,0.0
MA010120220811782842,크레송,1,1,0,100.0,0.0
MA010120220812492858,심토불이,1,1,0,100.0,0.0
2230,코사이어티 서울숲,1,1,0,100.0,0.0
MA010120220812829629,소소한가게,1,1,0,100.0,0.0
MA010120220803413676,병천순대국,1,1,0,100.0,0.0
MA010120220808231412,백야드빌더성수,1,1,0,100.0,0.0
MA010120220805065525,지코바치킨 성수1호점,1,1,0,100.0,0.0
MA010120220803755972,시골옻닭,1,1,0,100.0,0.0
MA010120220803056112,피에스비 커피바,1,1,0,100.0,0.0
MA010120220804773423,카나비스트릿,1,1,0,100.0,0.0
MA010120220813508100,오스테리아쟌니,1,1,0,100.0,0.0
MA0101202302A0050370,성수부엌,1,1,0,100.0,0.0
2221,코타티 성수점,1,1,0,100.0,0.0
MA010120220812956962,어썸브로시스,1,1,0,100.0,0.0
MA010120220813112886,태백집 성수점,1,1,0,100.0,0.0
2224,멜로워,1,1,0,100.0,0.0
MA010120220805254484,버거점프,1,1,0,100.0,0.0
MA010120220807056132,서울로인서울숲점,1,1,0,100.0,0.0
MA010120220814392415,성수리얼,1,0,1,0.0,100.0
MA010120220811785056,dooop,1,1,0,100.0,0.0
2225,INDICA,1,1,0,100.0,0.0
MA010120220803743001,백두대간 성수점,1,1,0,100.0,0.0
MA010120220810805026,뚝도수산,1,1,0,100.0,0.0
MA010120220813406701,진작다이닝,1,1,0,100.0,0.0
MA010120220809141288,달님이네,1,1,0,100.0,0.0
MA010120220803529685,퀸테트,1,1,0,100.0,0.0
MA010120220803749094,복돼지,1,1,0,100.0,0.0
MA010120220805647569,미엘릿,1,1,0,100.0,0.0
MA010120220802834840,데이앤데이 뚝섬역점,1,1,0,100.0,0.0
MA010120220800457483,마아트 커피 브루어스 2호점,1,1,0,100.0,0.0
MA010120220808707724,YENA,1,1,0,100.0,0.0
MA010120220805415596,밀도,1,1,0,100.0,0.0
MA010120220810816334,쓰리오브어스,1,1,0,100.0,0.0
MA0101202209A0019751,카페리빈 성수점,1,1,0,100.0,0.0
MA010120220804963815,뺑드에코,1,1,0,100.0,0.0
MA010120220810283639,라일락,1,1,0,100.0,0.0
MA010120220810267576,아크밸리서비스,1,1,0,100.0,0.0
MA010120220804406969,경수식당,1,1,0,100.0,0.0
MA010120220804394859,남경관,1,1,0,100.0,0.0
MA010120220803735804,한강,1,1,0,100.0,0.0
MA010120220804401473,중국관,1,0,1,0.0,100.0
MA010120220803758992,생태한마리,1,1,0,100.0,0.0
MA010120220803836286,레이어10 카페,1,1,0,100.0,0.0
MA010120220809636992,푸른바다횟집,1,1,0,100.0,0.0
MA010120220803753061,우봉산수정,1,1,0,100.0,0.0
MA010120220810021566,단과자,1,1,0,100.0,0.0
MA010120220804980565,오늘도못참치,1,1,0,100.0,0.0
MA010120220805491379,카페 메이,1,1,0,100.0,0.0
MA010120220806863513,호프카톡,1,1,0,100.0,0.0
MA010120220808481136,남매칼국수,1,1,0,100.0,0.0
MA010120220807068235,진수성찬한식뷔페,1,1,0,100.0,0.0
MA010120220800839733,맥문동호프,1,1,0,100.0,0.0
MA010120220807123093,서울리안,1,1,0,100.0,0.0
MA010120220803732730,형제갈비,1,1,0,100.0,0.0
MA010120220812871188,nothingmatters,1,1,0,100.0,0.0
MA010120220812940398,행운한식뷔페,1,1,0,100.0,0.0
MA0101202211A0088028,순남시래기 서울숲역점,1,1,0,100.0,0.0
MA010120220814239774,제이앤제이펍,1,1,0,100.0,0.0
MA0101202212A0061822,현심야식당 성수점,1,1,0,100.0,0.0
MA010120220812255960,한끼,1,1,0,100.0,0.0
MA010120220814164556,미정이네코다리찜,1,0,1,0.0,100.0
MA010120220806894590,진국해장국,1,1,0,100.0,0.0
MA010120220803754012,광순네식당,1,1,0,100.0,0.0
MA010120220808504276,본도시락 성수점,1,1,0,100.0,0.0
MA010120220812942322,에이셉피자 성수점,1,1,0,100.0,0.0
MA010120220803298100,음악창고 LP BAR,1,1,0,100.0,0.0
MA010120220802978420,pvglab,1,1,0,100.0,0.0
MA010120220804394427,미리내,1,1,0,100.0,0.0
MA010120220803514733,카페 뮤,1,1,0,100.0,0.0
MA010120220803828615,쥬씨 성수IT점,1,1,0,100.0,0.0
MA010120220800450670,라에비뉴,1,1,0,100.0,0.0
MA0101202302A0069364,커피사피엔스 성수우림점,1,1,0,100.0,0.0
MA0101202210A0018735,잇덴굿 성수점,1,1,0,100.0,0.0
MA010120220813262707,아재커피 성수2가점,1,1,0,100.0,0.0
MA010120220808110529,동강,1,1,0,100.0,0.0
MA010120220810584726,얌커피,1,1,0,100.0,0.0
MA010120220810497745,문화공간 성수,1,1,0,100.0,0.0
MA010120220810094155,황기닭한마리,1,1,0,100.0,0.0
MA010120220803773674,하루참치랑연어랑,1,1,0,100.0,0.0
MA010120220805512020,가내수공업고깃집,1,1,0,100.0,0.0
MA010120220803730697,태양각,1,1,0,100.0,0.0
MA010120220814043586,윈야드 성수,1,1,0,100.0,0.0
MA010120220803746205,부성식당,1,1,0,100.0,0.0
MA010120220801022061,니드인,1,1,0,100.0,0.0
MA010120220803741479,비어호프,1,1,0,100.0,0.0
MA010120220806030722,이키가이,1,1,0,100.0,0.0
MA010120220812798588,한돈급냉삼겹살,1,1,0,100.0,0.0
MA010120220811770570,CAFE FLARES,1,1,0,100.0,0.0
MA010120220803750938,울보분식,1,1,0,100.0,0.0
MA010120220811908074,노을 2관,1,1,0,100.0,0.0
MA010120220814157788,푸드갤러리빈,1,1,0,100.0,0.0
MA010120220808599887,커피사피엔스 선명스퀘어점,1,1,0,100.0,0.0
MA010120220812659563,빨간마초닭발 성수점,1,1,0,100.0,0.0
