상가업소번호,가게명,리뷰,evaluation,sentiment,persent
MA010120220804171594,waffle it up,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220804171594,waffle it up,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220804171594,waffle it up,크로플 나오기도 전에 겉바속촉 원조였던 곳 항상 인기 많은 맛집 커피는 따로 특색있지 않으나 와플과 먹기 좋은 정도의 고소함을 갖춤,(긍정 확률 : 0.77) 긍정,긍정,0.77
MA010120220804171594,waffle it up,아늑한 분위기에 맛있는 커피와 와플 데이트는 여기서 하세요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220804171594,waffle it up,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220808684587,본도시락 이대점,여수 꼬막 불고기 반상 맛있어요 !!,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220808684587,본도시락 이대점,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220808684587,본도시락 이대점,정기적으로 주문합니다. 사장님께서 친절하게 챙겨주셔서 또 가게되네요. 고맙습니다!,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220808684587,본도시락 이대점,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220808684587,본도시락 이대점,좋아요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220808684587,본도시락 이대점,깔끔하게 포장뎌고 맛도있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220808684587,본도시락 이대점,좋아요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220808684587,본도시락 이대점,간편식사 좋아요^^,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220808684587,본도시락 이대점,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220808684587,본도시락 이대점,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800608853,엄마손김밥,여기가 수제비 맛집이네요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800608853,엄마손김밥,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800608853,엄마손김밥,좋아요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800608853,엄마손김밥,여기가 라볶이 맛집이네요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800608853,엄마손김밥,이대 앞 맛집,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220810241901,치킨을사랑한떡볶이 서울이대점,막창들어간 떡볶이 신기해서 시켜봤는데 떡볶이는 맛있는데 막창은 좀 짜요. 근데 막창 맛은 나쁘진 않아요.,(긍정 확률 : 0.94) 긍정,긍정,0.94
MA010120220810241901,치킨을사랑한떡볶이 서울이대점,근래 먹은 보끼중에 젤 맛잇엇어요,(긍정 확률 : 0.96) 긍정,긍정,0.96
MA010120220810241901,치킨을사랑한떡볶이 서울이대점,ㅈ,(긍정 확률 : 0.97) 긍정,긍정,0.97
MA010120220810241901,치킨을사랑한떡볶이 서울이대점,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220810403979,타이스토리,태국 분이 하시는 것 같아요~ 똠얌꿍 국이 얼큰하고 향기로워요~ 식기도 예쁘네요. 휘황찬란~~ 고수를 넘 적게 주시는게 단점 ㅠ,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220810403979,타이스토리,맛있는데 이국적인 향이 좀 약했어요 향신료 더 넣어주시면 좋겠어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220810403979,타이스토리,대박 맛있는 태국 맛집 발견했어요🫠 그릇도 너무 예뻐요♥️  고수는 달라고 해야 주셔요 수욜 휴무라 돼있는데 영업하네여  똠얌쌀국수 향긋하고 진짜 존맛이예요 ㅠ,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220810403979,타이스토리,"매장이 작고 좌석이 편하진 않았어요(2인석) 근데 음식은 엄청 맛있네요~ 양도 않고, 꿍팟퐁커리 특히 새우가 겁나 튼실하고 맛있었어요 미처 다 못먹고 온게 내내 아쉬웠어요 요기 근처갈때마다 가려구요~",(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220810403979,타이스토리,맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220810403979,타이스토리,좋아요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220810403979,타이스토리,너무 맛있어서 또 왔어요. 국물도 진하고 계속 생각나요.,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220810403979,타이스토리,매장이 예뻐요! 태국 음식 다양하고 태국분이 운영하시는 것 같네요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220810403979,타이스토리,오늘은 새우팟타이먹었지만 이곳은 똠양쌀국수가 쵝오!,(긍정 확률 : 0.95) 긍정,긍정,0.95
MA010120220810403979,타이스토리,깔끔하고 여자들끼리 수다떨기 좋아용^^,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220810403979,타이스토리,맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220810403979,타이스토리,예쁜 그릇에 담겨 나와서 우선 기분이 좋아져요 쏨땀은 은은하게 맵고 똠얌꿍은 코코넛 밀크가 많이 들어갔는지 부드러워서 둘이 조합이 좋았어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220810403979,타이스토리,비싸여,(긍정 확률 : 0.97) 긍정,긍정,0.97
MA010120220810403979,타이스토리,너무 예쁜 식기에요ㅡ 키친웨어 좋아해서 다른 식기는 또 어떨지 기대가 되요ㅡ 코코넛 라이스는 아니고 한국식 밥이어서 놀랐는데 authentic한 타이 음식 좋아하는 사람도 많으니 코코넛 라이스 옵션도 있다면 좋겠습니다.,(긍정 확률 : 0.96) 긍정,긍정,0.96
MA010120220810403979,타이스토리,가성비 짱! 맛 짱!! 양도 많고 저 큰 새우가 4개나... 태국인 요리사님이 만들어서 현지 맛이 난다.  재방문 100%,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220810403979,타이스토리,Milk tea 완전 좋아,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220810403979,타이스토리,똠양꿍 짱맛있어용,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220810403979,타이스토리,진짜 맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,연어베이글 쵝오,(긍정 확률 : 0.96) 긍정,긍정,0.96
MA010120220814145908,마더린러 베이글,노바샌드위치 맛잇어요:),(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,다양한 크림치즈가 맛있음!,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,이대입구 베이글 맛집 마더인러~ 베이글 맛있지요~ ^-^,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,배이글 10 종류 크림치즈 종류도 많아요. 설명 잘해주고 직원들 전반적으로 친절한 편.,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,왜맛집인지 먹어보면 앎!!,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,맛있어요!,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,맛있어용,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,"코로나 이후로 앉을 좌석은 없어졌어요. 엄청 쫀득한 베이글이고 개인적으로 에그어니언이 제일 맛있어요! 크림치지는 베지랑 파, 그리고 베이컨토마토가 제 취향이에요ㅎㅎ",(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,베이글 맛있습니다,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,👍🏻,(긍정 확률 : 0.97) 긍정,긍정,0.97
MA010120220814145908,마더린러 베이글,너무맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,처음 방문한 사람이 알기쉽게 보고 고를 수 있는 설명서가 있었으면 좋겠어요. 처음 갔는데 직원분들이 그냥 니 알아서 보고 눈치껏 골라라 하는 태도라서 좀 당황스러습니다.,(긍정 확률 : 0.57) 긍정,긍정,0.57
MA010120220814145908,마더린러 베이글,레알 베이글 맛집 쫀득하고 맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,안주로 먹으려고 크림치즈만 사서 크래커랑 같이 먹었어요! 시나몬맛 진짜 너무너무 맛있었어요 ... 크래커랑 진짜 잘어울렸습니다. 동네에도 있었으면 좋겠어요 ^_ㅠ,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,마더린러 베이글 🥯말해 뭐해 😋,(긍정 확률 : 0.90) 긍정,긍정,0.90
MA010120220814145908,마더린러 베이글,맛있어요!,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,좋아여,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,다른 베이글보다 맛이 깔끔하고 소화가 잘돼요! 크림치즈가 다양하고 맛이 확실하서 종류별로 쟁여놉니다.,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,"가격은 몇년전보다 올랐지만, 재료는 몇년전보다 줄어들었네요",(부정 확률 : 0.74) 부정,부정,0.74
MA010120220814145908,마더린러 베이글,맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,굳,(긍정 확률 : 0.95) 긍정,긍정,0.95
MA010120220814145908,마더린러 베이글,너무 맛있어용💕,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,크림치즈 종류 많고 어울리는 베이글 추천도 해주셔서 좋아요 굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,가격+맛 모두 괜찮은 곳이예요.,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,크림치즈맛있어용,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,조아요,(긍정 확률 : 0.97) 긍정,긍정,0.97
MA010120220814145908,마더린러 베이글,처음 방문인데 잘먹어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,"베이글 맛이 궁금해서 사러 다녀왔어요!! 종류별로 다 사고 싶었지만 참깨는 없어서 못샀지만, 연어들어간 샌드위치 베이글 안짜고 맛있어요!!",(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,굿굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,갓 구운 베이글과 크림치즈 조화가 아주 좋아요.,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,사람이 너무 많아 줄서서 주문해야 하지만~ 그만큼 맛있는곳이예요 다시갈예정ㅎ,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,맛있네요~자주 갈거 같아요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,진짜진짜 맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,오랜만에베이글,(긍정 확률 : 0.96) 긍정,긍정,0.96
MA010120220814145908,마더린러 베이글,생각보다 사이즈가 작아여,(부정 확률 : 0.95) 부정,부정,0.95
MA010120220814145908,마더린러 베이글,친절하고 빵도맛있어요~~^^,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,선물하기 좋지만 욕 먹을 수 있어요ㅠㅠ,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,선드라이드토마토랑 시나몬레이즌월넛은 꼭 드세요. 두개 같이 번갈아 먹으면 그 단짠의 조화란…! ★★★★★,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,"이전부터 다니던 곳인데, 요즘 유행인 런던베이글보다 더 미국스럽고 맛있어요.",(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,내용물도 풍부하고 좋은데 생각보다 크기가 작아서 약간 아쉬워요,(긍정 확률 : 0.90) 긍정,긍정,0.90
MA010120220814145908,마더린러 베이글,베이글은 마더린러가 최고에요 블루베리 베이글로 샌드위치 만들어 먹었더니 감동 ㅠ,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,맛 있어요 !!! 끝,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,가격대는 있지만 굿,(긍정 확률 : 0.92) 긍정,긍정,0.92
MA010120220814145908,마더린러 베이글,아침을 위해 들린 방앗간ㅎㅎ오늘은 브랜퍼스트 샌드위치로~*,(긍정 확률 : 0.95) 긍정,긍정,0.95
MA010120220814145908,마더린러 베이글,최애 맛집입니다,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,10년 넘게 방문하는 곳입니다. 변함없이 너무 맛있어요. 오래오래 이자리에 있어주세요.,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,사람이많아정신없지만 베이글이 정말 쫀쫀하고 맛있어요 크림치즈는 맛은있지만 살짝비싼감이있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,아 ㅜㅜ 남편시켜. 사진좀 찍어오랬더니. 앞에서 찰칵 ㅎ 종류가 어떤게 있는지 보려했더니 ㅎㅎ 아들이랑. 쏙 먹었네요 ㅎㅎ 이대예전에. 퀸즈베이늘글. 없어져서. 아쉬웠는데 두세집에. 오픈하고나니. 너~~~무좋아요,(긍정 확률 : 0.96) 긍정,긍정,0.96
MA010120220814145908,마더린러 베이글,베이글에 크림치즈 듬뿍이라서 맛있어요! 플레인 크림치즈는 정말 단맛이 없고 담백 그자체😋,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,어니언베이글 플레인베이글 에그베이글 훈제연어크림치즈 올리브크림치즈 쫄깃하면서 맛이풍부한 베이글이에요! 크림치즈도 정말 다양햇는데 베이글에 발라먹으니 너무맛나유,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,자주 가는 베이글 맛집입니다  맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,당일 먹어야 맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,정말 맛있는 베이글!,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,점심시간에 가니 사람 많네요! 종류다양해서 😄,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,메인재료를 정하면 직원분이 어떤빵이 어울리는지 추찬해주십니다. 따끈하고 담백해요 좋아요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,담백해요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,"노바 훈제연어 샌드위치 , 시그니처 메뉴이길래 먹어봤는데 너~~무 맛있네요 ! 베이글이 쫀득하고 크림치즈도 넘 맛있습니다 ! 비싸다고 생각했는데 그돈주고 먹을만한 맛 ! 베이글 종류는 선택가능하고 아니면 갓나온 어울릴만한 베이글로 만들어주셔요 ~~",(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,베이글 맛있어요. 베이글 생각나면 한번씩 가요^^,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,정통 베이글~~~♡,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,맛있어요 ~~,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,베이글 맛있어요!!,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,음..,(부정 확률 : 0.95) 부정,부정,0.95
MA010120220814145908,마더린러 베이글,너무 맛있어요 ㅠㅠ다음번에 또먹으려구요 ㅠㅠ,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,굳,(긍정 확률 : 0.95) 긍정,긍정,0.95
MA010120220814145908,마더린러 베이글,"이대 앞 원탑 베이글집, 마더린러베이글 입니다! 제 최애는 훈제연어와 크림치즈가 들어간 노바에요. 진짜 두껍고 든든해서 반은 남겨서 다음 식사로 먹었습니다 ㅋㅋ",(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,베니글 맛집!,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,연어+크림치즈 쫄깃한 베이글 조합이 좋아요 . 테이크아웃만 되서 아쉽네요 ㅠ,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,베이글이 쫄깃쫄깃하고 크림치즈도 너무 맛있어서 오늘도 사먹은 마더린러~♡,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,베이글이 쫀득쫀득 맛있고 걷은 바삭하고 속은 촉촋해요~,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,베이글이 너무 맛있어요♡ 진짜 식감이 쫄깃쫄깃. 다양한 크림치즈도 있어서 고르는데 조금 힘들었어요😆 다음에 베이글 샌드위치도 머어봐야겠어요😄,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,내가 사랑하는 우리 학교 앞 찐 맛집 .. ♥,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,베이글 폭신하고 쫄깃해서 맛있어요!!,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,맛있어서 가끔씩 가는데 잘 먹었어요~ 크림치즈와 연어 조합은 짱,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,베이글 맛집입니다. 베이글 샌드위치도 맛있어요. 다만 사람이 꽤 많고 줄도 서기 때문에 빨리 가야 되요.,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,맛있어요!,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,맛있습니다 ~~,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,"에그베이글+스캘리언 크림치즈 = 6,100 개인적으로는 가격 나쁘지 않다고 생각했어요. 예전보다 줄이 없어서 앞에 여러명있었는데도 5분만에 받았어요.",(긍정 확률 : 0.95) 긍정,긍정,0.95
MA010120220814145908,마더린러 베이글,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,앉아서 먹고 갈 수 있는 곳은 아니지만 베이글 샌드위치가 맛있어서 종종 찾게 되어요!,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,주문이 많아서 대기시간 길어요,(긍정 확률 : 0.95) 긍정,긍정,0.95
MA010120220814145908,마더린러 베이글,필리치즈스테이크 맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,언제나먹어도존맛 ㅠㅠ!!!,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,"베이글,크림치즈 정말 맛있어요",(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,쫄깃해요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,그릴드치즈멜트+에그어니언베이글 짱짱,(긍정 확률 : 0.96) 긍정,긍정,0.96
MA010120220814145908,마더린러 베이글,"첫주문 어떻게 해야할지 모르겠어서 좀 헤맸는데 맛있었습니다. 비엘티랑 에그치즈 샌드위치 너무 담백했고, 블루베리 크림도 가득이고 향이아주 진했어요. 먹고나서 기분좋게 배부르고 아주 든든했습니다.",(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,베이글 중에서 제일 맛있었어요! 가격이 좀 있지만 크림치즈도 듬뿍 넣어주시고 진해요! 재방문의사 있음!,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,사서 집와서 먹어서인지 ㅠㅠ 소문으로 듣던 쫄깃함은 느끼지 못했수요  플레인은 제 취향은 아니어서 담에는 다른 걸로 도전해보겠습니당,(긍정 확률 : 0.71) 긍정,긍정,0.71
MA010120220814145908,마더린러 베이글,베이글이 딱딱하지 않고 담백해서 계속 먹고 싶은 맛이예요.,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,연어가 최고에요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,금액대가 있어도 맛있네요!,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,에그베이글 맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,맛있는 정통 베이글집이에요. 제 기준 코끼리 베이글이 좀 가벼운 느낌이면 여기는 찐 쫀 득!!!!!! 샌듸치도 궁금했지만 첫방문에는 본연의 맛을 느끼고 싶어서 베이글 몇개랑 크림치즈 두개사봤는데요. 쫀득쫀득.. 당일에 먹는게 제일 맛있네요. 블루베리 베이글은 진짜 퍼런색이어서 에그는 노랑색이어서 신기했고 ㅋㅋ 제일 특이했던 건 에그어니온 배이글이에요... 꼭 드셔보세요. 허니월넛이랑 스캘리언(파) 크림치즈 먹었는데... 달고 짜고 조합 좋았어요. 옆에서 베이글 만드시는 거 구경도 했어요. 신뢰도 백프로 완충되서 다음 주에 또 방문할거에요!,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,베이글맛있어요...,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,마더린러 최고~~ 학교앞에 있어서 행복해요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,베이글 맛있어요...,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,좋아요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,베이글은 마더린러👍 매번 갈때마다 사람 엄청 많은데도 베이글이라 금방금방 나와서 오래안기다려도 되고 좋아요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,"블루베리 베이글에 크림치즈는 허니 월넛, 초콜렛 아몬드 2가지 사서 발라서 먹어봤는데, 맛 괜찮네요! 근데 크림치즈 하나에 3200원이라ㅠ 크림치즈 양을 줄이고 가격이 다운되면 더 좋을 것 같아요.",(긍정 확률 : 0.97) 긍정,긍정,0.97
MA010120220814145908,마더린러 베이글,굳,(긍정 확률 : 0.95) 긍정,긍정,0.95
MA010120220814145908,마더린러 베이글,손님이 많아서 그런거겠죠 너무 정신 없네요,(부정 확률 : 0.95) 부정,부정,0.95
MA010120220814145908,마더린러 베이글,맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,맛있어요!,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,맛있어,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,소문듣고 갔어요. 맛있어요!!,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,블루베리치즈 맛나요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,베이글로 유명한곳 주말에 갔는데 별로 안기다리고 겟,(부정 확률 : 0.87) 부정,부정,0.87
MA010120220814145908,마더린러 베이글,맛있어요!,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,다화하기좋아여,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,수고하셨어요,(긍정 확률 : 0.97) 긍정,긍정,0.97
MA010120220814145908,마더린러 베이글,오랜만에 장모님 베이글 🥯,(긍정 확률 : 0.97) 긍정,긍정,0.97
MA010120220814145908,마더린러 베이글,좋아요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,맛있지만 너무 비쌈,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,종류가 많고 맛있어요 베이글쫄깃,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,모든 종류의 베이글을 먹어보고 제 취향에 맞는 시나몬 레이즌 홀휫 에그 배이글을 섞어서 사왔습니다. 일하는분들 다 친절하시고 베이글도 너무 맛있고 촉촉해요. 특히 쫠~깃한 식감이 중독성이 있어요! 마냥 질기기만한 저렴이 베이글과는 차이가 있네요. ㅎㅎ,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220803160054,낭만식탁,자꾸 생각나요 ..!!😋,(긍정 확률 : 0.93) 긍정,긍정,0.93
MA010120220803160054,낭만식탁,"진짜 너무 맛있어요..!!!!! 사케동 워낙 좋아해서 다른 곳에서도 종종 먹었는데 여기만큼 맛있다고 느낀 적은 없는거 같아요.. 연어 두껍고, 밥에 초대리 간이 되어있어서 정말 미친맛❤️  늘 맛있게 먹고 있습니다 사장님 맛있는 음식 만들어 주셔서 감사해요~!! 번창 하세요!",(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220803160054,낭만식탁,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220803160054,낭만식탁,새우가 진짜 통통하고 맛있어요. 양도 딱 적당했어요~ 사케동먹으러 또 올게요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220803160054,낭만식탁,"간장새우먹으러 또 왔어요 일주일전부터 먹고 싶었는데 드디어 먹게 되네요,,,한입먹으니까 감동이 배로 와요 갓댐",(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220803160054,낭만식탁,맛있어요!,(긍정 확률 : 0.98) 긍정,긍정,0.98
