상가업소번호,가게명,리뷰,evaluation
MA010120220808298620,아티장 크로아상,제가 제일 좋아하는 건 아몬드 라즈베리 크로아상!! 달달해서 커피랑도 잘 어울려요.,(긍정 확률 : 0.99) 긍정
MA010120220808298620,아티장 크로아상,"사장님께서 빵 먹는 법도 소개해 주시고, 빵도 다양해서 좋고 맛있어요. 다음에 또 갈 거예요.",(긍정 확률 : 0.99) 긍정
MA010120220808298620,아티장 크로아상,크라상끝이 좀 짰어요 독특한 맛으로 새로워요 전체적으로 맛있어요,(긍정 확률 : 0.99) 긍정
MA010120220808298620,아티장 크로아상,플레인 클로아상…대존맛…👍🏼,(긍정 확률 : 0.99) 긍정
MA010120220808298620,아티장 크로아상,파이 결이 살아있고 질감이 가벼워서 좋네요. 선물받은 애플파이가 맛있길래 직접 매장에 가서 구매.,(긍정 확률 : 0.99) 긍정
MA010120220808298620,아티장 크로아상,겉은 바삭하고 속은 쫄깃쫄깃!! 라우겐 크로와상 정말 최고입니다,(긍정 확률 : 0.99) 긍정
MA010120220808298620,아티장 크로아상,크로아상 맛있었어용,(긍정 확률 : 0.99) 긍정
MA010120220808298620,아티장 크로아상,맛있어요,(긍정 확률 : 0.98) 긍정
MA010120220808298620,아티장 크로아상,괜찮은데 소름끼치게 맛있진 않아욧..,(부정 확률 : 0.70) 부정
MA010120220808298620,아티장 크로아상,감자치즈양파 치아바타 생각나서 왔어요.. ღ 매장 안 발뮤다로 구워먹으면 천상의 맛이에요!,(긍정 확률 : 0.99) 긍정
MA010120220808273457,와인이지,좋아용 친절하구 ㅎㅎ,(긍정 확률 : 0.99) 긍정
MA010120220808273457,와인이지,"2차 어디가지 하면서 그냥 들어간 곳인데 만족했던 곳💕 분위기, 안주, 와인 다 좋았어요〰️",(긍정 확률 : 0.99) 긍정
MA010120220808273457,와인이지,가성비 좋은 신발이 있어요,(긍정 확률 : 0.99) 긍정
MA010120220808273457,와인이지,2차로 우연히 방문했습니다. 매니저님과 직원분 너무 친절하셔서 2병 마셨습니다. 쇼비뇽 와인 깊이가 있고 좋습니다. 창가에 앉아서 마셨는데요. 비오면 운치 있을거 같습니다. 담에는 비올때 한번 더 방문하려고합니다. 카프레제 샐러드에 토마토를 더 주셨으면 하는 바램입니다. 요즘 물가가 참 비싸네요.ㅠㅠ,(긍정 확률 : 0.99) 긍정
MA010120220808273457,와인이지,좋습니다,(긍정 확률 : 0.98) 긍정
MA010120220808273457,와인이지,비프타르타르 맛집이네요 넘 맛있게 잘 먹었습니다,(긍정 확률 : 0.99) 긍정
MA010120220808273457,와인이지,잘 놀다 갑니다! 직원분이 너무 친절하게 알려주셔서 좋았어용,(긍정 확률 : 0.99) 긍정
MA010120220808443747,화양연화,음식 맛있고 분이기도 좋았어요,(긍정 확률 : 0.99) 긍정
MA010120220808443747,화양연화,팟타이짱맛네,(긍정 확률 : 0.94) 긍정
MA010120220808443747,화양연화,팟타이랑 가지튀김이 엄청 맛있었어요!!!!! 먹었던 고중에 최고입니다 푸팟뽕커리는 보통이고 나머지는 엄청 맛있게 잘먹었습니다!!!,(긍정 확률 : 0.99) 긍정
MA010120220808443747,화양연화,"똠얌꿍이랑 가지튀김 너므 맛있어요,,,,,",(긍정 확률 : 0.95) 긍정
MA010120220808443747,화양연화,맛있고.. 고수가 거의 안들어가서 못먹는 사람도 부담없이 먹을수 있는 곳이네요.. 전 갠적으로 고수를 엄청 좋하는데 그게 좀 아쉽네요..,(긍정 확률 : 0.99) 긍정
MA010120220808443747,화양연화,정말 기분 나쁠때만 리뷰 작성 하는데 사장님인지 남자 직원인지 첫 맞이 할때부터 표정 말투 거슬림.별 신경 안썼는데 집에 와서도 계속 맘에 찝찝함이 남아 있어서 저는 두번 안갈거 같아요.음식은 맛있게 잘 먹고 기분은 상해서 돌아갑니다.근데 기분이 계속 왜 안좋을까요?? 사장님,(부정 확률 : 0.55) 부정
MA010120220808443747,화양연화,굿,(긍정 확률 : 0.94) 긍정
MA010120220808443747,화양연화,"안국역 근처에서 일하면서 먹어본곳중 제일 맛있습니다 게살볶음밪에 스리라차소스 살짝 곁들여 먹으면..말모,.",(긍정 확률 : 0.97) 긍정
MA010120220808443747,화양연화,전반적으로 간이 조금 쎈거 같아요. 팟타이 매운맛나는거 매력적이었어요,(긍정 확률 : 0.99) 긍정
MA010120220808443747,화양연화,팟타이 맛있어용 커리도 건강한맛이네요,(긍정 확률 : 0.99) 긍정
MA010120220808443747,화양연화,맛있어요~,(긍정 확률 : 0.98) 긍정
MA010120220808443747,화양연화,사장님 바꼇나요? 맛이예전과달라요.. 뿌팟퐁커리에 베이비크랩이아니고 된장찌개용 꽃게로나오네요,(긍정 확률 : 0.98) 긍정
MA010120220808443747,화양연화,계동에서 타이 음식 가장 맛있는 곳! 환기가 잘 안되어 좀 매캐하지만 그게 또 분위기 ㅎㅎ,(긍정 확률 : 0.99) 긍정
MA010120220808443747,화양연화,매콤하고 달달하고 새콤함이 꽤 있는 태국요리집입니다. 팟타이는 자극적인 편이라 입맛돋구기 좋습니다. 전반적으로 음식 맛은 괜찮은 편이지만 지하에 환기가 잘 안되어있어 주방에서 나오는 연기가 계속 남아있어 음식냄새가 많이 배며 다소 매캐한 단점이 있습니다.,(긍정 확률 : 0.99) 긍정
MA010120220808443747,화양연화,팟타이 너무 취저에요~담에 또 방문 할게요^^,(긍정 확률 : 0.99) 긍정
MA010120220808443747,화양연화,불친절하다는 리뷰가 많아서 걱정했는데 친절하셨습니다.  다만 음식이 너무 짜요 ㅜ 맛을 떠나서 너무 간이 강하고 짜서 무슨 맛인지 잘 모르겠더라구요 그리고 뿌팟퐁 커리도 다른 곳이랑 달라요 .. 그냥 꽃게 사다가 튀겨놓은거 같아요 이런 뿌팟퐁 커리는 처음 먹어봐요 가격 메리트 말고는 없네요,(긍정 확률 : 0.99) 긍정
MA010120220808443747,화양연화,맛있어요.,(긍정 확률 : 0.98) 긍정
MA010120220808443747,화양연화,맥주 곁들이다 보니 좀 비싸다는 생각도 들어요. 근데 맛있어요. ㅠ,(긍정 확률 : 0.99) 긍정
MA010120220808443747,화양연화,양도 많고 진짜 맛있어용 근데 자리가 살짝 좁아요 ㅠ^ㅠ,(긍정 확률 : 0.99) 긍정
MA010120220808443747,화양연화,두번째 방문이예요 웨이팅 두세팀은 갈때마다 있네요ㅎㅎ파인애플 볶음밥 진짜 맛있어요,(긍정 확률 : 0.99) 긍정
MA010120220808443747,화양연화,아이들과 함께 오랜만에 북촌에서 간 화양연화 .  아이들 입에는 (초딩인데) 좀 매운 것들이 있긴 했지만 맛있었어요!,(긍정 확률 : 0.99) 긍정
MA010120220808443747,화양연화,"인테리어는 옛날 느낌, 태국 음식 맛있어요. 기회가 된다면 다른 것도 먹고 싶어요.",(긍정 확률 : 0.99) 긍정
MA010120220808443747,화양연화,"제가 간곳은 소공동 롯데 지하 식당가에 있는 화양연화인데 맞는지 모르겠어요. 주변 직장인들이 점심먹으러 많이 오시더라구요. 롯데 지하에 라멘집은 많은데, 쌀국수 집은 없어서 가볼만 한거같아요. 볼일보러 갔다가 혼밥 하기 괜츈합니다.",(긍정 확률 : 0.92) 긍정
MA010120220808443747,화양연화,추천,(긍정 확률 : 0.96) 긍정
MA010120220808443747,화양연화,팟타이가 맛있어요!,(긍정 확률 : 0.98) 긍정
MA010120220808443747,화양연화,굿,(긍정 확률 : 0.94) 긍정
MA010120220808443747,화양연화,양 진짜 많아요,(긍정 확률 : 0.98) 긍정
MA010120220808537838,달,팥빙수와 와플이 너무 맛있어요.,(긍정 확률 : 0.98) 긍정
MA010120220808537838,달,삼청동 빙수맛집,(긍정 확률 : 0.93) 긍정
MA010120220808537838,달,"친구들과 삼청동을 한바퀴 돌고 항아리팥빙수, 와플, 카페라떼를 시켜서 먹었어요. 팥빙수를 먹는 순간 피로가 확 풀리는 기분이었어요.",(긍정 확률 : 0.99) 긍정
MA010120220808537838,달,혼커하기 좋아요,(긍정 확률 : 0.98) 긍정
MA010120220808537838,달,좋아요,(긍정 확률 : 0.95) 긍정
MA010120220808537838,달,"빙수,커피 다 맛있었어요. 찹쌀떡크고 양도적지않아요~ 요즘 디저트들은 밥값이라 가격은 사악해도 맛도좋고 좌석도 여유로워서 좋았어요",(긍정 확률 : 0.99) 긍정
MA010120220808537838,달,ㄱㅅ,(긍정 확률 : 0.91) 긍정
MA010120220808537838,달,👍🏻,(긍정 확률 : 0.84) 긍정
MA010120220808537838,달,항아리에 담겨나오는 빙수네요. 녹차빙수가 맛있어요.,(긍정 확률 : 0.96) 긍정
MA010120220808537838,달,왕달달구리,(긍정 확률 : 0.77) 긍정
MA010120220808537838,달,빙수맛집인듯여 아무정보없이 들어갔는데 전체적으로 좋았어영,(긍정 확률 : 0.99) 긍정
MA010120220808537838,달,팥빙수 맛있어요 자리도 편해요,(긍정 확률 : 0.98) 긍정
MA010120220808537838,달,오미자차가 맛있어요,(긍정 확률 : 0.94) 긍정
MA010120220808537838,달,팥빙수 양이 많고 떡 올려주신 것도 맛있습니다.,(긍정 확률 : 0.98) 긍정
MA010120220808537838,달,빙수맛집,(긍정 확률 : 0.94) 긍정
MA010120220808537838,달,존맛탱구리 맛있어요,(긍정 확률 : 0.98) 긍정
MA010120220808537838,달,경복궁나와 북촌가는길에 쉬어가요 커피도 맛있고 와플도 부드럽고맛나요,(긍정 확률 : 0.99) 긍정
MA010120220808537838,달,친절하시고 팥빙수도 양 많고 맛있어요!,(긍정 확률 : 0.99) 긍정
MA010120220808537838,달,특별한맛은 아니지만 그런데로 잘 먹음.자리값,(긍정 확률 : 0.97) 긍정
MA010120220808537838,달,분위기 좋은 삼청동 카페,(긍정 확률 : 0.98) 긍정
MA010120220808537838,달,비쌈,(부정 확률 : 0.84) 부정
MA010120220808537838,달,ㅇ,(긍정 확률 : 0.99) 긍정
MA010120220808537838,달,매장이 크고 넓어요.,(긍정 확률 : 0.99) 긍정
MA010120220808537838,달,좋아요,(긍정 확률 : 0.95) 긍정
MA010120220808537838,달,마시쏘요,(긍정 확률 : 0.97) 긍정
MA010120220808537838,달,조용해서 좋아요. 커피맛도 좋아요~~~,(긍정 확률 : 0.99) 긍정
MA010120220808590361,아재커피 북촌점 AZE COFFEE,콜드브루 아메리카노 맛있어요,(긍정 확률 : 0.99) 긍정
MA010120220808590361,아재커피 북촌점 AZE COFFEE,자주가는곳 근데 왜 자꾸 아이스 줘요 ㅜㅜ 따뜻한거 시키면 아이스를 주심 두번이나 ㅋ,(긍정 확률 : 0.51) 긍정
MA010120220808590361,아재커피 북촌점 AZE COFFEE,괜찮아요,(긍정 확률 : 0.98) 긍정
MA010120220808590361,아재커피 북촌점 AZE COFFEE,😊,(긍정 확률 : 0.84) 긍정
MA010120220808590361,아재커피 북촌점 AZE COFFEE,직원분들이 친절하시고 음료도 맛있어요!,(긍정 확률 : 0.99) 긍정
MA010120220808590361,아재커피 북촌점 AZE COFFEE,음료 맛나요,(긍정 확률 : 0.96) 긍정
MA010120220808590361,아재커피 북촌점 AZE COFFEE,좋아요^^,(긍정 확률 : 0.98) 긍정
MA010120220808590361,아재커피 북촌점 AZE COFFEE,"커피,음료 모두 굿입니다~~~",(긍정 확률 : 0.98) 긍정
MA010120220808590361,아재커피 북촌점 AZE COFFEE,매주 방문하게되는 아재커피! 친절하시고 너무 좋아요,(긍정 확률 : 0.99) 긍정
MA010120220808590361,아재커피 북촌점 AZE COFFEE,"가성비 좋고, 맛있어서 가끔 먹는 곳",(긍정 확률 : 0.99) 긍정
MA010120220808590361,아재커피 북촌점 AZE COFFEE,가성비커피 맛있어요,(긍정 확률 : 0.99) 긍정
MA010120220808590361,아재커피 북촌점 AZE COFFEE,맛있어요,(긍정 확률 : 0.98) 긍정
MA010120220808590361,아재커피 북촌점 AZE COFFEE,좋아요,(긍정 확률 : 0.95) 긍정
MA010120220808590361,아재커피 북촌점 AZE COFFEE,굿,(긍정 확률 : 0.94) 긍정
MA010120220808590361,아재커피 북촌점 AZE COFFEE,맛있어요,(긍정 확률 : 0.98) 긍정
MA010120220808590361,아재커피 북촌점 AZE COFFEE,오늘은 오미자차로 몸을 따스하게 ^^,(긍정 확률 : 0.98) 긍정
MA010120220808590361,아재커피 북촌점 AZE COFFEE,붕어빵 맛집🫶🏻,(긍정 확률 : 0.93) 긍정
MA010120220808590361,아재커피 북촌점 AZE COFFEE,가성비 좋고 음료도 맛있어요!,(긍정 확률 : 0.99) 긍정
MA010120220808590361,아재커피 북촌점 AZE COFFEE,붕어빵 맛있어서 자주 가요 직원분도 친절하세요,(긍정 확률 : 0.99) 긍정
MA010120220808590361,아재커피 북촌점 AZE COFFEE,라떼가 꼬숩고 맛있어요! 붕어빵도 맛있네요 ㅎㅎ,(긍정 확률 : 0.99) 긍정
MA010120220811823342,땡스오트 안국,그릭요거트 맛ㄷ집,(긍정 확률 : 0.97) 긍정
MA010120220811823342,땡스오트 안국,친절하세요 ㅋㅋ,(긍정 확률 : 0.99) 긍정
MA010120220811823342,땡스오트 안국,강아지가 올수있어서 강아지들 봐서 좋았어요,(긍정 확률 : 0.99) 긍정
MA010120220811823342,땡스오트 안국,치즈랑 요거트랑 딸기조합이 좋습니다,(긍정 확률 : 0.98) 긍정
MA010120220811823342,땡스오트 안국,요거트 굿,(긍정 확률 : 0.98) 긍정
MA010120220811823342,땡스오트 안국,좋아요,(긍정 확률 : 0.95) 긍정
MA010120220811823342,땡스오트 안국,샌드위치도 맛잇음 달달구리,(긍정 확률 : 0.96) 긍정
MA010120220811823342,땡스오트 안국,맛있고 예쁘고 친절하고 다 하네요.ㅋ 잘 먹었습니다 :),(긍정 확률 : 0.99) 긍정
MA010120220811823342,땡스오트 안국,"여기는 가끔 너무 땡겨서 가요~  아보카도, 블루베리, 딸기, 토마토, 연어, 야채, 요거트 모두모두 신선해요!  가보시면 여자분들만 거의 빼곡… ㅎㅎ  의자는 좀 불편하지만 그 덕에 메뉴가 슬로우 메뉴? 라도 로테이션이 좀 빨라요 ㅎㅎ",(긍정 확률 : 0.99) 긍정
MA010120220811823342,땡스오트 안국,맛있어요. 뷰도 좋고 날씨가 좋아서 야외 자리도 좋아요.,(긍정 확률 : 0.99) 긍정
MA010120220811823342,땡스오트 안국,내가 제일좋아하는 믹스베리요커트볼. 밀크티. 꾸덕한 그릭요거트도맛있지만 전 개인적으로 이게 저의 최애입니다. 딸기를 싫어해서 딸기는 빼달라고함. 내앞에서 식빵굽는 고양이 귀욥♡,(긍정 확률 : 0.99) 긍정
MA010120220811823342,땡스오트 안국,베리 스트로베리로 먹었어요! 그릭요거트 진짜 맛있어서 왜 유명한지 알았어요. 샌드위치도 Jmt..!✨,(긍정 확률 : 0.99) 긍정
MA010120220811823342,땡스오트 안국,좋아하는 곳입니다 맛있고 건강한 맛! + 인테리어랑 분위기도 차분해서 좋고요ㅎㅎ,(긍정 확률 : 0.99) 긍정
MA010120220811823342,땡스오트 안국,굿,(긍정 확률 : 0.94) 긍정
MA010120220811823342,땡스오트 안국,"다른 곳보다 양이 좀 적은 것 같아요,, 한 번 정도 와볼만한 곳",(부정 확률 : 0.95) 부정
MA010120220811823342,땡스오트 안국,땡스오트 맛있어요,(긍정 확률 : 0.99) 긍정
MA010120220811823342,땡스오트 안국,"저의 최애 연어 베이글 먹으러 오랜만에 왔는데 사라졌네요🥺 연어가 들어간 샌드위치 주문!  홀그레인 훈제 연어 샌드위치 11,800원!  역시 내용물이 푸짐! 가득!하네요!  베이글 연어 샌드위치가 사라져서 많이 아쉽지만 점심 대용으로 딱 좋은 것 같습니다:) 고양이도 있어요!🫢🫶🏻",(긍정 확률 : 0.99) 긍정
MA010120220811823342,땡스오트 안국,"땡오 딸기 메뉴 충성하는 사람 또 왔습니다 ^,^ 쿠폰이 필요해요 ... 😶♥️",(긍정 확률 : 0.99) 긍정
MA010120220811823342,땡스오트 안국,🥳,(긍정 확률 : 0.84) 긍정
MA010120220811823342,땡스오트 안국,맛있어요,(긍정 확률 : 0.98) 긍정
MA010120220811823342,땡스오트 안국,맛진 요거트집,(긍정 확률 : 0.94) 긍정
MA010120220811823342,땡스오트 안국,분위기가조아용!!!,(긍정 확률 : 0.98) 긍정
MA010120220811823342,땡스오트 안국,인테리어 멋져용 따뜻한 분위기,(긍정 확률 : 0.99) 긍정
MA010120220811823342,땡스오트 안국,워낙 유명해서 교보문고 가기전에 들렸어요~ 멍뭉이 메뉴도 있어서 하나 사줬는데 너무잘먹어요♡(얘혼자먹기엔 양이많아서 가져온 용기에 포장했어요)  좋은시간 보내고 갑니다. 제것도 맛있게 다먹었어요😊,(긍정 확률 : 0.99) 긍정
MA010120220811823342,땡스오트 안국,"비싸지만!,,,,,맛있어욤👍🏻👍🏻👍🏻💗",(긍정 확률 : 0.98) 긍정
MA010120220811823342,땡스오트 안국,그릭요거트 밖에서 사먹으니 비싸긴 하지만 맛있었어요👍🏻 호지 밀크티가 정말 고소하니 맛있었구요!!!,(긍정 확률 : 0.99) 긍정
MA010120220811823342,땡스오트 안국,너무 맛있어요! 매일 먹고 싶어요!!,(긍정 확률 : 0.98) 긍정
MA010120220811823342,땡스오트 안국,아사이볼도 코코넛 듬뿍이라 맛있고 다 신선해서 요거트볼도 맛있게 먹었어요!,(긍정 확률 : 0.99) 긍정
MA010120220811823342,땡스오트 안국,그릭요거트와 샌드위치가 아주 맛있습니당!,(긍정 확률 : 0.98) 긍정
MA010120220811823342,땡스오트 안국,요거트 진짜 맛있고 공간도 아늑하고 고양이 너무 예뻐요...,(긍정 확률 : 0.99) 긍정
MA010120220811823342,땡스오트 안국,꾸떡꾸덕 그릭요거트 맛집,(긍정 확률 : 0.97) 긍정
MA010120220811823342,땡스오트 안국,귀여운 고양이친구들이 있어요 요거트맛집이에요 산미없이 적당히 꾸덕하고 맛있네요,(긍정 확률 : 0.99) 긍정
MA010120220811823342,땡스오트 안국,"요거트,그래놀라,토핑 모두 신선하고 맛있고 샌드위치와의 조합도 좋음",(긍정 확률 : 0.99) 긍정
MA010120220811823342,땡스오트 안국,제 서촌 방앗간 = 땡오 딸기 시즌이 절대 안 갔음 좋겠어요 🥺♥️,(긍정 확률 : 0.99) 긍정
MA010120220811823342,땡스오트 안국,안국 최애 브런치 맛집이에요ㅜㅜ 특히 샌드위치 짱맛.. 새로 나온 딸기 초콜릿 요거트도 짱맛..,(긍정 확률 : 0.99) 긍정
MA010120220811823342,땡스오트 안국,진짜 꾸덕한 그릭요거트에 신선한 과일을 먹을 수 잇어서 추천해요,(긍정 확률 : 0.99) 긍정
MA010120220811823342,땡스오트 안국,샌드위치 먹으러 왔어요,(긍정 확률 : 0.89) 긍정
MA010120220811823342,땡스오트 안국,좋아요,(긍정 확률 : 0.95) 긍정
MA010120220811823342,땡스오트 안국,#아보카도햄치즈 #넛츠판타지 저번에 그릴 모짜렐라먹었는데 그것도 맛있ㅏㅆ고 아보카도햄치즈도 맛있어요! 모짜렐라는 진짜 누구나 다 좋아할 맛! 아보카도햄치즈는 산뜻하게 먹을 수 있는데 밋밋하다거나 그렇지 않고 소스도 적절하게 잘 들어있어요!! ㅋㅋ 하여튼 맛이 좋아요. 넛츠판타지는 진짜 넛츠들의 판타지예요 ㅋㅋ 브라질넛까지 들어있어요~~  (오늘 진짜 추웠는데 따뜻한 물한잔에 추위를 잘 녹였습니다~^^ 친절하신 직원분들♡),(긍정 확률 : 0.99) 긍정
MA010120220811823342,땡스오트 안국,1층은 카페..2층은 땡스오뜨.. 인테리어 따뜻하고 좋아요..커피도 맛있고 딸기나잇 요거트도 훌륭합니다~~^^,(긍정 확률 : 0.99) 긍정
MA010120220811823342,땡스오트 안국,"1층은 카페 , 2층은 요거트. 카페 인테리어 색감이 따뜻해요..큰창으로 들어오는 자연광도 좋구요..^^ 베리스트로베리 딸기 레어 치즈가 맛있습니다..",(긍정 확률 : 0.99) 긍정
MA010120220811823342,땡스오트 안국,"꾸덕한 그릭요거트와 시럽, 베리의 조화가 정말 맛있어요! 그리고 무엇보다 진짜 샌드위치 맛집입니다🥙 2층에서 샌드위치 시키고 1층 카페에서 음료 주문하시면 1층에서도 드실 수 있어요 :)",(긍정 확률 : 0.99) 긍정
MA010120220811823342,땡스오트 안국,"인테리어가 바꼈어요 1층은 커피파는 카페이고,  물어보니 두달전쯤에 바꼈다고 했어요. 바뀐 인테리어가 아늑하고 갬성있고 좋아요.  작년에 왔을때는 1층에서 안보이는 조리실에서 만들어서 벨 울리면 내려갔다 가지고 올라가는 방식이었는데   2층이 땡스오트더라구요. 오픈 조리실, 직원분들도 친절, 쉬시는 공간이 없어 보여 그건 좀 대신.. 안타깝…   다니는 고양이가 있는데 너무 귀여워서 시선 강탈!   블루나잇 요거트 블루베리 크기도 크고 요거트도 여전히 맛있는데. 이전에 있던 무화과요거트메뉴가 아쉬워여.ㅠ 오곡라떼는 일반적인 맛이고 패션후루츠 에이드는 예전보다 좀 적게 들어가지만 맛은 맛있었어요. 아보카도 햄치즈 샌드위치는 사악한 가격에 비해 양은 적지만 맛있어요☺️",(긍정 확률 : 0.99) 긍정
MA010120220811823342,땡스오트 안국,연어 샌드위치 진짜 맛있어요👍🏻 다음에 또 가고 싶어요,(긍정 확률 : 0.98) 긍정
MA010120220811823342,땡스오트 안국,맛난 음료와 친절해요~,(긍정 확률 : 0.99) 긍정
MA010120220811823342,땡스오트 안국,분위기맛집,(긍정 확률 : 0.95) 긍정
MA010120220811823342,땡스오트 안국,사장님 오늘도 왔어요!!^_^ 딸기레어치즈 맛있어요. 다른 맛도 맛있어요. 요거트 자체가 맛나니 과일도 신선신선.  사실 이것만 먹어도 든든한데 새로생긴 햄버거 먹어보고 싶어서 그거 먹고 요거트까지 먹은거 있쩌... 올해 다이어트 글렀나봐요..  햄버거 더블로 먹고 배터질 것 같은데 너무 먹고 싶어서 이것도 다 먹었어요 허허...  명절 끝나고 또 올게유~~,(긍정 확률 : 0.99) 긍정
MA010120220811823342,땡스오트 안국,건강한 한끼 먹고 싶을때 가기 좋아요. 가격대가 조금 높게 느껴질 수 있지만 조미료 가득한 음식 먹는 것 보다 충분히 든든하고 맛있습니다. 매장 분위기가 너무 좋아요.,(긍정 확률 : 0.99) 긍정
MA010120220811823342,땡스오트 안국,조용하고 편하게 먹을 수 있어요!,(긍정 확률 : 0.99) 긍정
MA010120220811823342,땡스오트 안국,와 이래서 유명하구나 진짜 존맛탱 .. 사실 다이어트 중인데 다이어트식은 ㅇ아닌 것 같아요 흐흐 꿀이랑 전체적으로 너무 달아서 // 그리고 전체적으로 아담해서 대기인원이 많은데 기다릴 공간도 부족해서 나가서 기다리라고 해요 ㅠㅠ 엄청 추운데 힝 그래도 맛있어서 스르르 풀렸네요,(긍정 확률 : 0.99) 긍정
MA010120220811823342,땡스오트 안국,스프 품절이라 아수웟지만 맛나요,(긍정 확률 : 0.99) 긍정
MA010120220811823342,땡스오트 안국,두번째 방문입니다 맛있고 고양이가 귀여워요,(긍정 확률 : 0.99) 긍정
MA010120220811823342,땡스오트 안국,매장 앞에 2대 정도 주차할 수있고 매장내에 팻도 같이가서 강아지가 먹을수 있는 그릭요거트도 판그릭네요. 간단하게 샌드위치와 그릭요거트로 식사겸 디저트를 먹을수 있어요,(긍정 확률 : 0.99) 긍정
MA010120220811823342,땡스오트 안국,"#블루나잇 요거트 #딸기나잇 요거트 #그리드모짜렐라샌드위치  귀여운 고양이가 있고,  반려친구들도 함께할 수있는 공간이예요.",(긍정 확률 : 0.99) 긍정
MA010120220811823342,땡스오트 안국,땡오 요거트가 제일 맛있어요 ㅎㅎ 샌드위치도 꼭 드셔요 맛있어요 🥪🤍,(긍정 확률 : 0.99) 긍정
MA010120220811823342,땡스오트 안국,"메뉴도 다 맛있고, 고양이도 귀엽고, 강아지 손님도 귀엽고,,,",(긍정 확률 : 0.99) 긍정
MA010120220811823342,땡스오트 안국,건강한 맛이에요!!,(긍정 확률 : 0.99) 긍정
MA010120220811823342,땡스오트 안국,안국가면 늘 들르는 참새방앗간입니다. 나무나무한 인테리어 편안하고 햇살도 잘들어요. 그릭요거트도 샌드위치도 다 맛있어요. 그러나… ⭐️아보카도 블렌디드 제발 부활요…⭐️ 원가 때문인지 모르겠으나… 아보카도 들어간 요거트볼이 살사 어쩌구로 나초 메뉴로 바뀌었는데… 독특하긴했지만 건강한 느낌은 아니라 너무너무너무 아쉬워요. 원래 생 아보카도올라갔는데 과카몰리로 바뀌고…..,(긍정 확률 : 0.99) 긍정
MA010120220811823342,땡스오트 안국,"심플하지만 영양소 고루 갖춘 한 끼를 먹고싶다면, 땡스오트만한 곳이 없다! 곡물 그래놀라 토핑부터 과일류까지 토핑 가짓수가 다양하고, 샌드위치와 스프등 브런치 메뉴도 있어 더욱이 완벽한 구성😋  1,2층을 넘나드는 미묘도 있으니 눈도 즐겁다....... 💛",(긍정 확률 : 0.99) 긍정
MA010120220811823342,땡스오트 안국,자주 가는집 요거트 이런맛 다른데도 없는듯,(긍정 확률 : 0.91) 긍정
MA010120220811823342,땡스오트 안국,쪼아요옹,(긍정 확률 : 0.94) 긍정
MA010120220811823342,땡스오트 안국,들어오자마자 귀여운 고양이가 반겨주는  땡스오트 안국점! 아침으로 요거트 먹으러 왔어요~ 신선하고 건강한 요거트 먹고싶으면 가보세용,(긍정 확률 : 0.99) 긍정
MA010120220808520136,커피인뜨락,"앤틱 소품이 예쁜 분위기 좋은 카페, 핸드립 커피 추천합니다.",(긍정 확률 : 0.99) 긍정
MA010120220808520136,커피인뜨락,외관이 이뻤어요 여름되면 더 예쁠거 같아요 분위기도 편해서 이야기 하기 좋았어요,(긍정 확률 : 0.99) 긍정
MA010120220808520136,커피인뜨락,꽃차 너무 이쁘고 맛있어요♥️,(긍정 확률 : 0.99) 긍정
MA010120220808676069,스미스가 좋아하는 테라스,스미스씨가 좋아하는 한옥을 갔으면 느꼈던대로 가지 말았어야 했는데…. 그래도 설마 했는데  Full B/fst를 현지 여러곳을 가서 먹어도 보고 비교도해보고 해야 될텐데… 심하네요  빵이 토스트가 되지 않았지만 그러려니 하고 버터를 요청했더니 매대에서 별도 구매해서 먹어야한다해서 ㅠㅠ 놀랐네요 커피는 진하고 괜찮았어요,(긍정 확률 : 0.97) 긍정
MA010120220808676069,스미스가 좋아하는 테라스,음식은 맛있어요. 가격대도 있는 편이었어요. 오픈형 주방이라 좋은데 요리하시는 분들 사복에 위생 마스크 착용을 않하시고 요리를 하셔서 많이 아쉬웠어요,(긍정 확률 : 0.99) 긍정
MA010120220808676069,스미스가 좋아하는 테라스,브런치양도 많고 맛도 좋았어요,(긍정 확률 : 0.99) 긍정
MA010120220808676069,스미스가 좋아하는 테라스,브런치맛있어용 이름이 귀여워서 앞집가려다 여기들어왔는데 ㅎ.ㅎ 메뉴가 많고 자리듀 넓어서 좋았습니다,(긍정 확률 : 0.99) 긍정
MA010120220808676069,스미스가 좋아하는 테라스,"베이커스스미스가려했는데 공사중인건지 지금은 스미스테라스에서 먹을수있게 같이 운영중이더라구요. 그래서인지 빵 종류는 파운드4종, 스콘2종, 크로아상, 마늘바게뜨, 치아바다2종만 이렇게 구비되어있었어요. 그래서 테라스온김에 샌드위치 브런치세트 주문해 먹었는데 의외로 샌드위치 맛집이었음~리코타하몽크로아상 넘 맛있었어요.  오히려 기대했던 얼그레이파운드가 쏘쏘..갠적으로 촉촉한 파운드 좋아하는데 좀 푸석했어요. 분위기는 그냥 평범, 깔끔한정도라 분위기내러오기보단 저녁에 맥주간단히 먹으러오는것도 좋을꺼같아요. 한쪽에 스낵류 판매하고있고 와인,맥주 다 판매하고있는데 스낵류가격이 온라인보다 저렴하거나 비슷해서 괜찮은거같아요~그중 김칩스 먹었는데 딱 술안주ㅋㅋ 맛있어요",(긍정 확률 : 0.99) 긍정
