상가업소번호,가게명,리뷰,evaluation
MA010120220809408624,독립문설렁탕,굿,(긍정 확률 : 0.98) 긍정
MA010120220809408624,독립문설렁탕,굿,(긍정 확률 : 0.98) 긍정
MA010120220809408624,독립문설렁탕,굿,(긍정 확률 : 0.98) 긍정
MA010120220809408624,독립문설렁탕,굿굿,(긍정 확률 : 0.98) 긍정
MA010120220809408624,독립문설렁탕,굿,(긍정 확률 : 0.98) 긍정
MA010120220809408624,독립문설렁탕,굿,(긍정 확률 : 0.98) 긍정
MA010120220809408624,독립문설렁탕,만족~~,(긍정 확률 : 0.98) 긍정
MA010120220809408624,독립문설렁탕,가성비 굿,(긍정 확률 : 0.98) 긍정
MA010120220809408624,독립문설렁탕,직원분이 불친절해요.,(부정 확률 : 0.95) 부정
MA010120220809408624,독립문설렁탕,가격이 1000원 올라 6000원 커피쿠폰도 줘서 좋아요,(긍정 확률 : 0.96) 긍정
MA010120220809408624,독립문설렁탕,가성비 최고! 설렁탕 맛나용,(긍정 확률 : 0.98) 긍정
MA010120220809408624,독립문설렁탕,맛나고 든든,(긍정 확률 : 0.98) 긍정
MA010120220809408624,독립문설렁탕,아이와 병원진료로 오게 되면  점심시간 항상 가게앞에 사람들 줄 서 있길래  궁금해서들어왔는데 맛있게 잘 먹고갑니당! 가격 저렴하고 양이 많아요 7살 아이  설렁탕 남길 줄 알았는데 다 먹었습니다;;ㅎ 참 테이블회전율이 빠른지 금방 자리 안내 받았어요~,(긍정 확률 : 0.98) 긍정
MA010120220809408624,독립문설렁탕,굿,(긍정 확률 : 0.98) 긍정
MA010120220809408624,독립문설렁탕,"앉아서 먹는 건 좀 촉박하고, 포장을 더 추천해요 포장하면 두 번 먹을 수 있게 두 봉지에 포장해줘서 좋아요",(긍정 확률 : 0.98) 긍정
MA010120220809408624,독립문설렁탕,신촌에 맛집.,(긍정 확률 : 0.98) 긍정
MA010120220809408624,독립문설렁탕,"불친절은 여전합니다.  존대말만 쓴다고 친절한거 아니구요 직원들끼리 너무 시끄러워 식사에 방해가 됩니다 자리지정도 강압적입니다 수저,젓가락을 한편에 쌓아놓아 위생문제 있습니다  반찬리필이 어렵습니다 자율배식으로 했음합니다 저렴한 식당인데 꼭 서빙이 필요할까요 셀프로 운영해서 시끄럽지 않고 번잡하지 않았으면 합니다 선불은 이해합니다만 차라리 키오스키가 낫지않나 합니다 골목에 마리아칼국수라든지 좋은식당 다 없애고 이쪽으로 모는거같은데 예전의 이 골목만의 분위기가 없어져서 아쉽네요... 직원들 시끄러운 문제는 빨리 좀 해결 바랍니다. 그리고 커피쿠폰 매일 주시는데 6시에 끝나버려서 무의미하네요.. 그렇게 빨리 닫아야하는 이유가 있는건지요. 관계자분들 좀 잘 살펴봐주세요",(부정 확률 : 0.90) 부정
MA010120220809408624,독립문설렁탕,좋아요,(긍정 확률 : 0.98) 긍정
MA010120220809408624,독립문설렁탕,가격 대비 가성비 굿. 매장도 깨끗하고. 포장해 가서 먹으면 한두명 더 먹을수 있는 양~^^,(긍정 확률 : 0.98) 긍정
MA010120220809408624,독립문설렁탕,굿,(긍정 확률 : 0.98) 긍정
MA010120220809408624,독립문설렁탕,굿,(긍정 확률 : 0.98) 긍정
MA010120220809408624,독립문설렁탕,빨리먹고 후딱나가야함,(긍정 확률 : 0.93) 긍정
MA010120220809408624,독립문설렁탕,좌석이 다 엄청 붙어있어서 옆테이블사이에 낑겨 불편하게 먹었어요 자리에 앉아서 메뉴 고르고 계산하는게 아니고 입구에서 서서 고르고 계산하고 들어가라고 하네요 아무리 선불이라도 들어오자마자 안녕하세요 뭐드실래요 이러는데 당황했네요 리뷰에 불친절하다 라는 글이 많아서 어느정도 예상하고 갔는데 놀랐네요  일행이 식사 다하고 화장실 가서 기다리고있는데 식탁을 치워버리고 나가서 기다리라는데ㅋㅋㅋ 궁금해서 갔는데 굳이 또 가고싶지는 않아요 가격이 저렴해서 서비스 말고 가성비 식사 바라시는 분들은 가도될거같네요,(부정 확률 : 0.84) 부정
MA010120220809408624,독립문설렁탕,싸요,(긍정 확률 : 0.98) 긍정
MA010120220809408624,독립문설렁탕,가성비굳,(긍정 확률 : 0.98) 긍정
MA010120220809408624,독립문설렁탕,좁아요,(부정 확률 : 0.90) 부정
MA010120220809408624,독립문설렁탕,가격저렴하고 맛있어요 포장시 김치없으니 따로 주문해야될듯여!,(긍정 확률 : 0.98) 긍정
MA010120220809408624,독립문설렁탕,굿,(긍정 확률 : 0.98) 긍정
MA010120220809408624,독립문설렁탕,굿 가성비,(긍정 확률 : 0.98) 긍정
MA010120220809408624,독립문설렁탕,좋아요,(긍정 확률 : 0.98) 긍정
MA010120220809408624,독립문설렁탕,"두명이서 세 메뉴 다 먹었는데 너무 배부르고 맛있어요:)   18,000₩!!!",(긍정 확률 : 0.98) 긍정
MA010120220809408624,독립문설렁탕,가격이 착해요.,(긍정 확률 : 0.98) 긍정
MA010120220809408624,독립문설렁탕,맛나요ㅎ,(긍정 확률 : 0.98) 긍정
MA010120220809408624,독립문설렁탕,싸고 맛있는데 직원들이 불친절해요!! 마감시간에 가지 마세요... 퇴근준비하느라 손님에 대한 배려 하나도 없어요!!! 그럴거면 손님을 받지 말던지 주인은 없고 아줌마들 한테만 맡겨놓고 운영하니까 손님에 대한 예의가 하나도 없어요!!!,(긍정 확률 : 0.90) 긍정
MA010120220809408624,독립문설렁탕,좋아요,(긍정 확률 : 0.98) 긍정
MA010120220809408624,독립문설렁탕,굿,(긍정 확률 : 0.98) 긍정
MA010120220809408624,독립문설렁탕,굿,(긍정 확률 : 0.98) 긍정
MA010120220809408624,독립문설렁탕,맛있게 잘먹었습니다.,(긍정 확률 : 0.98) 긍정
MA010120220809408624,독립문설렁탕,굿,(긍정 확률 : 0.98) 긍정
MA010120220809408624,독립문설렁탕,좋아요,(긍정 확률 : 0.98) 긍정
MA010120220809408624,독립문설렁탕,ㅑ굿,(긍정 확률 : 0.98) 긍정
MA010120220809408624,독립문설렁탕,커피 무료 쿠폰도 주시고 좋아요 설렁탕 맛있네요^^,(긍정 확률 : 0.98) 긍정
MA010120220809408624,독립문설렁탕,"진짜 최악. 마감 시간 근처에 방문했기로서니 이런 운영은 처음 봅니다. 아무리 아주머니들이 운영하셔도 기본적인 서비스는 좀 배우고 하세요. 1. 밥 먹는데 마감하시면서 엄청 시끄러움 이건 참을 수 있음 2. 그래도 아직 한창 먹는 중인데 우리 테이블에 놓인 우리 물병 가져가면서 아줌마가 ""이제 물 안 드시죠?"" 하고 가져가려고 함. 빨리 물병 수거해서 정리하고 빨리 퇴근하고 싶으면 아예 가게 문을 닫아놓고 마감을 하세요 좀;; 3. 손님들 다 밥먹고 하는데 마대걸레로 바닥 청소하시고, 그럼 밥먹는 테이블 근처는 하지 마시던지 아예 발 옆에까지 와서 걸레질 함 4. 그 외에 기본적인 서비스도 최악  6000원어치 두그릇 돈 너무 아까움  별 하나도 주기 싫어요 밥이 어디로 넘어가는지 모르겠음",(긍정 확률 : 0.89) 긍정
MA010120220809408624,독립문설렁탕,굿,(긍정 확률 : 0.98) 긍정
MA010120220809408624,독립문설렁탕,"맛나고 친절하고 깨끗하고,,,",(긍정 확률 : 0.98) 긍정
MA010120220809408624,독립문설렁탕,굳,(긍정 확률 : 0.95) 긍정
MA010120220809408624,독립문설렁탕,가성비 굿,(긍정 확률 : 0.98) 긍정
MA010120220809408624,독립문설렁탕,6처넌 설렁탕,(긍정 확률 : 0.93) 긍정
MA010120220809408624,독립문설렁탕,굿,(긍정 확률 : 0.98) 긍정
MA010120220809408624,독립문설렁탕,괜찮네요 마음에 들어요,(긍정 확률 : 0.98) 긍정
MA010120220809408624,독립문설렁탕,굿,(긍정 확률 : 0.98) 긍정
MA010120220809408624,독립문설렁탕,좋아요,(긍정 확률 : 0.98) 긍정
MA010120220809408624,독립문설렁탕,친절하고 맛나고 가성비 좋아요.,(긍정 확률 : 0.98) 긍정
MA010120220809408624,독립문설렁탕,굿,(긍정 확률 : 0.98) 긍정
MA010120220809408624,독립문설렁탕,좋아요,(긍정 확률 : 0.98) 긍정
MA010120220809408624,독립문설렁탕,친절해요,(긍정 확률 : 0.98) 긍정
MA010120220809408624,독립문설렁탕,굿,(긍정 확률 : 0.98) 긍정
MA010120220809408624,독립문설렁탕,매장안이 깨끗하고 직원분이 친절합니다,(긍정 확률 : 0.98) 긍정
MA010120220809408624,독립문설렁탕,가격대비 깔끔하고 양도 적당한 혼밥 최적화 식당,(긍정 확률 : 0.98) 긍정
MA010120220809408624,독립문설렁탕,굿,(긍정 확률 : 0.98) 긍정
MA010120220809408624,독립문설렁탕,잘먹었습니다,(긍정 확률 : 0.98) 긍정
MA010120220809408624,독립문설렁탕,자주 가요,(긍정 확률 : 0.98) 긍정
MA010120220809408624,독립문설렁탕,"깨끗하고 맛나고,,, 가성비 갑!!!",(긍정 확률 : 0.98) 긍정
MA010120220809408624,독립문설렁탕,마이쩌오,(긍정 확률 : 0.94) 긍정
MA010120220809408624,독립문설렁탕,가성비갑,(긍정 확률 : 0.98) 긍정
MA010120220809408624,독립문설렁탕,굿,(긍정 확률 : 0.98) 긍정
MA010120220809408624,독립문설렁탕,좋아요,(긍정 확률 : 0.98) 긍정
MA010120220809408624,독립문설렁탕,좋아요,(긍정 확률 : 0.98) 긍정
MA010120220809408624,독립문설렁탕,좋아요,(긍정 확률 : 0.98) 긍정
MA010120220809408624,독립문설렁탕,"주변 식당이 다 브레이크타임이라 눈에 보이는델 바로 방문했는데,, 음식 나오는 속도도 엄청 빠르고 맛도 너무 좋아요 !! 👍👍 혼밥하시는 분들도 많았어요!",(긍정 확률 : 0.98) 긍정
MA010120220809408624,독립문설렁탕,ㅎㅎ,(긍정 확률 : 0.98) 긍정
MA010120220809408624,독립문설렁탕,한동안..불친절해서..이용안하다가..최근에 오랜만에 이용했는데..먼저 보다 더 불친절해서..기분이 상당이 상했음 특히 그..키큰 나이 많은아줌마..그리고 전부 다..아줌마들 정말  싸가지들이 없네요 내가옛날부터 정사장님 시절부터 형제갈비 이용했던사람인데..정말 그아중마들 때문에 가고싶지않네요 나뿐 아니라 다른사람들도 그렇다고하네요 구체적으로 예를 들면..돈먼저 받는건 좋은데무슨 경찰신문하는것처럼 고압적으로하고..팔을 잡아끌고 자리에 앉힌다던가.. 말하는것도 신경질적으로 말하고 정말 싸가지없네요 정사장님!!!!!!!김치 좀더달라니까 집어던지듯이 갖다주고..아~~~불쾌하기 짝이없어요~~~~홀에서 뭐라고 하자니 시끄러울것같아서 그냥 나왔어요 이런식으로 운영하면 그좋은 이미지 다버리겠어요 직원들 젊은애들로 물갈이,(부정 확률 : 0.83) 부정
MA010120220809408624,독립문설렁탕,굳,(긍정 확률 : 0.95) 긍정
MA010120220809408624,독립문설렁탕,맛집입니다~,(긍정 확률 : 0.98) 긍정
MA010120220809408624,독립문설렁탕,좋아요.,(긍정 확률 : 0.98) 긍정
MA010120220809408624,독립문설렁탕,친절하세요,(긍정 확률 : 0.98) 긍정
MA010120220809408624,독립문설렁탕,"맛나고 깨끗하고 친절하고,,, 가성비 갑!!!",(긍정 확률 : 0.98) 긍정
MA010120220809408624,독립문설렁탕,가격이 올라서요.,(부정 확률 : 0.87) 부정
MA010120220809408624,독립문설렁탕,괜찮았어요,(긍정 확률 : 0.98) 긍정
MA010120220809408624,독립문설렁탕,좋아요,(긍정 확률 : 0.98) 긍정
MA010120220809408624,독립문설렁탕,맛나고 친절하고 가성비 갑!!!,(긍정 확률 : 0.98) 긍정
MA010120220809408624,독립문설렁탕,귣,(긍정 확률 : 0.97) 긍정
MA010120220809408624,독립문설렁탕,맛보통. 포장시 양 많아요!!!,(긍정 확률 : 0.98) 긍정
MA010120220809408624,독립문설렁탕,맛있어요!!,(긍정 확률 : 0.98) 긍정
MA010120220809408624,독립문설렁탕,너무 불친절합니다 홀에 계시는 할머니 말씀하시는 게진짜 기분 나빠요 무슨 공짜밥 얻어먹으러 와서 구박받는 느낌이에요 주문할 때부터 화가 나서 무슨 맛으로 먹었는지 모르겠어요 6000원짜리 대우도 아니예요 그냥 주변에 있길래 생각없이 갔다가 기분만 버렸어요 다른데 가서 두배 주고 사람 취급은 받는 게 나아요 제 앞에 주문하던 사람도 기분 나빠서 그냥 나가더라고요 저는 그냥 제가 예민한가 했는데 나갔어야 했어요 화가 나서 다른 분들 후기찾아보니까 저보다 심한 대우 받으신 분도 계시더라구요 다시는 안 갑니다,(부정 확률 : 0.94) 부정
MA010120220809408624,독립문설렁탕,6천원 가성비 따지면 가도 상관은 없지만 서비스가 개거지임 ^^ 2인으로 갔는데 혼잡 하시는 사람 옆에 앉으라나  맘에 안들어서 다른 자리 달라고 하닌깐 혼자 앉아있는 다른분 다른데 보내고 앉힐려고 함 서비스개거지,(긍정 확률 : 0.92) 긍정
MA010120220809408624,독립문설렁탕,좋음 가성비 대박에 음식 빨리나옴,(긍정 확률 : 0.98) 긍정
MA010120220809408624,독립문설렁탕,조아요,(긍정 확률 : 0.97) 긍정
MA010120220809408624,독립문설렁탕,"매장은 쾌적하고 깔끔, 가성비도 좋음 다만 직원들 서비스교육이 너무 부족해보임",(긍정 확률 : 0.97) 긍정
MA010120220809408624,독립문설렁탕,불친절 끝판왕 음식그릇을 거의 던지듯이 줌. 설거지도 우당탕퉁탕임. 앉자마자 선불이라고 카드 빼앗듯이 가져감. 저렴하고 맛도 보통이지만 다시는 오고 싶지 않은 식당임  시끄럽고 기분나쁨,(부정 확률 : 0.90) 부정
MA010120220809408624,독립문설렁탕,메뉴는 세 가지 설렁탕 / 불고기 / 김치찜   카드 결제 가능 하고요 가성비 대비 오ㅏ따입니당 요즘 너무 밥 값비싸서 집밥이 그리운 자취생들에게 좋네여 ‘ !!형제 갈비에서 운영 하시는 것 같은데 좋은일 많이 하시는 것 같아요 마음이 훈훈 해집니당 ❤️‍🔥💕 그리고 드립커피 프리 쿠폰도 주네용 기단 무기한 ~정말 사랑 이네용 💙🌊🤍복 받으소서,(긍정 확률 : 0.98) 긍정
MA010120220809408624,독립문설렁탕,맛은 있는데 종업원 할머니께서 ㅜㅜ말투 친절하게해줫음좋겟네요 ㅠㅠ 맵기도 가능하나요 라고 물어봤는데  안되니까 그냥 드세요 라고하면서 툭툭 치고ㅠㅠ,(긍정 확률 : 0.96) 긍정
MA010120220809408624,독립문설렁탕,주변에 병원왔다 점심도 먹을겸 엄마랑 방문했는데 양도많고 맛도 있고 만족했습니다. 그리고 화요일날에 방문해서 집에서 먹고싶어 배달주문했습니다. 종업원분께서 당일날 배송해주신다고하셨는데 금요일인 현재까지 배송이 안오고있네요. 전화하려고했는데 전화번호도 표기되어있지않고 연락할방법이 없어 리뷰로 남깁니다.,(긍정 확률 : 0.98) 긍정
MA010120220809408624,독립문설렁탕,오늘에 방문을 했는데 한 직원분 저랑 제 친구들을 불쾌하게 만들었어요 ㅡㅡ 오늘 점심을 먹기 위해 신촌 독립문에 갔어요. 먹으면서 얘기도 나누고 있는데 갑자기 한 직원분이 제 친구의 어깨 두드리면서 조용히 하세요 이야기하면 안된다고 손짓까지 했어요. 우리 얘기하는 소리나 언성이 좀 높아서 그런가 보다 생각했는데 저희 뿐만아니라 다른 테이블에 앉은 외국분들에게도 똑같은 행동을 했어요 ㅡㅡ 제일 어이없는 게 어떤 테이블에 한국사람 두분 계셨는데 저희랑 똑같이 얘기를 하면서 식사를 하고 있어요. 근데 그 직원분이 이야기 하면 안된다는 손짓이나 말도 없었어요 ㅡㅡ;;; 코로나 시기 때문에 그럴수도 있다 생각하지만 그런 알림이나 지시를 없고 외국사람들에게만 하면 인종차별이라고 생각해도 돼요???,(긍정 확률 : 0.95) 긍정
MA010120220809408624,독립문설렁탕,가성비 짱.,(긍정 확률 : 0.98) 긍정
MA010120220809408624,독립문설렁탕,맛있고 가성비 쵝오에요~ 가시면 절대 후회안할 곳,(긍정 확률 : 0.98) 긍정
MA010120220809408624,독립문설렁탕,굿,(긍정 확률 : 0.98) 긍정
MA010120220800626353,형제갈비,맛있어요,(긍정 확률 : 0.98) 긍정
MA010120220800626353,형제갈비,음식은 맛있는데 서빙하시는 분이 비위생적인 접시를 두번이나 주셔서 기분 상하네요(물컵과 접시에 고춧가루 묻어있고 손지문이 접시중앙에 떡하니 있었음) 물도 그냥 옆테이블에 있는물 주시고  그냥 위생관념 없는분이라 생각됩니다 7000원짜리 백반먹어도 이런경우는 없었는데 기분상해갑니다,(부정 확률 : 0.82) 부정
MA010120220800626353,형제갈비,굿,(긍정 확률 : 0.98) 긍정
MA010120220800626353,형제갈비,"오늘은 좀 그렇네요. 형제갈비 고기는 늘 맛있어요. 오늘은 8번방으로 안내받았는데, 형제갈비 다니면서 오늘처럼 서버님께서 고기에 신경안써주신적은 처음이었어요. 비싸도 여기 오는 이유가 서버님들이 구워주시기때문에 일행중에 고기 굽는 사람없이 다같이 편하게 먹으려고 오는건데 이럴거면 서서갈비나 다른데 가지 여기올 이유가 없죠. 어차피 다 수입산인데요. 심지어 저희가 들어갔을때는 룸에 손님들은 많았지만 다른 테이블들은 식사가 거의 마쳐가는 상황이었는데도 처음 고기 올려주실때만 해주시고는 저희가 다 구워먹었습니다. 형제갈비 다니면서 팁안드리고 나온적은 이번이 처음이었어요.",(긍정 확률 : 0.98) 긍정
MA010120220800626353,형제갈비,😀,(긍정 확률 : 0.97) 긍정
MA010120220800626353,형제갈비,베리굿,(긍정 확률 : 0.95) 긍정
MA010120220800626353,형제갈비,굿,(긍정 확률 : 0.98) 긍정
MA010120220800626353,형제갈비,맛있어요,(긍정 확률 : 0.98) 긍정
MA010120220800626353,형제갈비,가성비가 참 좋아요!! 후식 커피쿠폰도 알차네요.,(긍정 확률 : 0.98) 긍정
MA010120220800626353,형제갈비,조아요,(긍정 확률 : 0.97) 긍정
MA010120220800626353,형제갈비,맛있어요,(긍정 확률 : 0.98) 긍정
MA010120220800626353,형제갈비,Good,(긍정 확률 : 0.98) 긍정
MA010120220800626353,형제갈비,굿,(긍정 확률 : 0.98) 긍정
MA010120220800626353,형제갈비,좋아요,(긍정 확률 : 0.98) 긍정
MA010120220800626353,형제갈비,굿,(긍정 확률 : 0.98) 긍정
MA010120220800626353,형제갈비,굿,(긍정 확률 : 0.98) 긍정
MA010120220800626353,형제갈비,굿,(긍정 확률 : 0.98) 긍정
MA010120220800626353,형제갈비,굿,(긍정 확률 : 0.98) 긍정
MA010120220800626353,형제갈비,양 많고 밥도 김치도 다 맛있어요,(긍정 확률 : 0.98) 긍정
MA010120220800626353,형제갈비,굿,(긍정 확률 : 0.98) 긍정
MA010120220800626353,형제갈비,굿,(긍정 확률 : 0.98) 긍정
MA010120220800626353,형제갈비,좋아요,(긍정 확률 : 0.98) 긍정
MA010120220800626353,형제갈비,조아요,(긍정 확률 : 0.97) 긍정
MA010120220800626353,형제갈비,굳,(긍정 확률 : 0.95) 긍정
MA010120220800626353,형제갈비,굿,(긍정 확률 : 0.98) 긍정
MA010120220800626353,형제갈비,맛있어요,(긍정 확률 : 0.98) 긍정
MA010120220800626353,형제갈비,굳,(긍정 확률 : 0.95) 긍정
MA010120220800626353,형제갈비,좋아요,(긍정 확률 : 0.98) 긍정
MA010120220800626353,형제갈비,1층은 갈비탕 / 선불이고 앉자마자 나온다  원산지는 마국산 고기가 넉넉히 나온다~ 양도 많고 맛도 좋고 친절하고 무엇보다 책임과 전통과 자부심이 맛을 더하는 삭당,(긍정 확률 : 0.98) 긍정
MA010120220800626353,형제갈비,맛있어요,(긍정 확률 : 0.98) 긍정
MA010120220800626353,형제갈비,고기 구워주시는 직원분께거 정말 친절하셨어요ㅎㅎ,(긍정 확률 : 0.98) 긍정
MA010120220800626353,형제갈비,맛있어요~,(긍정 확률 : 0.98) 긍정
MA010120220800626353,형제갈비,가성비가 좋습니다.,(긍정 확률 : 0.98) 긍정
MA010120220800626353,형제갈비,언제나 맛있어요,(긍정 확률 : 0.98) 긍정
MA010120220800626353,형제갈비,맛있게 잘 먹고 갑니다. 다만 팁을 내라고 되어 있어서 좀 당황했어요...,(긍정 확률 : 0.98) 긍정
MA010120220800626353,형제갈비,유쾌하신 이모님 덕분에 고기가 더 맛있었어요. 된장찌개도 굿이요~!,(긍정 확률 : 0.98) 긍정
MA010120220800626353,형제갈비,"자주 갔었는데.. 갈비탕 국물에서 벌레 나와서 입맛 떨어졌네요. 주변에 날아다니던게 들어갔을수도 있고, 사정이 있을 수는 있으니 그저 제가 갈비탕을 다 먹고 나오지 못한 것에 대한 사과만 받고 싶어서 말씀을 드렸는데 직원분은 사과 한마디 없이 먹다가 들어간거니까 그냥 드세요~ 하네요..ㅎㅎㅎ;;; 죄송하단 한마디만 하셨어도 굳이 네이버 리뷰까진 안썼을텐데요. 다신 안갈듯요.",(부정 확률 : 0.80) 부정
MA010120220800626353,형제갈비,갈비탕 짱!,(긍정 확률 : 0.98) 긍정
MA010120220800626353,형제갈비,맛있게 잘 먹었어요~~,(긍정 확률 : 0.98) 긍정
MA010120220800626353,형제갈비,고기도맛있고 무엇보다 직원언니가 너무친절하세요 감사하했어요,(긍정 확률 : 0.98) 긍정
MA010120220800626353,형제갈비,갈비가 잘 안뜯기구 가위를 한테이블에 하나만 주세용ㅜ,(긍정 확률 : 0.70) 긍정
MA010120220800626353,형제갈비,맛있는데 비싸네용!,(긍정 확률 : 0.98) 긍정
MA010120220800626353,형제갈비,좋아요,(긍정 확률 : 0.98) 긍정
MA010120220800626353,형제갈비,갈비탕 고기도 많고 푸짐해요,(긍정 확률 : 0.98) 긍정
MA010120220800626353,형제갈비,"생갈비 양념갈비 같이 먹으면서 처음 주문 시 밥, 찌개 요청 - 생갈비 다먹을 때쯤 나옴. 갈비 맛있고, 냉면은 이름만 평양냉면이지 그냥 간 없는, 아무 맛 안나는 면 식사 느낌. 냉면 절대비추. 테이블 9개당 직원분 한 명이 서빙 및 고기까지 구워주시느라 케어 전혀 불가능함. 직원분은 친절하시나, 너무 늦어서 식사가 뚝뚝 끊기는 느낌. 오랜만에 방문했으나 다시는 안 갈 것 같음. 테이블에 직원 팁 문구 삭제 해주세요. 그걸 보니까 더 별로에요.",(긍정 확률 : 0.97) 긍정
MA010120220800626353,형제갈비,귯,(긍정 확률 : 0.97) 긍정
MA010120220800626353,형제갈비,굿,(긍정 확률 : 0.98) 긍정
MA010120220800626353,형제갈비,가족모임왔는데 갈비가 연하고 맛있어요.. 직원분들 친절해서 좋았어요,(긍정 확률 : 0.98) 긍정
MA010120220800626353,형제갈비,청셜해요,(긍정 확률 : 0.97) 긍정
MA010120220800626353,형제갈비,굿,(긍정 확률 : 0.98) 긍정
MA010120220800626353,형제갈비,좋아요,(긍정 확률 : 0.98) 긍정
MA010120220800626353,형제갈비,굿,(긍정 확률 : 0.98) 긍정
MA010120220800626353,형제갈비,맛있어요!,(긍정 확률 : 0.98) 긍정
MA010120220800626353,형제갈비,굿,(긍정 확률 : 0.98) 긍정
MA010120220800626353,형제갈비,굿,(긍정 확률 : 0.98) 긍정
MA010120220800626353,형제갈비,굿,(긍정 확률 : 0.98) 긍정
MA010120220800626353,형제갈비,굿,(긍정 확률 : 0.98) 긍정
MA010120220800626353,형제갈비,무난해요,(긍정 확률 : 0.98) 긍정
MA010120220800626353,형제갈비,맛있어서 그 저리에서 택배 주문도 했어요. 식당에서만 주문할 수 있는 걸로 알고 있어요. 택배비도 없고 매장 가격이랑 같아서 좋네요.,(긍정 확률 : 0.98) 긍정
MA010120220800626353,형제갈비,굳,(긍정 확률 : 0.95) 긍정
MA010120220800626353,형제갈비,굳,(긍정 확률 : 0.95) 긍정
MA010120220800626353,형제갈비,굳,(긍정 확률 : 0.95) 긍정
MA010120220800626353,형제갈비,친절하세요,(긍정 확률 : 0.98) 긍정
MA010120220800626353,형제갈비,만원갈비탕 갈비도 생각보다 많고 맛있네요,(긍정 확률 : 0.98) 긍정
MA010120220800626353,형제갈비,좋아요,(긍정 확률 : 0.98) 긍정
MA010120220800626353,형제갈비,맛있어요,(긍정 확률 : 0.98) 긍정
MA010120220800626353,형제갈비,맛있어요,(긍정 확률 : 0.98) 긍정
MA010120220800626353,형제갈비,음식은 맛잇는데. 친절하지는 못해 재방문하고 싶은 생각은 안드네요.ㅠ,(긍정 확률 : 0.98) 긍정
MA010120220800626353,형제갈비,고기까지 너무나 맛있게 다 구워주셔서 아주머니께 드리는 서비스팁 하나도 아까워요,(긍정 확률 : 0.89) 긍정
MA010120220800626353,형제갈비,오랜만에 먹으니까 맛있네요!!,(긍정 확률 : 0.98) 긍정
MA010120220800626353,형제갈비,맛있어욤 :),(긍정 확률 : 0.98) 긍정
MA010120220800626353,형제갈비,갈비양도 많고 맛도 좋다고 해서 기대하고 갔는데 그 정도까지는 아니더라구요😅 그래도 서울에서 갈비탕 만원이면 나쁘지 않다고 생각합니다.,(긍정 확률 : 0.94) 긍정
MA010120220800626353,형제갈비,갈비가 진짜 연하고 맛있어요,(긍정 확률 : 0.98) 긍정
MA010120220800626353,형제갈비,ㅎ,(긍정 확률 : 0.98) 긍정
MA010120220800626353,형제갈비,좋아요,(긍정 확률 : 0.98) 긍정
MA010120220800626353,형제갈비,좋아요,(긍정 확률 : 0.98) 긍정
MA010120220800579864,정승찬임대사업,양이많아요,(긍정 확률 : 0.98) 긍정
MA010120220800633380,고바우,"갈비 구울 때 판이 다 타서 교체해달라고 했는데.. 몇점 안 남았다고 안 갈아주시고, 괜찮다면서 사징님이 구워주셨는데 다 태우고.. 그 상태로 못 먹을거 같으니까 갈아달라고 한거잖아요..? 불쾌했어요😰",(부정 확률 : 0.58) 부정
MA010120220800633380,고바우,굿,(긍정 확률 : 0.98) 긍정
MA010120220800633380,고바우,맛있어요!!!,(긍정 확률 : 0.98) 긍정
MA010120220800633380,고바우,갈때마다 음식 잘 만들어주셔서 감사드립니다~!,(긍정 확률 : 0.98) 긍정
MA010120220800633380,고바우,가성비 집,(긍정 확률 : 0.98) 긍정
MA010120220800599837,복성각,여기불밥 맛집이요,(긍정 확률 : 0.98) 긍정
MA010120220800599837,복성각,맛있어요,(긍정 확률 : 0.98) 긍정
MA010120220800599837,복성각,곱창짬뽕 맛있어요! 짜장면도 맛있구요,(긍정 확률 : 0.98) 긍정
MA010120220800599837,복성각,좋아요,(긍정 확률 : 0.98) 긍정
MA010120220800599837,복성각,짱,(긍정 확률 : 0.98) 긍정
MA010120220800599837,복성각,좋아요,(긍정 확률 : 0.98) 긍정
MA010120220800599837,복성각,티맵에 주차가능이라는 건 삭제하자,(부정 확률 : 0.95) 부정
MA010120220800599837,복성각,비오는 날은 꼭 짬뽕을 먹어요,(긍정 확률 : 0.94) 긍정
MA010120220800599837,복성각,굿,(긍정 확률 : 0.98) 긍정
MA010120220800599837,복성각,소갈비짬뽕? 국물이 진해서 맛있습니다. 술안주로 최고. 유린기도 맛있더라구요. 괜히 오래된 맛집이 아닌듯,(긍정 확률 : 0.98) 긍정
MA010120220800599837,복성각,모임 장소로 좋습니다. 음식이 전반적으로 맛있네요. 특히 칠리새우 새우의 익힘정도가 예술입니다. 아주 맛있게 먹었어요.,(긍정 확률 : 0.98) 긍정
MA010120220800599837,복성각,좋습니다,(긍정 확률 : 0.98) 긍정
MA010120220800599837,복성각,굿,(긍정 확률 : 0.98) 긍정
MA010120220800599837,복성각,역시 복성각 탕수육은 최고입니다!,(긍정 확률 : 0.98) 긍정
MA010120220800599837,복성각,맛있게 잘 먹었어요!,(긍정 확률 : 0.98) 긍정
MA010120220800599837,복성각,짬뽕 맛있어요,(긍정 확률 : 0.98) 긍정
MA010120220800599837,복성각,음식은 쏘쏘 ㅎㅎ 단체 모임하기 좋아요 ㅎㅎ,(긍정 확률 : 0.98) 긍정
MA010120220800599837,복성각,굿,(긍정 확률 : 0.98) 긍정
