상가업소번호,가게명,리뷰,evaluation
MA010120220806923282,봉추찜닭 신촌점,.,(긍정 확률 : 0.96) 긍정
MA010120220806923282,봉추찜닭 신촌점,좋아요,(긍정 확률 : 0.98) 긍정
MA010120220806923282,봉추찜닭 신촌점,맛있어요^^,(긍정 확률 : 0.98) 긍정
MA010120220806923282,봉추찜닭 신촌점,친절해요,(긍정 확률 : 0.98) 긍정
MA010120220806923282,봉추찜닭 신촌점,굿,(긍정 확률 : 0.98) 긍정
MA010120220806923282,봉추찜닭 신촌점,ㅎㅎ,(긍정 확률 : 0.98) 긍정
MA010120220801336301,제주돈1848,친절도가 너무 낮아요,(부정 확률 : 0.95) 부정
MA010120220801336301,제주돈1848,넘 맛있어요.,(긍정 확률 : 0.98) 긍정
MA010120220801336301,제주돈1848,맛있어요 불이 쎄여,(긍정 확률 : 0.98) 긍정
MA010120220801336301,제주돈1848,고기가 상당히 맛있어요 맛집,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,마제소바에 돈까스 구성 너무 좋네요 미니 돈까스인데도 퀄이 좋아요,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,진짜 다 너무 맛있어요 기본 이상이에요 특히 떡이 존맛!!!!,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,신촌점은 처음 먹어봤는데 매장도 넓고 맛있습니다 !!! 역시 백소정이 최고인거같습니다 😎,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,너무 맛있어요!,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,마제소바 돈까스 구성 미쳤어!,(긍정 확률 : 0.97) 긍정
MA0101202301A0105088,백소정 신촌점,구성이 너무좋아요~!!! 😍 맛도최고,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,냉소바랑 돈카츠 세트 넘 맛있어용!,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,마제소바 처음 먹어봤는데 너무 맛있어요!!👍👍,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,역시 백소정이에요 맛있게 먹었습니다ㅎㅎ,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,너무 맛있었어요! 다른 메뉴 먹으러 또 올 것 같아욤😀,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,너무 맛있어요 !! 양도 많고 매장이 청결해서 안심하고 먹었어요 !! 굳 !!,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,너무맛잇어용,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,마제소바 진짜 맛있었어요!! 새우튀김도 존맛탱~다음에 또 방문의사 있습니다😊,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,음식도 금방 나오고 좋아요,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,검색해서 왔는데 맛있어요,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,깔끔 친절 좋아요 🌿🌿🌿🫶🏻,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,매장도 넓고 깨끗하고 음식도 넘 맛있오요!! 추천합니다!!!,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,너무 맛있고 식당 깨끗하고 깔끔해서 좋네요,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,신촌에 새로 생겨서 와봤어요 메뉴도 다양하고 매장이커서 단체모임하기도좋을 거 같아요~,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,돈가스 너무 맛있어용 신촌동 맛집 리스트에 추가할게용!!,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,마제소바 너무 맛있오요!!!,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,아주 맛있을거 같아용 ! 또올거랍니다😆,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,신촌에 보기드문 맛집을 찾았네요 레전드레전드~~,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,고려대 앞에서 자주 먹었었는데 신촌에 생겨서 너무 좋아요!,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,맛도 좋고 위치도 좋습니다 👍🏻👍🏻👍🏻,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,점심도 백소정 저녁도 백소정  너무 맛있어요!! 카츠랑 소바 잘어울림,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,친구는 냉소바 저는 자루소바  진짜 너무 맛있어요 매번 오지만,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,간만에 마제소바가 땡겨서 왔는데 다시 먹어도 맛있는 백소정 리스펙트👍👍,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,오꼬노미카츠는 진짜 맛잇어요!!  너무 맛있어서 집에서 해먹어봤는데 그맛이 안남 ㅠㅠ 원조는달라,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,맛있게 잘먹었어요,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,음식이 아주 훌륭하고 매장도 깨끗해요. 신촌오면 꼭 들리면 좋을듯 합니다.,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,여러번 갔는데 점점 별로..,(부정 확률 : 0.95) 부정
MA0101202301A0105088,백소정 신촌점,알바분들이 친절해서 좋아요,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,튀김도 맛있는데 마제소바도 맛있어요 돈까스 추천이요!,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,맛있게 잘 먹었어요!,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,양도 많고 맛있었어요:) 웨이팅 맛집~!!,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,매장 넓고 깨끗해요ㅎㅎㅎ 맛있습니당👍👍,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,마제소바 맛집이에요!! 후식으로 주는 가래떡도 맛있어요!!,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,돈까스 육질 대박이네요!! 마제소바는 처음 먹어봤는데 맛있어요. 매장이 보기보다 넓어서 혼밥하기도 매우 편합니다.,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,맛있어요!,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,맛있어요!!🥰🥰,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,사진이 이상하게 추가가 안 되네여.. ㅠㅜ 암튼 너무 맛있는 식사가 될 것 같습니다 !! 새로 오픈해서 왔는데 대박나세요 😊😊😊,(긍정 확률 : 0.97) 긍정
MA0101202301A0105088,백소정 신촌점,처음 왔는데 분위기가 좋아요,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,생고기로 만든 돈까스 맛있어요 엄마가 해주시던 그 맛!!!  냉소바는 시원하고 감칠맛나네요~~ 맛있게 잘 먹고 가요,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,두번째 방문이에요! 진짜 맛있습니다!,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,마제소바+돈까스 먹었는데 맛있어요 돈까스도 두툼하고 떡도 맛있었네요ㅎㅎ,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,세번째 방문인데 정말 맛있고 깔끔해요! 메뉴도 금방 나와서 정말 좋아요,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,맛있어용!-!-!,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,맛있어요! 다음에 친구들한테 소개해주고싶어요,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,간만에 오꼬노미카츠 먹었는데  너무 맛있어요! 카츠가 이렇게 맛있는 곳은 백소정 밖에 없네용,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,아주 맛있습니다!,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,마제소바 최고입니다! 너무 맛있고 재료도 신선합니다 ㅎㅎ 다음에 또 오려구요💜,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,마제소바 맛집!,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,맛있고 청결해요! 처음 왔는데 만족해서 올 예정입니다! 소바 정말 맛있어요!,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,친구따라 왔는데 돈까스 고기가 정말 부드럽고 맛있어요!!  잘 왔당,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,소바 맛있어요~~~,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,넘 맛있어요~~ 다음에 또 방문하고 싶어요 ㅎㅎ,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,맛있게 잘 먹을게용~~,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,냄새부터 비주얼까지👍🏻너무 좋습니다,(긍정 확률 : 0.97) 긍정
MA0101202301A0105088,백소정 신촌점,너무 맛있어요!,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,마세소바도 너무 맛있고 돈까스도 엄청 부드러워서 맛있어요!! 딱 한끼 식사하기 너무 좋아요!,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,음식양 많고 친절하고 맛있어요,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,오늘 처음 비벼먹는 라멘 먹어 봤는데 너무 맜있네요!! 돈카츠도 맛있습니다!!,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,인테리어가 아늑하고 깔끔해요 가족 외식하러 나왔어요 치즈돈가스 치즈가 엄청 많아 대만족입니다,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,너무 맛있어용 냠냠냠냠냠냠냠,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,맛있어요. 앞으로 자쥬 올게용 ㅎㅎㅎㅎ,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,왕맛있어용 오꼬노미야키 돈까스,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,가성비는 별로지만 새우튀김 정말 맛있었고 마제소바도괜찮았지만 제 스타일은 아니었습니다 ㅎㅎ,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,맛있어요!,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,맛있어요 🫠,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,다같이 먹기 너무 좋고 맛있어요,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,백소정 신촌점에 처음 와봤는데요 마제소바도 맛있고 무엇보다 매장이 넓고 청결해서 좋아요 직원분들도 친절하구요 마제소바도 특이해서 괜찮았고 돈카츠도 두툼하고 맛있어요,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,맛있어요!!!!!!,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,음식이 전체적으로 맛있어요,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,맛있어요!!!!!!,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,소바도 궁금해지는 맛이에요 ㅎㅎ,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,매장이 깔끔하고 맛있어요 직원분들도 친절해서 나중에 또 올듯해요,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,신촌에 백소정이 생겨서 처음 와봤는데 가성비도 좋고 맛있어요,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,음식도 엄청 빨리 나오고 마제소바는 약간 매콤해서 더 맛있어요!!,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,새로 오픈했는데 깨끗해요!,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,마싯어요!!,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,"직원분들이 친절했고 테이블에 주문태블릿에 카드기까지 연결되어 있는게 신기했고 음식나오는 속도, 음식 맛 다 좋았습니다!! 양도 많았어요!!",(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,나만의 맛집 진짜 많이 유명해져서 점심때 손님 엄청 많네요,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,냉소바에비텐 너무 맛있어서 미쳐버릴껏만 같아요!!,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,어묵우동 진짜 간적당하이 해장되고 맛있어요  돈카츠도,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,에비텐에 카레 한번 찍어서 먹으면 눈물남..,(긍정 확률 : 0.76) 긍정
MA0101202301A0105088,백소정 신촌점,신촌에 오면 꼭 백소정 먹어보고 가야될듯  너무 맛있음 돈카츠가 이렇게 맛있으면 안되는데,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,창전동에서 혼밥해야될때는 무조건 백소정으로 고고씽,(긍정 확률 : 0.91) 긍정
MA0101202301A0105088,백소정 신촌점,믿고 먹는 백소정입니다!! 웨이팅과 맛이 이를 증명하고 있어요 ㅎㅎ,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,맛있고 양도 많아요 에비텐 엄청 바삭해요,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,인테리어 너무 깔끔하고 메뉴들도 다 취향저격이에요..✨,(긍정 확률 : 0.91) 긍정
MA0101202301A0105088,백소정 신촌점,매장도 넓고 음식도 깰꼼,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,맛잇어요,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,맛있어요,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,처음 와봤는데 매장 외부부터 너무 깔끔하고 내부도 인테리어가 너무 예뻐요 :) 무엇보다 음식이 너무 맛있어서 다음에 또 와서 다른 메뉴 먹어볼게요~!,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,연대앞 맛있는 돈까스! 또 방문할거예요,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,☆☆☆☆☆,(긍정 확률 : 0.97) 긍정
MA0101202301A0105088,백소정 신촌점,등심카츠 먹으면서 저녁은 이렇게 마무리를~~~ㅎㅎ,(긍정 확률 : 0.96) 긍정
MA0101202301A0105088,백소정 신촌점,마제소바와 돈카츠 깔끔한 메뉴구성과 맛 두가지를 사로잡음,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,맛있게 잘 먹고 갑니당,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,좋아요,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,직원분들 친절하고 양많고 맛있는 맛집!!,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,재료가 엄청 신선하고 치즈가 쫘악 잘늘어나네요 이태리에서 공수해온건가 맛있구오,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,신촌 가면 한번씩 먹어봐야 되는 맛집이에요 백소정 카츠 진짜 맛있어요,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,친구가 에비텐하나 목어보더니 맛있다고 다뺏어먹네요 저는 친구꺼 카레 뺏어서 2그릇 다먹음 ㅋㅋ,(긍정 확률 : 0.77) 긍정
MA0101202301A0105088,백소정 신촌점,마제소바랑 돈카츠 환상의 꿀조합!,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,카츠 진짜 맛있네요  출장 왔다가 맛있게 먹고갑니다,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,깔끔하고 혼밥하기 좋아요,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,치즈카츠와 마제소바 돈카츠 먹으니 배부르고 가성비있고 주머니 가벼워도 좋앙,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,저희 팀 회식했어요 냉소바 치즈카츠 마제소바 골고루 다 시켜먹었어여 한번에 맛을 다 봤으니 자주 오는 단골 될게요,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,두번째 방문! 맛있어요!,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,등심카츠 두툼한 고기에 깨끗한 기름으로 튀긴 튀김옷에 소스 찍으면 환상,(긍정 확률 : 0.97) 긍정
MA0101202301A0105088,백소정 신촌점,너무 맛있어요 !!!!ꯁꯁꯁ,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,웨이팅이 있긴한데 주문 먼저 받아서 편해요. 든든하기 밥먹이 좋으아요. 맛있어요,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,많이 맛있어요 ^^,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,최근에 먹은 돈까스 중 최고였어요 기름에 튀긴 것이 이렇게 깔끔할 수 있다니! 마제소바도 아주 맛있었습니다 마지막 남은 소스에 밥까지 야무지게 비벼서 맛있게 먹었어요 온 가족이 흡족하게 먹었네요,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,너무 맛있어요 이 동네에서 제일 맛있네요!,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,맛있습니다!!!,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,지나가다 궁금해서 처음 와봤는데 깔끔하고 맛있어요! 자주 올 것 같아용,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,존맛이에요!!!,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,마제소바 돈카츠 세트는 제가 제일좋으하는 메뉴에요 정말 배부르게 잘먹었어요,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,등심카츠 두툼하고 노린내안나고 좋네요 맛있습니다 만족,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,돈카츠는 기본으로 다 딸린 세트메뉴를 한개씩 다시켰네요 사장님이 그래도 잘 만들어주셔서 맛있게 잘 먹었어요~~,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,맛있어요 에비텐어묵우동과 돈카츠 ㅋㅋㅋㅋ친구는 머쉬룸포크카레 ㅎ,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,돈카츠에 냉소바 이것이 우리가 계속 먹어본 익숙한 맛의 향연 너무 좋아요,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,가성비 최고의 맛집 백소정 크..이맛에 여기 오죠 모듬카츠가 맛있어요 소스 찍어먹으면 환장함,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,오꼬노미카츠 이거다!!!!!!이게 내꺼다!!!!!!마싯다!!!!!!,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,치즈카츠 맛좋네요 등심카츠가 최애메뉴에요 좋아요!!,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,세트메뉴 좋아요.. 재료 신선하고 맛도 좋네요.. 매장 넓고 깨끗하고 좋아요~,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,매장도 청결하고 직원 친절해요. 음식은 깔끔하고 다양해서 너무 좋았어요. 짱 맛있어요.,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,너무 맛있어요~~,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,맛있어요!!,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,점심에 대기가 있었지만 홀이 넓어서 금방들어왔어요 매장도 깔끔하고 여러메뉴 모두 먹어보고 싶네요,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,테이블마다 키오스크가 있어서 메뉴 정하기가 편했어요,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,역시 백소정 정말 맛있어요,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,맛있어요,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,"추천받아서 왔는데,음식도 맛있고 인테리어도 너무 만족스럽습니다",(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,맛있어요~~!!~~~!!,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,맛있어요!,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,깔끔하고 메뉴도 다양해요 ! 맛있어요 🥰,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,백소정 너무 좋아요!!! 원래 좋아하는데 신촌에 생겨서 증맬 행복합니다:) 맛도있고 종류도 많아요!! 일식 좋아하시면 너무 좋아할듯합니다!!:) 인테리어도 이쁘고 반찬도 맛있습니당!,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,너무 맛있고 정갈하고 좋네요!,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,너무 맛있어요!,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,맛있어요,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,하얀모자 쓰신 직원분이 친절하시네요^~^ 음식도 맛있어보이고 나중에 또 올게요 ㅎㅎ,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,고기 질 좋고 맛있어요 치돈 마제소바 둘 다 추천!,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,맛있어요!!,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,오꼬노미를 좋아하는데요 돈까스와 콜라보라니~너무 맛있고 추천합니다!!! 키오스크로 주문이라 편하게 주문 가능요!!! 깨끗하고 인테리어도 예뻐요!!!,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,맛았어요,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,개존맛,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,음식이 너무 맛있어용 또 올래요🥹🥰,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,맛있어요!!! 근데 카라이 마제소바는 좀 많이 매우니 유의하세요😋 연유떡이랑 흑임자 샐러드가 진짜 맛있네요 ㅎ ㅡ ㅎ,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,음식도 생각보다 빨리나오고 친절해서 좋아요!,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,점심시간에 갔는데 회전율도 빠르고 구성도 알차서 매우 만족했습니다!,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,마제소바에 밥비벼먹으니 넘 맛있네요!,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,마제소바 처음 먹어보는데 진짜 맛있어요,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,맛있어요!,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,냉소바랑 돈까스 둘다 맛잇어요~!!,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,체다치즈 워낙 좋아하는데 체다치즈까스는 첨봐요! 너무 맛있게 잘먹었습니다!,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,매장이 깔끔하고 메뉴 구성이 좋아요!,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,맛있어요~!,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,돈까스랑 마제소바 진짜 맛있고 깔끔합니다,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,완전 맛있어요.,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,처음 와본 곳이라 기대되네요!,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,맛있엉ㅅ,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,"맛있어요!!!! 세트 구성도 좋고, 마제소바랑 온면, 돈까스까지 전부 잘 먹었습니다~",(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,맛있어요,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,직원분께 추천해주신 메뉴인데 소바가 꾸덕하니 맛있고 기름도 깨끗한가 쓰시는지 기름냄새 하나도 안나고 촉촉하니 맛있어요!,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,음식도 맛있고. 식당인테니어도 깨끗해요. 친절하시구요,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,맛있어유 새로생겨서 와봤는데 너무 좋아요,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,처음 방문인데 매장이 청결하고 음식도 맛있어서 좋습니다.,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,너무 맛있어요♡♡,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,처음 왔는데 맛있어요!!,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,재료가 신선하고 맛있어요♡,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,마제소바 기대 두근 돈까스는 맛이,(긍정 확률 : 0.96) 긍정
MA0101202301A0105088,백소정 신촌점,맛집이라고 해서 방문하게되었는데  인테리어도 좋고 맛도 좋았습니다  친절도 하세요~~ ❤️,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,양 많고 맛있어요 ㅎㅎ 가게도 깨끗하고 화장실도 깔끔!,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,친구가 추천해줘서 왔는데 메뉴 구성에 가격부터 청결도까지 너무 만족스러워요!! 앞으로 자주 오겠습니다!!❤️,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,맛있어용,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,마제소바 너무 맛있네요 :-) 자주 올게요 ❤️,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,너무너무 맛있어요 대만족입니다!!!!,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,마제소바 맛있어요,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,음식이 맛있고 매장도 깔끔하네요 💗 또 올게요,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,음식이 너무 맛있고 공간도 넓은데 햇빛도 잘 들어서 분위기도 좋아요🫶,(긍정 확률 : 0.98) 긍정
MA0101202301A0105088,백소정 신촌점,맛있어염 재방문의사 100%,(긍정 확률 : 0.98) 긍정
