상가업소번호,가게명,리뷰,evaluation,sentiment,persent
MA010120220811199992,청수정,.홍합밥이 특별했어요.,(긍정 확률 : 0.96) 긍정,긍정,0.96
MA010120220811199992,청수정,줄서고 먹는 의미를 모르겠어요,(부정 확률 : 0.87) 부정,부정,0.87
MA010120220811199992,청수정,맛있어욥ᆢ줄서는거 용서됩니다,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220811199992,청수정,맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220811199992,청수정,맛있어요 ^^최고,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220811199992,청수정,안국역 1번출구 열린송현 산책하고 지난번에 못 먹은 홍합밥 먹으러 재도전!! 너무 서둘렀나 브레이크 타임에 걸려 40분 줄서서 기다리고 드뎌 3번째로 입장 홍합정식도 있지만 우린 1인1 홍합비빔밥에  오징어볶음 추가~~^^ 고소한 홍합밥을 나물에 비벼서 오이무침이랑 먹으니 너무 맛있네요 오징어볶음도 탁월한 선택^^ 식은 된장국이 조금 아쉬웠어요 우리도 뚝배기 된장찌개 먹고싶어요 추가가 될까요?,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220811199992,청수정,"특별한메뉴+인기 있는 식당이라고 들었어요. 흠,, 왜 유명한지 약간 의아했어요. 오픈 전부터 줄이 서있었지만 바로 들어가서 오래 기다리지는 않았어요. 반찬먼저 나오고 밥은 한참뒤에 나오더라구요 좌식이고 뒷사람이랑 등이 닿을 듯 좁아요 정식치고 푸짐하거나 정갈한지 모르겠어요 가격만큼의 만족감이 없었네요",(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220811199992,청수정,좋아요,(긍정 확률 : 0.95) 긍정,긍정,0.95
MA010120220811199992,청수정,굿,(긍정 확률 : 0.94) 긍정,긍정,0.94
MA010120220811199992,청수정,매장이좁아요,(부정 확률 : 0.92) 부정,부정,0.92
MA010120220811199992,청수정,줄서서기다린보람 있게 맛있어요~^^,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220811199992,청수정,굿,(긍정 확률 : 0.94) 긍정,긍정,0.94
MA010120220811199992,청수정,굿,(긍정 확률 : 0.94) 긍정,긍정,0.94
MA010120220811199992,청수정,여기는 홍합밥이 다했음. 밑반찬은 보통 식당 밑반찬정도라 특별한게없어서 정식은 비싼편임. 홍합밥이 제일 맛있고 낙지젓이랑 비벼서 드시길 추천. 이럴바엔 비빔밥이 가성비좋음,(긍정 확률 : 0.97) 긍정,긍정,0.97
MA010120220811199992,청수정,단기간 개장한 경복궁 집옥재에서 분위기 잡아보고 출출하여 찾아간 청수정 홍합비빔밥이 맛있었어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220811199992,청수정,홍합비빔밥이 맛있어요,(긍정 확률 : 0.94) 긍정,긍정,0.94
MA010120220811199992,청수정,한시간 기다려서 갈 정도는 절대 아님. 10분 기다릴 정도면 가도된다 생각. 아주 특별한 맛 없고 홍합비빔밥만 먹기 아쉬워서 오징어볶음도 먹었는데 이건 진짜 돈 버렸다 생각ㅠ 기다린게 아까워시킨거였음. 삼청동 갈때마다 줄이 길어 궁금했었는데 다시는 안갈듯. 한번이면 충분하고 다른 맛집들 투어하겠음. 밑반찬이 젤 맛났고 특별할거 없음.,(부정 확률 : 0.92) 부정,부정,0.92
MA010120220811199992,청수정,홍합밥 맛있어요,(긍정 확률 : 0.93) 긍정,긍정,0.93
MA010120220811199992,청수정,주말 점심 때라 그런건지 웨이팅1시간ㅠㅠㅠ 웨이팅 리스트도 없이 하염없이가게앞에 서서 기다려야 하는 시스템이 많이 아쉬웠어요.가게 옆 먼지투성이 조화 화분 대신 긴의자를 놓아도 8명 정도는 충분히앉을 것 같은데 주고객이 어르신들인 점을 감안해보면 고객에 대한 배려가 부족해 보입니다. 음식은 일반적인 한식 정도입니다.반찬의 수준은 보통이나 홍합밥은 참기름 냄새가 솔솔 나는게 좋았어요. 재방문 의사는 없고(서서 1시간은 너무 힘드네요ㅠ)... 꼭 가신다면 식사시간은 반드시 피하시길!!,(부정 확률 : 0.94) 부정,부정,0.94
MA010120220811199992,청수정,좋아요,(긍정 확률 : 0.95) 긍정,긍정,0.95
MA010120220811199992,청수정,맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220811199992,청수정,홍합밥정식 맛있어요,(긍정 확률 : 0.93) 긍정,긍정,0.93
MA010120220811199992,청수정,재료소진으로 못먹어보다가 드뎌 오늘 홍합비빔밥 성공했네요 저염 음식답게 심심해서  곁들여 나온 반찬이랑 먹음 딱좋아요,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220811199992,청수정,홍합밥이 맛있어요..반찬은 좀 내 입에는 짜긴했는데 반찬류가 다양해서 좋았어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220811199992,청수정,맛있어요 ㅎ,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220811199992,청수정,좋,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220811199992,청수정,굿,(긍정 확률 : 0.94) 긍정,긍정,0.94
MA010120220811199992,청수정,잘 먹었습니다 :),(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220811199992,청수정,좋아요,(긍정 확률 : 0.95) 긍정,긍정,0.95
MA010120220811199992,청수정,좋아요,(긍정 확률 : 0.95) 긍정,긍정,0.95
MA010120220811199992,청수정,굿,(긍정 확률 : 0.94) 긍정,긍정,0.94
MA010120220811199992,청수정,30분도 넘게 줄서서 기다려 먹은 보람 있어요. 홍합밥이 좀 부드러웠으면 좋았겠지만 반찬이 맛있어요.,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220811199992,청수정,맛없어요,(부정 확률 : 0.92) 부정,부정,0.92
MA010120220811199992,청수정,홍합비빔밥 맛나게 먹었어요~파전은 별로 맛이 없음요.,(부정 확률 : 0.52) 부정,부정,0.52
MA010120220811199992,청수정,"홍합밥정식, 딱히 특별한 건 없고 무난 평범. 반찬 가짓수는 많은데 그냥 백반 같은 저렴한 반찬 느낌. 가성비가 좋은 느낌은 아니었어요. 그냥 집밥 같은 맛이 먹고싶을때는 나쁘지않을 것 같습니다. 재방문은 글쎄?",(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220811199992,청수정,1시간동안 줄 서서 기다리고 들어갔는데 정말 실망이네요 홍합밥에 홍합도 조금 들어있는 반면 너무 비리고 밥도 기름 범벅이네요 ㅋ 테이블은 안닦았는지 물티슈로 닦으니 검게 뭍어나오고 최악입니다  매장안에 냄새도 퀴퀴하고 이런식당 줄서서 먹은 시간과 돈이 아깝네요  특히 음식중에 파전은 애들 장난치는것도 아니고 실파 몇개 얹어놓고 해물파전이랍시고 해물은 몇개 넣어놓고 끝이네요 ㅋ 거의 밀가루파전이라 해도 될만큼 정말 별로였어요  광고에 속지마세요 다시는 갈일도 없지만 공짜로 먹으라해도 안먹어요 ㅎ,(부정 확률 : 0.97) 부정,부정,0.97
MA010120220811199992,청수정,19000원에 정식은 그 동네에서 가성비 좋음. 그러나 맛은 큰 기대는 말 것. 해물파전은 파 몇 줄기와 해물 너덧 개가 전부라서 실망함.,(부정 확률 : 0.67) 부정,부정,0.67
MA010120220811199992,청수정,좋아요,(긍정 확률 : 0.95) 긍정,긍정,0.95
MA010120220811199992,청수정,두번은 안갈것같아요. 가격대비 푸짐하지도 않구...  화장실도 아쉽,(긍정 확률 : 0.76) 긍정,긍정,0.76
MA010120220811199992,청수정,굿,(긍정 확률 : 0.94) 긍정,긍정,0.94
MA010120220811199992,청수정,굿,(긍정 확률 : 0.94) 긍정,긍정,0.94
MA010120220811199992,청수정,좋아요,(긍정 확률 : 0.95) 긍정,긍정,0.95
MA010120220811199992,청수정,진~~~~짜 오랜만에 방문. 더 맛있어진 홍합밥. 여기는 조만간 다시 갈 듯.,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220811199992,청수정,한시간가까이 기다리다 들어간곳 맛집이라길래 가격대비 와전 실망 홍합밥은 맛있었지만 찬은 먹은것이 없네요,(부정 확률 : 0.95) 부정,부정,0.95
MA010120220811199992,청수정,굿,(긍정 확률 : 0.94) 긍정,긍정,0.94
MA010120220811199992,청수정,대기줄이 길어요,(긍정 확률 : 0.73) 긍정,긍정,0.73
MA010120220811199992,청수정,홍합밥 맛있어요  밑반찬도 특별하진 않지만 다 먹었네요  웨이팅 있습니다,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220811199992,청수정,굿,(긍정 확률 : 0.94) 긍정,긍정,0.94
MA010120220811199992,청수정,홍합비빔밥 간도 적당하고 맛있어요.^^,(긍정 확률 : 0.96) 긍정,긍정,0.96
MA010120220811199992,청수정,정갈한 한식 맛이 좋네요 외국인도 많고 줄서는 곳,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220811199992,청수정,굿,(긍정 확률 : 0.94) 긍정,긍정,0.94
MA010120220811199992,청수정,조아요,(긍정 확률 : 0.90) 긍정,긍정,0.90
MA010120220811199992,청수정,기다리다 먹었는데 홍합밥 너무 맛있어요 한정식 먹었는데 반찬도 다 맛있구요 강추요,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220811199992,청수정,의외로 맛잇네요 파전도 추천합니다 아들로 추정되는 남자2뷴은 좀 무뚝뚝한 편,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220811199992,청수정,웨이팅이 길다길다해서 오픈시간에 갔는데 웨이팅 명성에 비해 파전도 파와 해물의 양도 너무 부실하고 홍합밥도 고슬하지않고 네명모두 부실하다는 평이었어서 아쉬웠어요.,(부정 확률 : 0.96) 부정,부정,0.96
MA010120220811199992,청수정,홍합밥이 특이한데 간도 잘 맞고 홍합도 맛있음. 다른 반찬은 그닥 새롭지 않으나 먹을만함. 수저통 수저마다 얼룩이 묻어있어 물티슈로 닦고 먹음. 초심을 잃은 것 같아 안타까움. 나와서 길을 걸으니 가격 저렴하고 비슷한 식당들이 많음. 이번이 처음이자 마지막 방문일 듯...,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220811199992,청수정,쏘쏘,(긍정 확률 : 0.75) 긍정,긍정,0.75
MA010120220811199992,청수정,3명-홍합밥정식 2인분. 오징어볶음  느므 맛있어요,(긍정 확률 : 0.96) 긍정,긍정,0.96
MA010120220811199992,청수정,굿,(긍정 확률 : 0.94) 긍정,긍정,0.94
MA010120220811476208,가례원,친구랑 라면 한그릇씩 시키고 도란도란 먹었어요 :) 추운 겨울 따뜻한 분식집 그 감성!,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220811476208,가례원,맛은 소소  가격에 비해서는 별로예요,(부정 확률 : 0.95) 부정,부정,0.95
MA010120220811476208,가례원,숙소 근처에 있는 예쁜 김밥집. 김밥과 우동으로 저녁을 먹었는데 배부르게 잘 먹었습니다. 가게가 예쁘게 꾸며져 있어서 볼것 있는 김밥집입니다.,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220811476208,가례원,굿,(긍정 확률 : 0.94) 긍정,긍정,0.94
MA010120220811476208,가례원,아담한데 예뻐요 나오는 시간이 길어서 쫌 그래요,(긍정 확률 : 0.94) 긍정,긍정,0.94
MA010120220811476208,가례원,친절하고 맛있어요,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220811476208,가례원,김밥 맛나요,(긍정 확률 : 0.91) 긍정,긍정,0.91
MA010120220811476208,가례원,너무 예쁘게 세팅해 주시고 맛도 좋아요,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220811476208,가례원,야외테라스에 떨어진 낙엽이 너무 예뻐서 들어갔는데 김밥맛집이었네요. 올가을 최고의뷰!!  다들 이곳앞에서 사진을 많이 찍으시더라구요. 김밥안에 튀김가루 같은게 들어있는데 제주도의 오는정김밥과 식감이 비슷하고 넘넘 맛있어요! 뷰도 좋지만 김밥이 생각나서 또 갈거 같아요.,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220811476208,가례원,정말.. 갈곳이 없어서 들어갔는데 그냥 나왔어야 했어요.. 가격대비 진짜 별로고 우동은 면이 하나도 안익어서 딱딱했고 미소라멘은 뭐.. 넣다 말았는지 맛이 안나구요 해물라면은 건더기가 하나도 없어요 시간만 엄청 걸리고 퀄리티는 완전 별로네요,(긍정 확률 : 0.82) 긍정,긍정,0.82
MA010120220811476208,가례원,좋아요,(긍정 확률 : 0.95) 긍정,긍정,0.95
MA010120220811476208,가례원,"공휴일 점심시간에 가서 오래 기다리기는 했지만, 다행히 안에 자리도 있었고, 이모따라 경북궁 갔던 어린 조카들도 군말 없이 잘 기다려 주었어요. 나중에 잡채를 먼저 내어주시는 중년 여성분이 제 조카들에게 너무 오래 기다리게 했지? 배고프겠다. 더 맛있게 해 줄께~ 라고 말씀해 주신 것만으로도 배고픔이 잊혀질 거 같은 따스함이였습니다.  정성스럽고 맛있는 식사 감사합니다.",(긍정 확률 : 0.67) 긍정,긍정,0.67
MA010120220811476208,가례원,가로수 길이 예쁜 특별한 김밥집~~,(긍정 확률 : 0.97) 긍정,긍정,0.97
MA010120220811476208,가례원,요즘 날씨가 좋아 야외에서 식사하기에 참 좋습니다.,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220811476208,가례원,.,(긍정 확률 : 0.84) 긍정,긍정,0.84
MA010120220811476208,가례원,굿,(긍정 확률 : 0.94) 긍정,긍정,0.94
MA010120220811476208,가례원,굿,(긍정 확률 : 0.94) 긍정,긍정,0.94
MA010120220811476208,가례원,삼청동은 아이랑 단둘이 먹을 곳 고르기가 참 어렵네요. 계획없이 들어갔는데 편안했어요.,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220811476208,가례원,"진짜 맛있긴해요 ㅋㅋ 김밥계의 에르메스 같은,, 양이 비해선 가격이 비쌌어요 ㅎㅎ  그래도 한번씩 생각날거같아요~",(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220811476208,가례원,굿,(긍정 확률 : 0.94) 긍정,긍정,0.94
MA010120220811476208,가례원,깊은가을날 삼청동 골목길  오랜만에 친구와함께 소소하게 즐기며..,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220811476208,가례원,너무~~~~~~~~오래걸려요~~~~~~ 너무불친절해요 20분 걸리신다고 했는데 40분째 기다리고 있고 30분이라고 말씀하셨다고 적반하장이세요 40분째 기다리고 있다는데 ㅎ.ㅎ 20분이라고 말씀하셨다고 하니 아 어쨌든~~이러시는데 ㅋㅋㅋㅋㅋ 환불했고 다신 안 가요 왜 기다린건 저희고 저희보다 늦게 오신 분들이 더 먼저 받으시는데 짜증들을 내시는지..,(부정 확률 : 0.97) 부정,부정,0.97
MA010120220811476208,가례원,고급스러운 김밥집이어서 특색 있었어요,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220811476208,가례원,굿,(긍정 확률 : 0.94) 긍정,긍정,0.94
MA010120220811476208,가례원,비싸요,(긍정 확률 : 0.83) 긍정,긍정,0.83
MA010120220811476208,가례원,여기 김밥 너무 맛있네요… 플레이팅도 너무 예뻐요 잠깐 출출해서 김밥한줄 먹으러왔다가 감동먹고가요!!,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220811476208,가례원,사실 김밥이 6천원이면 너무 비싸다 생각 들었는데 인테리어 너무 이쁘고 플레이팅 너무 이뻤어요ㅠㅜ 음식도 속이 꽉꽉 차서 좋았구요!! 김밥안에 바삭한 식감 좋더라구요,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220811476208,가례원,"점심을 많이 먹어 아직 배가 꺼지지 않은 상태였는데 또 안 먹기는 애매한 상황에서 우연히 지나가다 발견하고 자리잡은 가례원, 진짜 지나가다 발견한 곳입니다. 야외 테이블과 나무가 일단 너무 멋있었고요. 간단하게 먹으려고 주문한 김밥 식감이 진짜 끝내줘요. 이런 바삭한 재료로 만든 김밥이라니... 친구란 간단히 먹으려다가 너무 맛있어서 추가 주문하려 했는데 저녁 시간이라 재료가 다 떨어졌다고 ㅠㅠ 아쉬웠어요 ㅋㅋ 대추차랑 유지차도 맛있었고요. 저녁에 분위기도 좋았답니다. 다음에 삼청동 가면 또 갈 겁니다",(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220811476208,가례원,좋아요 맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220811476208,가례원,굿~~,(긍정 확률 : 0.94) 긍정,긍정,0.94
MA010120220811476208,가례원,가례원 김밥이 플레이팅도 좋고 기본 김밥인데 맛이 좋아요 카페와 분식집 둘다 운영하는데 카페같은 곳에서 김밥 먹는 기분이 특별했어요 같이 나오는 육수와 단무지는 그냥 그래요 김밥에 든 튀김가루 새로운 맛이에요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220811476208,가례원,음식이 맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220811476208,가례원,"옛날 빙수 스타일로 수박,망고 알찹니당",(긍정 확률 : 0.96) 긍정,긍정,0.96
MA010120220811492883,꽃밥에피다 북촌 친환경 그로서란트,가격이 좀 비싸긴하네요,(부정 확률 : 0.76) 부정,부정,0.76
MA010120220811492883,꽃밥에피다 북촌 친환경 그로서란트,정갈하게 나오는 한상이에요! 맛있고 재료도 다 신선하고 너무 잘 먹었어요.,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220811492883,꽃밥에피다 북촌 친환경 그로서란트,맛있고신선,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220811492883,꽃밥에피다 북촌 친환경 그로서란트,음식이 정갈하고 예뻐요 간도 딱 좋고 재방문 하고 싶어요!,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220811492883,꽃밥에피다 북촌 친환경 그로서란트,"정갈하고 건강한 음식을 먹고 싶을때 추천해요 꼬막비빔밥은 해초와, 고기는 채소와 함께 주셨는데 잘 어우러졌습니다! 마켓도 구경하는 재미가 있어요",(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220811492883,꽃밥에피다 북촌 친환경 그로서란트,"[안국역 가회동 맛집] 보자기 꽃밥 - '고생했어 그지? 우리, 밥먹자' 위로가 되는 아름다운 꽃밥 한끼 Feat 우엉잡채",(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220811492883,꽃밥에피다 북촌 친환경 그로서란트,굿,(긍정 확률 : 0.94) 긍정,긍정,0.94
MA010120220811492883,꽃밥에피다 북촌 친환경 그로서란트,유기농 음식 맛있어요 입맛에 맞아요^^,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220811492883,꽃밥에피다 북촌 친환경 그로서란트,혼자서 멍게비빔밥. 다른 양념 없이도 충분히 맛있어서 한그릇 홀딱!!! 든든한 한끼,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220811492883,꽃밥에피다 북촌 친환경 그로서란트,동료 소개로 처음 왔는데 유기농 식재료에 음식도 너무너무 맛있었습니다. 가족들 데리고 또 와야겠어요...,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220811492883,꽃밥에피다 북촌 친환경 그로서란트,야채싱싱하고 간이 단백하여 참 맛있네요,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220811492883,꽃밥에피다 북촌 친환경 그로서란트,건강한 식재료에 자극적이지 않습니다. 분위기도 좋고 또 오고 싶네요~^^,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220811492883,꽃밥에피다 북촌 친환경 그로서란트,조용하고 정갈하고 깔끔하고 맛있어요😍 김부각이 맛나요😍😍,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220811492883,꽃밥에피다 북촌 친환경 그로서란트,건강한 재료로 만든 밥상 향도 좋고 믿고 잘 먹었습니다.가까우면 더자주 오고 싶어요 ~,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220811492883,꽃밥에피다 북촌 친환경 그로서란트,건강한맛 기대^^,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220811492883,꽃밥에피다 북촌 친환경 그로서란트,맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220811492883,꽃밥에피다 북촌 친환경 그로서란트,정갈하고 건강식을 먹는 기분이라 하루개 상쾌해집니다. 공간이 넓지는 않지만 깔끔하고 쾌적한 공간이라 좋아요. 음식도 야채 채소들이 모두 신선하고 소화가 잘 되요. 깔끔하고 가뿐하게 비빔밥 한끼 식사하기 좋아요.,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220811492883,꽃밥에피다 북촌 친환경 그로서란트,"채식하는 사람들이 이용할 수 있는 식당이에요!! 가격대는 있지만 그만큼 좋은 재료를 사용하고 동물복지,유기농 식당이라고 하네요. 추천해요!",(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220811492883,꽃밥에피다 북촌 친환경 그로서란트,건강하고 맛있어요!,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220811492883,꽃밥에피다 북촌 친환경 그로서란트,"맛있게 잘 먹음.  물 등 서빙 없이 음식을 가져다 먹고 내놓고 가는 시스템에, 양이 좀 적어서 좀 비싸군 싶긴 한데 재료값인가싶기도 하고.",(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220811492883,꽃밥에피다 북촌 친환경 그로서란트,항상 궁금했던곳인데 넘 맛있고 친절하고.. 서울시내 나오면  항상 들리고 싶을거 같아요^^♡,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220811492883,꽃밥에피다 북촌 친환경 그로서란트,깔끔하고 인테리어가 개성있음,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220811492883,꽃밥에피다 북촌 친환경 그로서란트,친환경 재료로 만든 음식이라 건강이 좋아지는 느낌이에요 맛도 맛있습니다!,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220811492883,꽃밥에피다 북촌 친환경 그로서란트,맛있고 깔끔하네요. ^^,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220811492883,꽃밥에피다 북촌 친환경 그로서란트,맛있어요 꽃밥,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220811492883,꽃밥에피다 북촌 친환경 그로서란트,맛있어요! 입 안 가득 바다,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220811492883,꽃밥에피다 북촌 친환경 그로서란트,갖가지 신선한 재료들이 한데 어우러져 건강한 감칠맛이 납니다~^^ 잘 먹고 가요,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220811492883,꽃밥에피다 북촌 친환경 그로서란트,맛있어요. 재료가 선선하네요. 근처 올 때 다시 오려구요. 잘 먹었습니다. 번창하세요. ^^,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220811492883,꽃밥에피다 북촌 친환경 그로서란트,간단하게 먹기 좋아요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220811492883,꽃밥에피다 북촌 친환경 그로서란트,음식이 신선하고 너무 너무 맛이 있습니다. 직원들도 매우 친절하세요!!,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220811492883,꽃밥에피다 북촌 친환경 그로서란트,정갈하고 신선하고 건강한 밥상이에요,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220811492883,꽃밥에피다 북촌 친환경 그로서란트,"백인제가옥 바로 옆에 위치한 보자기꽃밥집  꼬막비빔밥과 한우비빔밥 먹었어요.  재료 너무 신선하고 조미료 없이도 깊은 맛이 나서 좋았어요~  특히 사이드 우엉잡채 시켰는데 사찰식 담백한 맛이 너무 좋았어요~   외국인들도 많이 와서 먹는거 보니 외국 친구들 같이 방문하면 좋을 것 같아요~  북촌 오시는 분들, 특히 백인제가옥 즈음에서 투어가 끝나는 분들은 꼭 방문해 보세요",(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220811492883,꽃밥에피다 북촌 친환경 그로서란트,조아요,(긍정 확률 : 0.90) 긍정,긍정,0.90
MA010120220811492883,꽃밥에피다 북촌 친환경 그로서란트,예쁜꽃밥🌼 건강한 맛이에요~,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220811492883,꽃밥에피다 북촌 친환경 그로서란트,건강한 먹거리라서좋아요..,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220811492883,꽃밥에피다 북촌 친환경 그로서란트,"북촌나들이길, 아담한 집이 있어 들어왔어요. <보자기꽃밭> 이에요.  자연의 속도와 순리로 키워낸 정직한 식재료는 꽃처럼 아름답습니다.  이름도 메뉴이름도 아름답습니다.  야채와 비볐더니 더 아름다운 꽃이 되었네요.",(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220811492883,꽃밥에피다 북촌 친환경 그로서란트,지인분들과 북촌 놀러와서 발견한 보자기 꽃밥 이름처럼 비빔밥이 너무 예뽀서 반했답니다 신선한야채와 나물 반찬들 완젼 맛있게 잘 먹었습니다  추천합니다~♡,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220811492883,꽃밥에피다 북촌 친환경 그로서란트,친절하십니다~^^♡,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220811492883,꽃밥에피다 북촌 친환경 그로서란트,좋아요 남자직원 너무 사무적으로응대 대답도 안하네요ㅠ,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220811492883,꽃밥에피다 북촌 친환경 그로서란트,내 집 밥보다 더 건강이 좋은 집밥을 먹을 수 있는 곳  특히 요즘 새로 생감 채개장 넘나 좋다 오늘같이 추운날!,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220811492883,꽃밥에피다 북촌 친환경 그로서란트,친절하세요~,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220811492883,꽃밥에피다 북촌 친환경 그로서란트,깔끔하고 부담스럽지 않는 메뉴 구성이 좋았습니다 ~,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220811492883,꽃밥에피다 북촌 친환경 그로서란트,참 정갈하고 먹음직스럽게 나오네요. 좋은식재료로 만들어진  건강한 한끼 식사 맛있게 잘 하고 갑니다^^,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220811492883,꽃밥에피다 북촌 친환경 그로서란트,넘넘맛있게잘먹고갑니당^^!!,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220811492883,꽃밥에피다 북촌 친환경 그로서란트,신선한 재료로 만든 비빔밥! 철썩 멍게 꽃밥을 먹었는데 꼬시래기와 톳이 들어가서 그런지 바닷가 옆에서 먹는 기분이 들었다.  속이 편하게 한 끼 하고 싶을 때 생각 날 것 같은 곳!,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220811492883,꽃밥에피다 북촌 친환경 그로서란트,굿,(긍정 확률 : 0.94) 긍정,긍정,0.94
MA010120220811492883,꽃밥에피다 북촌 친환경 그로서란트,가격은 좀 있는데 건강해지는 느낌이에요,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220811492883,꽃밥에피다 북촌 친환경 그로서란트,예쁘고 맛있고 안짜고 합니다만 양은 많이 적습니다. 두그릇은 먹어야 할듯 합니다.,(부정 확률 : 0.56) 부정,부정,0.56
MA010120220811492883,꽃밥에피다 북촌 친환경 그로서란트,신선하고 맛있어요,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220813131895,호아드 카페&갤러리,멋진 장소예요! 다음엔 한옥자리 앉아보고 싶어요,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220813131895,호아드 카페&갤러리,밀크티 맛있음,(긍정 확률 : 0.99) 긍정,긍정,0.99
MA010120220813131895,호아드 카페&갤러리,하늘 볼 수 있어 좋네요 커피 맛납니다,(긍정 확률 : 0.99) 긍정,긍정,0.99
