상가업소번호,가게명,리뷰,evaluation
MA010120220810354223,도트블랭킷 안국점,맛있어요,(긍정 확률 : 0.98) 긍정
MA010120220810354223,도트블랭킷 안국점,.,(긍정 확률 : 0.84) 긍정
MA010120220810354223,도트블랭킷 안국점,.,(긍정 확률 : 0.84) 긍정
MA010120220810354223,도트블랭킷 안국점,.,(긍정 확률 : 0.84) 긍정
MA010120220810354223,도트블랭킷 안국점,.,(긍정 확률 : 0.84) 긍정
MA010120220810354223,도트블랭킷 안국점,좋아요,(긍정 확률 : 0.95) 긍정
MA010120220810354223,도트블랭킷 안국점,웨이팅이 길어요. 일요일 정오에 가서 한시간 정도 기다렸습니다 맛 가격 다 만족스럽습니딘,(긍정 확률 : 0.99) 긍정
MA010120220810354223,도트블랭킷 안국점,인테리어도 이쁘고 브런치도 저렴하니 맛있었어요!근데 평일 두시쯤 갔는데 이미 주문이 끝났다고...그럼 라스트오더 시간을 좀 적어두셨음 좋겠어요:( 비도오는데 헛걸음했어요ㅠㅠ,(긍정 확률 : 0.98) 긍정
MA010120220810354223,도트블랭킷 안국점,"맛있고, 친절하시구, 분위기도 좋아요🫶",(긍정 확률 : 0.99) 긍정
MA010120220810354223,도트블랭킷 안국점,맛있어요. 생각보다 안비싸요,(긍정 확률 : 0.99) 긍정
MA010120220810354223,도트블랭킷 안국점,자꾸 생각나는 맛,(긍정 확률 : 0.98) 긍정
MA010120220810354223,도트블랭킷 안국점,남편이랑 쉬는 날 왔어요!! 브레이크 타임 있다고 해서 조마조마했어요 ㅠㅠ 애매한 시간에 움직여섴ㅋㅋ 다행히 오늘은 연휴라 브레이크타임 없이 운영해서 갔습니다!! 음식 재료 신선하고 깔끔하고 맛있어요!! 샐러드에 감튀 추가해서 먹었습니다!! 음료를 시키긴 했지만 음료가 필요 없을 정도로 맛있고 담백하고 간도 삼삼하니 좋았습니다!!,(긍정 확률 : 0.99) 긍정
MA010120220810354223,도트블랭킷 안국점,맛있어요. 대기는 길어요,(긍정 확률 : 0.99) 긍정
MA010120220810354223,도트블랭킷 안국점,좋아요,(긍정 확률 : 0.95) 긍정
MA010120220810354223,도트블랭킷 안국점,"웨이팅이 있다고 해서 오픈 하기 20분 전에 갔는데, 주말이라 그런지 역시 매장 들어가고나니 웨이팅이 엄청 많았어요. 오픈런 하기 잘 했어요. 신선하고 맛있는 밥 먹어서 좋았어요.",(긍정 확률 : 0.99) 긍정
MA010120220810354223,도트블랭킷 안국점,11시에 도착했더니 대기 5팀이었어요! 기다린 보람있게 정말 맛있구요ㅜㅜㅜㅜ허니블랭킷 넘 맛있어요!!!,(긍정 확률 : 0.99) 긍정
MA010120220810354223,도트블랭킷 안국점,브런치 맛집으로 임명한다,(긍정 확률 : 0.98) 긍정
MA010120220810354223,도트블랭킷 안국점,"두 메뉴 모두 좋았고 특히 리코타 메뉴 추천합니다! 분위기 좋고 예뻐요, 재방문 의사 있어요♡",(긍정 확률 : 0.99) 긍정
MA010120220810354223,도트블랭킷 안국점,굿,(긍정 확률 : 0.94) 긍정
MA010120220810354223,도트블랭킷 안국점,맛있어서 여러 번 방문하였습니다 여전히 웨이팅이 기네요 평일 12시 이전에 도착했는데 웨이팅 7번이었어요ㅜ 한 시간 정도 기다린 거 같네요 음식은 신선하고 맛있어요😍,(긍정 확률 : 0.99) 긍정
MA010120220810354223,도트블랭킷 안국점,브런치였어요 ㅋㅋ 다 맛있는데 특히 아보카도 베이컨 넘 맛있어요,(긍정 확률 : 0.99) 긍정
MA010120220810354223,도트블랭킷 안국점,아보카도 샐러드 맛나고 건강식이어서 좋아요~~,(긍정 확률 : 0.99) 긍정
MA010120220810354223,도트블랭킷 안국점,굿,(긍정 확률 : 0.94) 긍정
MA010120220810354223,도트블랭킷 안국점,"진짜 너무 맛있어요,,ㅠㅠㅠ너무 예쁘고 맛있고 👍최고입니당,,",(긍정 확률 : 0.99) 긍정
MA010120220810354223,도트블랭킷 안국점,맛있어요!,(긍정 확률 : 0.98) 긍정
MA010120220810354223,도트블랭킷 안국점,좋아요,(긍정 확률 : 0.95) 긍정
MA010120220810354223,도트블랭킷 안국점,굿,(긍정 확률 : 0.94) 긍정
MA010120220810354223,도트블랭킷 안국점,굿,(긍정 확률 : 0.94) 긍정
MA010120220810354223,도트블랭킷 안국점,굿,(긍정 확률 : 0.94) 긍정
MA010120220810354223,도트블랭킷 안국점,굿,(긍정 확률 : 0.94) 긍정
MA010120220810354223,도트블랭킷 안국점,친절해요~~~,(긍정 확률 : 0.98) 긍정
MA010120220810354223,도트블랭킷 안국점,맛있어요,(긍정 확률 : 0.98) 긍정
MA010120220810354223,도트블랭킷 안국점,맛있어요,(긍정 확률 : 0.98) 긍정
MA010120220810354223,도트블랭킷 안국점,맛있어요.좋아요.웨이팅이 길어요,(긍정 확률 : 0.99) 긍정
MA010120220810354223,도트블랭킷 안국점,깔끔하고 건강한 맛이에요,(긍정 확률 : 0.99) 긍정
MA010120220810354223,도트블랭킷 안국점,과카몰리 쉬림 존맛,(긍정 확률 : 0.98) 긍정
MA010120220810354223,도트블랭킷 안국점,커피도 맛있고 브런치 맛집이에요 번지르르한 타 브런치 가게보다 금액도 착하고 실속도 좋네요 메뉴 종류가 많지는 않지만 어차피 단체로 가는게 아니라 괜찮았어요ㅎ 맛은 비슷비슷한 느낌이지만 맛있어요 가게는 좀 작은 편이어서 대기를 한시간 이상 했어요 그래도 번호 입력하고 삼청동 나들이 다니다가 와서 먹으면 돼서 대기하기 불편함은 없었습니다 삼청동 브런치 추천이요,(긍정 확률 : 0.99) 긍정
MA010120220810354223,도트블랭킷 안국점,음식 맛있고 친절하시고....좌석이 몇 없어서 대기가 길어요..식사시간에 커피한잔 시키고 컴할 곳은 아닌듯...쯧..너무해,(긍정 확률 : 0.99) 긍정
MA010120220810354223,도트블랭킷 안국점,ㅈㅇㅇ,(긍정 확률 : 0.99) 긍정
MA010120220810354223,도트블랭킷 안국점,세상에나..1시간30분 기다리고 입장..나중에는 오기로 기다렸네요. 특별하다기 보다 가성비 좋고..내용물이 요즘 물가에 비해 실합니다..오후3시 넘어도 웨이팅있어요..,(긍정 확률 : 0.98) 긍정
MA010120220810354223,도트블랭킷 안국점,👍,(긍정 확률 : 0.84) 긍정
MA010120220810354223,도트블랭킷 안국점,맛있어요🙂,(긍정 확률 : 0.98) 긍정
MA010120220810354223,도트블랭킷 안국점,진짜 맛있어요ㅠ 유명한만큼 웨이팅은 길었지만 또 가고싶은 곳이에용,(긍정 확률 : 0.99) 긍정
MA010120220810354223,도트블랭킷 안국점,브런치 넘 맛있어요 🙌 아보카도 익힘 정도도 넘나 취향저격  음료는 라임 모히또 완전 시원하고 강추합니다 가격에 비해 양도 많고  이곳이 왜 웨이팅이 긴 지 이유를 알겠어요. 공간도 화이트우드인테리어에 굿즈들도 이뻐요_! 재방문 예정입니다. 😊,(긍정 확률 : 0.99) 긍정
MA010120220810354223,도트블랭킷 안국점,가벼우면서도 신선하게 맛난 샌드위치네요,(긍정 확률 : 0.99) 긍정
MA010120220810354223,도트블랭킷 안국점,금요일 오전 11시 20분 경에 웨이팅 걸었으니 한시간 정도 기다렸다 먹었어요 맛있지만 우와 대박! ㅇ렇게까진 아니었던 것 같아요 ^^ 카운터 계신 분 친절하셔서 좋았습니다 ~,(긍정 확률 : 0.99) 긍정
MA010120220810354223,도트블랭킷 안국점,"평일점심, 11시쯤 갔는데 50분이나 기다렸어요! ㅎㅎ그래도 음식은 맛있는 편🙏🏻",(긍정 확률 : 0.99) 긍정
MA010120220810354223,도트블랭킷 안국점,아보가토샐러드 내용도 좋고 괜찮아요,(긍정 확률 : 0.99) 긍정
MA010120220810354223,도트블랭킷 안국점,맛있고 가성비 좋고 인테리어 멋지고 다 좋은데 웨이팅이 너무 덥고 오래걸려요ㅠ,(긍정 확률 : 0.99) 긍정
MA010120220810354223,도트블랭킷 안국점,재료 신선하고 맛있어요~  특히 소스들이 예술~,(긍정 확률 : 0.98) 긍정
MA010120220810354223,도트블랭킷 안국점,좋아요,(긍정 확률 : 0.95) 긍정
MA010120220810354223,도트블랭킷 안국점,굿굿,(긍정 확률 : 0.94) 긍정
MA010120220810354223,도트블랭킷 안국점,간만에 간 도트블랭킷  맛나게 마셨던 라임 모히또의 기억에 더불어 시원한 빅웨이브..  그리고 쉬림프 쉬림프 쉬림프~~ 😋  분뉘기좋고 맛깔스러움 한가득이었다. 😎,(긍정 확률 : 0.99) 긍정
MA010120220810354223,도트블랭킷 안국점,rnt,(긍정 확률 : 0.96) 긍정
MA010120220810354223,도트블랭킷 안국점,재료가 신선하고 맛있었어요~ 서비스가 조금 느린 면이 있어요,(긍정 확률 : 0.99) 긍정
MA010120220810354223,도트블랭킷 안국점,좋아용,(긍정 확률 : 0.97) 긍정
MA010120220810354862,실리그린,다이어트를 하지 않더라도 든든하고 맛있게 먹고 갈수 있는 곳이에요! 오늘은 다이어트때문에 샐러드를 주문해먹었지만 다른 것들도 양이 꽤 많아서 든든했어요! 직원분들도 강아지 좋아해주셔서 편하게 먹고 갈 수 있었답니다 ;),(긍정 확률 : 0.99) 긍정
MA010120220810354862,실리그린,좋아요,(긍정 확률 : 0.95) 긍정
MA010120220810354862,실리그린,굿,(긍정 확률 : 0.94) 긍정
MA010120220810354862,실리그린,굿,(긍정 확률 : 0.94) 긍정
MA010120220810354862,실리그린,맛있어요,(긍정 확률 : 0.98) 긍정
MA010120220810354862,실리그린,또 가고싶어요,(긍정 확률 : 0.99) 긍정
MA010120220810354862,실리그린,전현무가 입이 고급입맛이네,(긍정 확률 : 0.98) 긍정
MA010120220810354862,실리그린,굿이여,(긍정 확률 : 0.96) 긍정
MA010120220810354862,실리그린,늘 좋아하는 메뉴들인데 이번에 나온 피타 브래드 너무 맛있었어요^^ 이 모든 빵들을 직접 만든다는게 너무 매력적이에요!👍 조만간 또 먹으러 와야겠어요!!!!,(긍정 확률 : 0.99) 긍정
MA010120220810354862,실리그린,재료가 싱싱해요! 캔옥수수가 아니라 찐옥수수?를 쓰셔서 너무 좋았어요!,(긍정 확률 : 0.99) 긍정
MA010120220810354862,실리그린,굿이여,(긍정 확률 : 0.96) 긍정
MA010120220810354862,실리그린,레몬간장 소스 맛있어서 구매했어요 바스크치즈케이크도 꿀맛이였답니다🫶🏻,(긍정 확률 : 0.99) 긍정
MA010120220810354862,실리그린,샌드위치와 샐러드 라떼까지 모두 맛있었어요🫶🏻,(긍정 확률 : 0.99) 긍정
MA010120220810354862,실리그린,맛있게 먹고 갑니다~,(긍정 확률 : 0.99) 긍정
MA010120220810354862,실리그린,신선한 샌드위치,(긍정 확률 : 0.97) 긍정
MA010120220810354862,실리그린,맛있어요,(긍정 확률 : 0.98) 긍정
MA010120220810354862,실리그린,두부버섯 고기가 막 구워져나와서 집에서 해먹는 느낌이었어요~ 제철 얼갈이배추가 야채에 들어있는데 센스만점. 오늘도 잘 먹었습니다!,(긍정 확률 : 0.99) 긍정
MA010120220810354862,실리그린,커피만 마시고 왔어요~♡,(긍정 확률 : 0.98) 긍정
MA010120220810354862,실리그린,오픈샌드위치는 가성비가 안좋아보여서 다른걸로 시켜봄. 피타빵?이 독특하고 쫀득한 식감이 좋다. 해시새우가 꼬꼬에 비해 조금 더 간간한데 꼬꼬도 아래쪽으로 소스가 몰려있어 끝부분 먹을때는 강한 맛이 든다. 그래도 전반적으로는 둘다 나쁘지 않았다. 하나는 클럽 샌드위치로 시켜볼껄. 두부샐러드는 소스를 꼭 조금씩 넣어가며 드시길. 반정도 뿌렸는데도 소스양이 많게 느껴졌음. 단독 건물이라 그런지 들어서자마자 더운 편이었고 에어컨을 뒤늦게 켜주셨는데(??) 그래도 엄청 시원한 편은 아니었다.,(긍정 확률 : 0.99) 긍정
MA010120220810354862,실리그린,버섯이랑 두부 실리비건샐러드 8천원은 비산듯... 그래도 맛있어요 건강하게 잘먹고 도넛먹으러감..ㅎ,(긍정 확률 : 0.99) 긍정
MA010120220810354862,실리그린,안국데이트 하러 왔다가 샐러드 땡겨서 왔는데 샐러드도 맛있고 샌드위치도 사장님이 당일 만드신다는 피타그린? 빵으로 변경해서 먹었는데 너무 맛있고! 가게는 조금 작은편인데 편안한 느낌이구요 무엇보다 사진이랑 영양성분표가 있어서 맘에 들었어요 ㅎㅎ 재방문의사 있습니다,(긍정 확률 : 0.99) 긍정
MA010120220810354862,실리그린,나혼자산다에 전현무씨가 먹은 치즈케이크를 먹고싶어서 왔습니다~! 맛있게 먹고가용~!,(긍정 확률 : 0.99) 긍정
MA010120220810354862,실리그린,좋아요 치즈케이크랑 레몬에이드 맛있어요,(긍정 확률 : 0.98) 긍정
MA010120220810354862,실리그린,버섯추가했어요. 덕후가 더 포만감있네요,(긍정 확률 : 0.99) 긍정
MA010120220810334897,북촌연잎밥,'연잎밥+가정식백반' 차림 느낌이었어요. 평소에 먹는 집반찬을 남이 차려줘서 맛있네요.  연잎 속에 싸인 찰밥도 맛있습니다. 딱 가격에 맞는 맛.,(긍정 확률 : 0.99) 긍정
MA010120220810334897,북촌연잎밥,깔끔하고 건강한 식단입니다.,(긍정 확률 : 0.99) 긍정
MA010120220810334897,북촌연잎밥,해물류는 빼달라구 요청해서 찌개 육수 안쓰시고 따류 끓여주셧는데도 넘 맛잇엇어요 👍🏻🌿 친절하게 응대해주시고 반찬들도 하나하나 정갈하고 맛잇엇고 양도 정말 넉넉햇어요 ㅎㅎ 최고!,(긍정 확률 : 0.99) 긍정
MA010120220810334897,북촌연잎밥,연잎밥 맛있어요,(긍정 확률 : 0.97) 긍정
MA010120220810334897,북촌연잎밥,오픈에 맞춰가려면 예약해야합니다. 몰리는시간대가 있어요. 돌솥밥은 17분인가걸리니 미리 예약하고 가시면 딱 좋습니다.,(긍정 확률 : 0.99) 긍정
MA010120220810334897,북촌연잎밥,으묘ㅣㄱ이 정갈합니다,(긍정 확률 : 0.99) 긍정
MA010120220810334897,북촌연잎밥,굿,(긍정 확률 : 0.94) 긍정
MA010120220810334897,북촌연잎밥,지난번 혼밥하러왔다가 사장님도 친절하시고 음식맛도 깔끔해서 연잎밥 먹으러 재방문했네요 ㅎㅎ 역시~맛있었답니다! 반찬도 더 챙겨주시고 친절하시고👍👍👍 부모님이랑 가기도 좋은 곳입니다~,(긍정 확률 : 0.99) 긍정
MA010120220810334897,북촌연잎밥,ㆍ,(긍정 확률 : 0.89) 긍정
MA010120220810334897,북촌연잎밥,"연잎밥,돌솥밥 시켰어요 반찬도 많이 주시고 다 맛있게 잘 먹었습니다~",(긍정 확률 : 0.99) 긍정
MA010120220810334897,북촌연잎밥,"연잎밥, 돌솥밥 1개씩 주문 가능하고, 반찬이 정갈하네요.",(긍정 확률 : 0.99) 긍정
MA010120220810334897,북촌연잎밥,굿,(긍정 확률 : 0.94) 긍정
MA010120220810334897,북촌연잎밥,밥 뿐 아니라 반찬이 정말 정갈해요. 곧 다시 갈 것 같아요!,(긍정 확률 : 0.99) 긍정
MA010120220810334897,북촌연잎밥,밥도 꼬슬꼬슬 갓한 맛이 나고 반찬과 국 모두 정갈해서 정말 맛있고 속편한 한끼였네요~ 담번엔 연잎밥 먹어보고 싶어요~ 오랜만에 시골느낌(?) 속편한 식당 밥 먹어서 넘 기분좋은 한끼였습니다! 사장님도 친절하시고 모두 만족이었숩니다👍👍👍,(긍정 확률 : 0.99) 긍정
MA010120220810300033,코피발리안국점,"매장이 넓고, 2층까지 이용할수 있어 좋았어요~ 그리고 남자사장님께서 친절 합니다~ 아이스바닐라라떼 맛있어요🙊❤ 조용해서 지인하고 대화하기 편했습니다💕",(긍정 확률 : 0.99) 긍정
MA010120220810300033,코피발리안국점,의자가 전부 삐걱거려서 놀라웠어요,(부정 확률 : 0.95) 부정
MA010120220810300033,코피발리안국점,굿,(긍정 확률 : 0.94) 긍정
MA010120220810440902,바스켓12 계동,달지 않고 맛있는 쿠키와 아이스크림 친절함과 좋은 분위기,(긍정 확률 : 0.99) 긍정
MA010120220810440902,바스켓12 계동,쿠키 👍 맛있어요,(긍정 확률 : 0.98) 긍정
MA010120220810440902,바스켓12 계동,쿠키맛집이고 내가이거살라고 목요일에 퇴근하고 안국역 여기까지왔다,(긍정 확률 : 0.97) 긍정
MA010120220810440902,바스켓12 계동,굿,(긍정 확률 : 0.94) 긍정
MA010120220810440902,바스켓12 계동,굿,(긍정 확률 : 0.94) 긍정
MA010120220810440902,바스켓12 계동,좋아여,(긍정 확률 : 0.96) 긍정
MA010120220810440902,바스켓12 계동,인테리어에 반해서 들렀던 곳입니다. 쿠키 포장해왔는데 하나하나 다 맛있었어요! 크림브륄레 쿠키는 없어서 못 사왔는데 다음 번엔 꼭 도전해보고 싶네요,(긍정 확률 : 0.99) 긍정
MA010120220810440902,바스켓12 계동,굿,(긍정 확률 : 0.94) 긍정
MA010120220810440902,바스켓12 계동,드뎌 가보네요오 :) 가게 디자인이나 색감이 깔끔하고 예뻐요 당걱정 안하고 먹을 수 있는 쿠키 있어서 좋네요! 먹기 전 고소한 한 향이 아주 향긋하고 맛도 고소하고 맛있어요!!!  막 꾸덕하지도 그렇다고 막 텅빈 맛도 아니고 맛났어요  적당한 식감이 고소한 맛과 향과 아주 잘어울려요 밸런스가 좋았어요 굳굳,(긍정 확률 : 0.99) 긍정
MA010120220810440902,바스켓12 계동,쿠키맛나요,(긍정 확률 : 0.94) 긍정
MA010120220810440902,바스켓12 계동,맛잇어요 😍,(긍정 확률 : 0.97) 긍정
MA010120220810440902,바스켓12 계동,다양한 쿠키가 있어요~ 맛도 좋네요,(긍정 확률 : 0.99) 긍정
MA010120220810440902,바스켓12 계동,다음에는 쿠키 먹을래요!!,(긍정 확률 : 0.97) 긍정
MA010120220810440902,바스켓12 계동,문닫기7분전 도착해서 극템했으요 ㅎㅎ,(긍정 확률 : 0.84) 긍정
MA010120220810440902,바스켓12 계동,맛있어요,(긍정 확률 : 0.98) 긍정
MA010120220810440902,바스켓12 계동,쿠키는 크고 도톰했어요 바삭하고 맛있었어요🤤 가게도 예뻐요🍀🌿,(긍정 확률 : 0.99) 긍정
MA010120220810440902,바스켓12 계동,"안국역 3분 거리, 달지 않고 담백한 쿠키 가게! 🍪 살구잼크림치즈쿠키(4,200원), 피넛버터쿠키(4,200원) 2개를 먹어봤어요! 특히 살구잼크림치즈쿠키가 너무 맛있었어요!ㅠ살구잼이 너무 달콤해서... 놀랐어요!",(긍정 확률 : 0.99) 긍정
MA010120220810440902,바스켓12 계동,쿠키 잘 안사먹는데 지나가다 사먹었어요 진짜 짱맛.. 크고 맛있어오 증말 마시써,(긍정 확률 : 0.99) 긍정
MA010120220810440902,바스켓12 계동,사진 넘 잘나오고 쿠키 종류도 많아서 좋아요! 커피도 맛있네요!!!!,(긍정 확률 : 0.99) 긍정
MA010120220810440902,바스켓12 계동,좋아요,(긍정 확률 : 0.95) 긍정
MA010120220810440902,바스켓12 계동,쿠키 괜찮습니다. 한번 들려보세요~!,(긍정 확률 : 0.99) 긍정
MA010120220810415045,리틀버틀러,공간은 협소하지만 이야기를 나누기에충분했고 커피가 진짜 마싯었습니다,(긍정 확률 : 0.98) 긍정
MA010120220810415045,리틀버틀러,싸구리 커피를 마신다~~ 여기는 물론 비싼 커피를 마신다~~,(긍정 확률 : 0.97) 긍정
MA010120220810415045,리틀버틀러,안국 올때마다 오는곳! 항상 맛있어용,(긍정 확률 : 0.99) 긍정
MA010120220810415045,리틀버틀러,좋아요,(긍정 확률 : 0.95) 긍정
MA010120220810415045,리틀버틀러,가격대비 양은 매우 작지만 맛있어요.,(긍정 확률 : 0.99) 긍정
MA010120220810415045,리틀버틀러,분위기 좋아요옹,(긍정 확률 : 0.99) 긍정
MA010120220810415045,리틀버틀러,유럽에 와있는 느낌의 가게에요 ㅎㅎ 내부도 아늑하고 좋아요 하지만 단체는 힘들구 2인이 딱 좋을 것 같아요.,(긍정 확률 : 0.99) 긍정
MA010120220810415045,리틀버틀러,"평일에 봤을때 만석이었는데 토욜 저녁 한산해서 대화하기 좋아보여 방문. 매장이 작아서 좌석은 많지 않지만 우드톤 인테리어가 예쁘고 편안한 살롱같은 느낌ㅎㅎ 메뉴는 많지 않았는데 맛이 괜춘. 블랙티는 향이 진짜 좋아서 놀랬네요. 살짝 꽃향기도 나는거 같고? 맛은 아는맛인데 향이 좋음. 얼그레이 밀크티는 무난하게 맛있는데 갠취는 항이 더 강하고 약간만 더 덜 달았으면 좋았겠지만, 다른곳에 비하면 당도가 강한건 아니고 보틀이 유리라 예쁨. 슈페너는 와인잔에 나와서 독특하고 예쁨. 코코아케이크는 식감이 특이한데 일반적인 제누와즈가 아니고 먼가 머랭을 쓴거같이...계란 흰자비율이 높은듯한 그런 퐁신한식감에 무겁지않고 가벼운 맛이라 좋았음. 음료든 디저트든 양이 적은편. 전체적으론 좋았는데 외부 화장실인 점은 아쉬움.",(긍정 확률 : 0.99) 긍정
MA010120220810415045,리틀버틀러,친절하고 맛있어요~,(긍정 확률 : 0.99) 긍정
MA010120220810415045,리틀버틀러,커피맛 좋네용 ㅎㅎ,(긍정 확률 : 0.99) 긍정
MA010120220810415045,리틀버틀러,"멋진 인테리어 입니다 매장은 쥐똥만하고 옹기종기 모여 앉아야합니다 숨막히고 답답한공간입니다 음료양도 쥐똥만하고 디저트도 고만고만합니다. 버틀러 더블샷 ,리틀핑거 주문했습니다. 버틀너더블샷은 크림커피라떼맛이고 리틀핑거는 질긴 카스테라빵위에 우유크림과 베리종류곁들인 맛입니다. 그리고 주문받는 여자분 목소리도 작고 불친절합니다 인스타용 사진맛집이네요.",(부정 확률 : 0.80) 부정
MA010120220810415045,리틀버틀러,아인슈페너 맛은 최고인데 500 원 올랐어요,(긍정 확률 : 0.98) 긍정
MA010120220810415045,리틀버틀러,아닌슈페너 넘 맛있어요,(긍정 확률 : 0.99) 긍정
MA010120220810415045,리틀버틀러,가게는 예뻐요. 커피맛은 그냥 그럼,(긍정 확률 : 0.90) 긍정
MA010120220810415045,리틀버틀러,굿,(긍정 확률 : 0.94) 긍정
MA010120220810415045,리틀버틀러,분위기 좋은 곳,(긍정 확률 : 0.99) 긍정
MA010120220810415045,리틀버틀러,베이커리가 진짜 맛있어요 ㅎ.ㅎ!!!!!,(긍정 확률 : 0.98) 긍정
MA010120220810415045,리틀버틀러,좋아요,(긍정 확률 : 0.95) 긍정
MA010120220810415045,리틀버틀러,항상 안국역 지나갈 때마다 궁금했었는데 자리가 여유있길래 방문했어요!   매장도 좁고 테이블 간 간격도 좁아요  한 번쯤 방문하기 괜찮은 곳인 것 같아요 😜,(긍정 확률 : 0.91) 긍정
MA010120220810415045,리틀버틀러,커피 진짜 맛있어요,(긍정 확률 : 0.99) 긍정
MA010120220810415045,리틀버틀러,커피가 너무 맛있고 외관 예뻐요,(긍정 확률 : 0.99) 긍정
MA010120220810415045,리틀버틀러,곳,(긍정 확률 : 0.93) 긍정
MA010120220810415045,리틀버틀러,좋아요,(긍정 확률 : 0.95) 긍정
MA010120220810415045,리틀버틀러,항상 만석이라 못가다가 요즘은 좀 한가해진듯해서 방문. 내부 인테리어보단 외관인테리어가 이뻤네요. 인기메뉴 바닐라슈페너랑 밀크티 마셨는데 바닐라슈페너 맛있어요~밀크티는 지극히 평범해서 지인 슈페너 뺏어먹었어요ㅎㅎ 리틀핑거케잌 인기있다길래 주문했는데 보기만 이쁘고 맛은 그냥그랬어요. 빵식감은 좀 푸실하고.. 다른 디저트 추천드리고싶어요ㅋ,(긍정 확률 : 0.99) 긍정
MA010120220810415045,리틀버틀러,바닐라 아인슈페너 맛있어요. 추천합니다!,(긍정 확률 : 0.99) 긍정
MA010120220810415045,리틀버틀러,자리가 협소하고 의자가 불편했지만 분위기 좋고 커피 맛있었습니다,(긍정 확률 : 0.99) 긍정
MA010120220810415045,리틀버틀러,작고 분위기 좋아요. 다만 평일 오전은 좀 피해야겠어요. 오늘 귀에서 피나는 줄 알았어요. 작은 카페 안에서 정말정말 큰 소리로 수다떠시는 3인 덕분에 후다닥 먹고 도망치듯 나왔네요.,(긍정 확률 : 0.99) 긍정
MA010120220810415045,리틀버틀러,잘 먹었습니다 :),(긍정 확률 : 0.98) 긍정
MA010120220810415045,리틀버틀러,안국 가면 또 가고 싶을 것 같아요!,(긍정 확률 : 0.99) 긍정
MA010120220810415045,리틀버틀러,안국 쪽 거리를 걷다가 '커피바'라는 간판과 레트로 느낌의 간판+인테리어 때문에 들어갔는데 아기자기하면서도 복고적인 인테리어가 넘 특색있고 좋았습니다ㅎ 아인슈패너가 시그니처라고 해서 먹어봤는데 부드럽고 좋았어요! 잔에 설탕을 둘러서 발라주셔서 색다른 느낌이었습니다 :) 케이크는 가격대비 너무 작긴 한뎈ㅋㅋ 다른 데서 보지 못한 특색있는 케이크라 먹어볼만해요(저녁먹고 와서 배불러서 남겼지만;) 빵같은 푹신한 식감의 케이크였습니다 ㅎㅎ 저녁 8시 40분에 닫는다고 하셔서 마감이 이른 느낌은 있는데 또 한 번 방문해보고 싶은 곳이예요!,(긍정 확률 : 0.99) 긍정
MA010120220810377480,진작카키,2명에서 3개 먹어도될거같아요 음식은 맛있어요!,(긍정 확률 : 0.99) 긍정
MA010120220810377480,진작카키,여럿이서 가서 여러메뉴 먹으면 최고최고!!,(긍정 확률 : 0.99) 긍정
MA010120220810377480,진작카키,비싸지만 특별한 날 약속 잡고 가기 좋은 곳 맛있었어요~,(긍정 확률 : 0.99) 긍정
MA010120220810377480,진작카키,다른메뉴도 맛있었지만 특히 장어덮밥이 젤맛있었어요!,(긍정 확률 : 0.98) 긍정
MA010120220810377480,진작카키,아니.. 다좋은데 간장(소스)없이 뭘먹으래요 그냥간장도아니고 카이센동소스를.. 무슨맛으로 먹으래요? 조미김은 없어도되지만 소스를 빼먹다니.. 배달을 꼭 가정집에서 시키는건 아닙니다! 급하게뛰어서 편의점에서 간장을 사오는불상사를 격었네요ㅠ 피클?국물도 거의새서 휴지로닦았네요 앞으로는 신경써주세요!!,(긍정 확률 : 0.84) 긍정
MA010120220810377480,진작카키,맛있다....맛있다...진짜 맛있다.,(긍정 확률 : 0.99) 긍정
MA010120220810377480,진작카키,"길 지나가다가 외관이 예뻐서 급 들어갔는데, 시킨 음식 다 맛있었어요!! 내부 인테리어도 예쁘네요~ 여럿이서 와서 다른 메뉴들도 먹어보고 싶어요",(긍정 확률 : 0.99) 긍정
MA010120220810377480,진작카키,왜 키워드는 5개만 고를 수 있는 건가요…?? 진심 다 고르고 싶을 정도로 너무 만족하고 다녀온 식당이었어요..😭👍 후토마끼랑 굴튀김 진짜 강추👍👍👍👍 너무너무 맛있어요.. 히레카츠도 부드러워서 좋지만 전 카츠를 그리 좋아하는 사람이 아니라성..🥲 그치만 무지 맛있었어요! 우니바질파스타 맛있다는데 다음 방문땐 꼭 주문할게용..💛 타 일식집에 비해 합리적인 가격과 신선하고 맛있는 재료들을 써서 좋아하는 지인과 행복한 식사시간보냈어요! 시간을 많이 쓰지 못해서 좌식말고 테이블에 앉았는데 다음엔 꼭.. 저녁에 와서 좌식자리에서 맛있는거 잔뜩 먹으려구요..🤤 분위기도 고급스럽고 종업원분들도 너무 친절하셔서 감동이었습니다🥹,(긍정 확률 : 0.99) 긍정
MA010120220810377480,진작카키,매장 분위기가 매우 고급스럽고 쾌적하며 해산물이 매우 신선하고 싱싱하네요 안주 요리들이 모두 맛나고 깔끔해서 다시가고 싶은 분위기 좋은 안국역 맛집 술집이에요,(긍정 확률 : 0.99) 긍정
