상가업소번호,가게명,리뷰,evaluation,sentiment,persent
MA010120220800581023,삭 수제튀김 전문점,좋아요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800581023,삭 수제튀김 전문점,맛있다♡,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800581023,삭 수제튀김 전문점,튀김이 다양하고 맛있어요 자꾸 생각나는 맛,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800581023,삭 수제튀김 전문점,튀김이 크고 맛있어요! 특히 오징어치즈완자 추천합니다,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800581023,삭 수제튀김 전문점,고추튀김 첨 시켜봤는데 너무 맛있어서 깜놀 ㅎㅎ 바나나튀김도 별미에요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800581023,삭 수제튀김 전문점,"튀김 엄청 맛있고 떡볶이, 순대랑 같이 먹으면 꿀맛 !!!",(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800581023,삭 수제튀김 전문점,맛있어요ㅡ,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800581023,삭 수제튀김 전문점,맛있어요~,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800581023,삭 수제튀김 전문점,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800581023,삭 수제튀김 전문점,튀김도 큼직큼직하고 떡볶이도 맛있습니다,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800581023,삭 수제튀김 전문점,처음 먹어봤는데 옛날떡볶이 바로 그 맛이에요! 넘넘 맛있게 배부르게 잘 먹었습니다 ❤️,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800581023,삭 수제튀김 전문점,맛있어요~ 근데 양이 예전보다 적어진거 같아요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800581023,삭 수제튀김 전문점,튀김하고 순대 맛있어요~ 아쉬운 점은 제가 맵찔이라 여기 떡볶이를 못 먹어요 ㅠㅠ,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800581023,삭 수제튀김 전문점,"오징어완자, 김말이 추천 포장보다 매장식사 추천",(긍정 확률 : 0.92) 긍정,긍정,0.92
MA010120220800581023,삭 수제튀김 전문점,귿,(긍정 확률 : 0.97) 긍정,긍정,0.97
MA010120220800581023,삭 수제튀김 전문점,굳,(긍정 확률 : 0.95) 긍정,긍정,0.95
MA010120220800581023,삭 수제튀김 전문점,튀김이 바삭하고 카레향도 나고 맛있어요 떡볶이도 강추,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800581023,삭 수제튀김 전문점,언제나 맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800581023,삭 수제튀김 전문점,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800581023,삭 수제튀김 전문점,..,(긍정 확률 : 0.90) 긍정,긍정,0.90
MA010120220800581023,삭 수제튀김 전문점,넘 맛있는 삭떡볶이&닭가슴살 튀김 ㅎㅎ 오랜만에 학교와서 방문했는데 역시 맛있어요♡ 튀김 안좋아하는데 여기 튀김은 꼭 먹어야해요 ㅎㅎ웬만한 튀김 다 먹어봤고 김말이 고추튀김 닭가슴살이 베스트지만 그 중에서도 최고는 닭가슴살튀김입니다 ㅠ 떡볶이와의 조화가 환상이에요 ㅠㅠ,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800581023,삭 수제튀김 전문점,진짜 맛있어요 여기,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800581023,삭 수제튀김 전문점,좋아요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800581023,삭 수제튀김 전문점,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800581023,삭 수제튀김 전문점,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800581023,삭 수제튀김 전문점,야식 먹을 때 자주 찾는 곳!! 여기서는 꼭 고추튀김을 먹어야 합니다. 내용물이 아주 알차요! 떡볶이는 약간 맵습니다~,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800581023,삭 수제튀김 전문점,맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800581023,삭 수제튀김 전문점,순대랑 튀김이랑 맛있게 먹었어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800581023,삭 수제튀김 전문점,좋아요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800575797,본죽 이대점,굳,(긍정 확률 : 0.95) 긍정,긍정,0.95
MA010120220800575797,본죽 이대점,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800575797,본죽 이대점,:)),(긍정 확률 : 0.97) 긍정,긍정,0.97
MA010120220800575797,본죽 이대점,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800575797,본죽 이대점,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800575797,본죽 이대점,👍👍👍,(긍정 확률 : 0.97) 긍정,긍정,0.97
MA010120220800575797,본죽 이대점,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800575797,본죽 이대점,어떤 곳은 죽 용기 정량보다 적게 담아주던데 밑반찬도 가득 담아주시고 죽도 용기 가득이네요,(긍정 확률 : 0.84) 긍정,긍정,0.84
MA010120220800575797,본죽 이대점,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800575797,본죽 이대점,굳,(긍정 확률 : 0.95) 긍정,긍정,0.95
MA010120220800575797,본죽 이대점,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800575797,본죽 이대점,넘 친절하고~~맛있어여~~,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800575797,본죽 이대점,넘 친절하고~~맛있어여~~,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800575797,본죽 이대점,:),(긍정 확률 : 0.97) 긍정,긍정,0.97
MA010120220800575797,본죽 이대점,혼밥하기 좋고 편해요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800575797,본죽 이대점,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800575797,본죽 이대점,사장님이 친절하시고 좋아요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800575797,본죽 이대점,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800575797,본죽 이대점,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800575797,본죽 이대점,맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800575797,본죽 이대점,좋아요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA0101202209A0092906,포히엔베트남쌀국수,양도 많고 맛있어요👍,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA0101202209A0092906,포히엔베트남쌀국수,맛있어요!!,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA0101202209A0092906,포히엔베트남쌀국수,분짜 넘맛있어요 ㅋㅋ 짜조 추가해서 맛있게먹었어요 👍👍👍 강추강추,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA0101202209A0092906,포히엔베트남쌀국수,맛있어요! 쌀국수의 이국적인 맛을 느낄수 있음,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA0101202209A0092906,포히엔베트남쌀국수,맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA0101202209A0092906,포히엔베트남쌀국수,ㅎ,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA0101202209A0092906,포히엔베트남쌀국수,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA0101202209A0092906,포히엔베트남쌀국수,현지 분들이 운영하시는 거라 좀 더 특별한 거 같아요 ㅎㅎ 분짜 맛있구 여긴 모든 음식에 고수 안 들어가니 참고,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA0101202209A0092906,포히엔베트남쌀국수,가성비가 훌륭한 베트남 쌀국수를 먹을 수 있습니다.,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA0101202209A0092906,포히엔베트남쌀국수,맛있어서 재방문했어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA0101202209A0092906,포히엔베트남쌀국수,귯,(긍정 확률 : 0.97) 긍정,긍정,0.97
MA0101202209A0092906,포히엔베트남쌀국수,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA0101202209A0092906,포히엔베트남쌀국수,자주 갸요,(긍정 확률 : 0.97) 긍정,긍정,0.97
MA0101202209A0092906,포히엔베트남쌀국수,보통 먹던 쌀국수랑은 다르게 고기가적고 새우가있네요. 맛있어요~,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA0101202209A0092906,포히엔베트남쌀국수,맛있어용,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA0101202209A0092906,포히엔베트남쌀국수,😄,(긍정 확률 : 0.97) 긍정,긍정,0.97
MA0101202209A0092906,포히엔베트남쌀국수,진짜...찐 맛집임💗 국물 맛집!! 흔하게 자주 먹는 쌀국수 향 없고 포히엔 만의 맛이 진짜 맛있음...매운쌀국수 말고 모든 메뉴 다 jmt,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA0101202209A0092906,포히엔베트남쌀국수,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA0101202209A0092906,포히엔베트남쌀국수,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA0101202209A0092906,포히엔베트남쌀국수,맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA0101202209A0092906,포히엔베트남쌀국수,귯,(긍정 확률 : 0.97) 긍정,긍정,0.97
MA0101202209A0092906,포히엔베트남쌀국수,군,(긍정 확률 : 0.91) 긍정,긍정,0.91
MA0101202209A0092906,포히엔베트남쌀국수,쌀국수가 깔끔하고 맛있었어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA0101202209A0092906,포히엔베트남쌀국수,맛있어요..,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA0101202209A0092906,포히엔베트남쌀국수,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA0101202209A0092906,포히엔베트남쌀국수,쌀국수도 맛있고 다른 메뉴도 맛있네요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA0101202209A0092906,포히엔베트남쌀국수,맛있어요 !!!,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220811498089,유야케도쿄,걍 대학가 흔한 돈까스집  일부러 찾아갈정도는 아님  멀리서 주차비내고 왔다가 후회하고감  일부러 전화 절대안받으니 전화해봤자 소용없을거임 가게에 밥먹는 동안 수십번 울려도무시하고 안받음  싼맛에 가려면가는곳이지만 맛 기대하고 갈곳은 아님 ( 근대 가격도 인상해서 이제 안쌈),(부정 확률 : 0.57) 부정,부정,0.57
MA010120220811498089,유야케도쿄,진짜 너무 맛있어요♡,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220811498089,유야케도쿄,등심과 치즈돈가스 정말 맛있게 잘 먹었습니다 ^^,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220811498089,유야케도쿄,브레이크타임 끝나자마자 갔는데도 사람이 많고 재료소진이 금방 됐어요 제 기준 치즈돈까스 젤 맛있는 집이라 치즈돈까스 먹고 싶을 때마다 항상 유야케도쿄로 가요 백김치가 신의 한수! 식전 음료도 나오고 후식으로 초콜렛도 주셔서 항상 기분 좋게 먹어요,(긍정 확률 : 0.97) 긍정,긍정,0.97
MA010120220811498089,유야케도쿄,좋아요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220811498089,유야케도쿄,맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220811498089,유야케도쿄,너무 맛있어요 ㅠㅠ,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220811498089,유야케도쿄,👍,(긍정 확률 : 0.97) 긍정,긍정,0.97
MA010120220811498089,유야케도쿄,굿굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220811498089,유야케도쿄,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220811498089,유야케도쿄,치즈랑 백김치가 같이 있는데 너무 맛있어요!,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220811498089,유야케도쿄,두 명이서 전메뉴 주문해도 가격 저렴! 생각보다 맛은 평범했어요. 그래도 반찬 가득에 마지막 디저트까지 포함해서 이 정도면 가성비 괜찮은 집인 것 같아요👍 세 메뉴 중 친구와 저의 원픽은 안심! 부드럽고 느끼하지 않아서 좋았어요^^,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220811498089,유야케도쿄,오픈런해서 첫빠로 들어왔는데 10분도 안되서 자리가 꽉 차서 완전 놀람..3명이서 치돈2개랑 안심 시켰어요! 치돈안에 백김치가 들어있는데 너무 잘어울리더라구요ㅠㅠ 먹는내내 감탄스.. 안심도 넘 부드럽구.. 소스도 소금도 넘 맛있구ㅠㅠ 다먹고 나면 주시는 디저트도 달달구리하니 완전 만족!! 담에 또 와서 치돈 와구와구 먹고싶어요 ㅠㅠ!!,(긍정 확률 : 0.97) 긍정,긍정,0.97
MA010120220811498089,유야케도쿄,😋,(긍정 확률 : 0.97) 긍정,긍정,0.97
MA010120220811498089,유야케도쿄,아이랑 같이 갔더니 이야기 하지 않았는데도 가위랑 포크를 챙겨 주셔서 감동!!^^ 치즈 돈까스 안에 백김치가 있어서 느끼하지 않고 맛있어요. 라면스프 비슷한 느낌의 소금 찍어먹는것도 맛있구요. 먹으며 대충 찍은 사진이지만ㅋ 맛있게 먹었어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220811498089,유야케도쿄,돈까스 맛집!,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220811498089,유야케도쿄,치즈돈가스에 백김치가 독특하고 느끼하지않게 맛있었어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220811498089,유야케도쿄,"또간집 보고 왔습니다. 3시 40분에 갔는데 4시 반까지 브레이크 타임이라고 하더라구요 ㅠㅠ 네이버에 안쓰여져 있어 그냥 간건데 참고하쎄요.. 치돈 안에 스트링치즈와 고기, 백김치 조화가 절어울려서 전혀 느끼하지 않게 먹었습니다. 평소에 치즈 돈가스 느끼해서 물렸는데 알차게 먹었갑니다. 치돈도 그렇지만 소스가 진짜 특별해요. 시원하고 과일이 들어간 느낌. 에피타이져와 디저트까지 주는 이곳은 가성비까지 갖춘-! 남자분 혼자 일하시는데 불친절하진 않지만,, 급하고 정신없어 보였던건 굳이 아쉬웠던 점이에요.",(긍정 확률 : 0.90) 긍정,긍정,0.90
MA010120220811498089,유야케도쿄,오~~돈까스는 보통 처음엔 맛있지만 갈수록 느끼해 김치를찾게 되는데 백김치치즈돈까스는 정말 느끼하지않고고 끝까지 맛있게 잘먹었어요~~재방문의사 1000프로!!!,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220811498089,유야케도쿄,가성비 정말 괜찮은 곳이에요~ 등심 치즈 둘 다 맛있는데 참깨 찍어먹는게 별미,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220811498089,유야케도쿄,맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220811498089,유야케도쿄,"치즈돈까스 10,500원 치즈 양 많음",(긍정 확률 : 0.97) 긍정,긍정,0.97
MA010120220811498089,유야케도쿄,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220811498089,유야케도쿄,맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220811498089,유야케도쿄,😋 또간집^^,(긍정 확률 : 0.97) 긍정,긍정,0.97
MA010120220804171594,waffle it up,인테리어도 이쁘고 맛있어요!,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220804171594,waffle it up,젤라또 진하고 맛있어요! ㅎㅎ 또왔는데 또올래요!!,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220804171594,waffle it up,맛나요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220804171594,waffle it up,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220804171594,waffle it up,ㅈㅇ,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220804171594,waffle it up,유명한 와플집이어서 찾아갔어요. 신촌 특유의 감성이 느껴지는 분위기에 매장 내외부에 좌석이 다양하게 있어요. 야외에 앉았는데 작은 골목에 있어 조용해서 대화 나누기 좋았어요. 와플 종류와 조합이 다양하고 전문점이라 맛있게 먹었습니다.,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220804171594,waffle it up,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220804171594,waffle it up,"근처에서 놀다가 머물 만한 카페 찾아 우연히 들어갔는데, 분위기 아늑하고 좋았어요🍻손님들이 많았지만 좌석도 많아서 여유로웠어요! 와플 따뜻해서 넘 맛있었구, 젤라또도 찐했습니당.. 병음료 주문했는데 맥주는 냉장된 글라스에, 탄산수는 얼음 낙낙하게 담아주셔서 더 감사했어요💛",(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220804171594,waffle it up,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220804171594,waffle it up,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220804171594,waffle it up,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220804171594,waffle it up,와플 맛집이라고 듣고 갔는데 바삭하고 맛있었어요 :),(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220804171594,waffle it up,좋아요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220804171594,waffle it up,와플 생각나면 항상 가는곳 후미진곳에 있어도 크로플 유행하기 전부터 바삭쫀득한 고급와플 먹을수있는 유일한 곳이라 항상 사람이 많은편,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220804171594,waffle it up,굿굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220804171594,waffle it up,좋아요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220804171594,waffle it up,좋아요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220804171594,waffle it up,와플이 맛있고 직원이 친절해요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220804171594,waffle it up,"이화사랑이 사라진 후부터 졸업 후 이대 앞 최애 까페입니다. 혼자 올 땐 늘 젤라또와플과 커피 한 잔 하는데, 와플이 변함없이 맛있어요. 신기하게 매번 여름이든 가을이든 비 올 때 오게 되는데, 창가에서 조용히 독서할 수 있는 2층 자리 사랑해요. 콰이어트 플레이스 운영은 얼마전부터 중단된 듯해도 여전히 2층은 기본적으로 공부하거나 혼자인 분들만 계셔서 다락방처럼 안정감있어요♡ 2018년엔 유럽 노천 까페같은 야외석에서 이탈리아 소도시 여행 계획하며 관련 책 읽어서인지 여기만 오면 이탈리아 생각 나고, 그때 시칠리아에서 좋아하게 된 피스타치오 젤라또만 시키게 되는데 많이 안 달고 은근한 고소함이 참 좋아요. 밖은 유럽인데 내부가 꼭 오두막집 같아서인지 목조 가옥에서 느낄 수 있는 빗소리가 아늑하게 들립니다.",(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220804171594,waffle it up,와플 진짜 짱,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220804171594,waffle it up,좋아요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220804171594,waffle it up,최애와플집,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220804171594,waffle it up,오래된 와플 맛집이에요!!!,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220804171594,waffle it up,벨기에 와플과 젤라또 최고입니다 👍,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220804171594,waffle it up,"혼자서도 친구랑도 가기 좋은 곳!! 분위기 넘 좋고요,,  와플이랑 젤라또랑 아아도 넘 맛나요~!! 와플이 꽤 달아서 아아랑 같이 먹으면 좋아요!",(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220804171594,waffle it up,모든 자리가 너무 아늑하고 너무 시끄럽지 않아서 좋아요! 와플도 맛있고 양도 정말 많습니당 ㅎㅎ,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220804171594,waffle it up,너무 멋진 커피숍~~!!!,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220804171594,waffle it up,너무 좋아서 하루 두 번~~^^,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220804171594,waffle it up,좋아요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220804171594,waffle it up,와플에 젤라또가 올라간게 정말 맛있어요! 그리고 공부할 수 있는 공간도 따로있어서 정말 좋습니다!,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220804171594,waffle it up,맛있고 분위기가 좋아요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220804171594,waffle it up,대학때부터 다니던 최애 와플집,(긍정 확률 : 0.97) 긍정,긍정,0.97
MA010120220808684587,본도시락 이대점,잘먹었습니당,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220808684587,본도시락 이대점,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220808684587,본도시락 이대점,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220808684587,본도시락 이대점,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220808684587,본도시락 이대점,사장님이 정말 친절하십니다. 매주 정기적으로 도시락을 주문하는데 먹는 아이들 생각해주시고 근황도 물어주세요. 여름 잘 보내고 몸 건강히 지내다 보자고 인사하시는 말씀에 울컥했네요. 정감가는 단골가게가 있어서 기뻐요!,(긍정 확률 : 0.97) 긍정,긍정,0.97
MA010120220808684587,본도시락 이대점,좋아요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220808684587,본도시락 이대점,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800608853,엄마손김밥,비빔국수 7  배 같은 거를 넣으셨나?  갈갈한 게 괜찮았음,(긍정 확률 : 0.95) 긍정,긍정,0.95
MA010120220800608853,엄마손김밥,22년 9월 메뉴판 제육덮밥 참치김치찌개,(긍정 확률 : 0.95) 긍정,긍정,0.95
MA010120220800608853,엄마손김밥,역시 엄마손은 김밥,(긍정 확률 : 0.93) 긍정,긍정,0.93
MA010120220800608853,엄마손김밥,😀😀,(긍정 확률 : 0.97) 긍정,긍정,0.97
MA010120220800608853,엄마손김밥,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800608853,엄마손김밥,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800608853,엄마손김밥,갈 때마다 계좌이체 강요 받아요. 카드 하면 인상부터 쓰시고 맛있는 음식 먹으러 가는데 찜찜한 기분 받고 돌아오니 좀 그렇네요.,(긍정 확률 : 0.89) 긍정,긍정,0.89
MA010120220800608853,엄마손김밥,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220800608853,엄마손김밥,김밥이 너무 먹고싶어서 갔는데 진짜...원없이 먹었습니다:) 너무 맛있어요~~~ 곧 또 갈 예정이에요!,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220810241901,치킨을사랑한떡볶이 서울이대점,치킨이랑 튀김이랑 맛있어요~!!!,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220810403979,타이스토리,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220810403979,타이스토리,새로운 음식을 먹어볼 수 있어서 좋아요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220810403979,타이스토리,가격만큼 맛남! 새우 진짜 알차고 커요! 양념도 맛있어요!!,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220810403979,타이스토리,비가와서 국물요리 먹고 싶어서 들렀네요. 똠양맛이 쎄진 않아요. 새우가신선해서 좋았어요. ^^,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220810403979,타이스토리,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220810403979,타이스토리,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220810403979,타이스토리,태국 사람에게도 정말 맛있고 한국 사람의 입맛까지 맞네요~ 강추합니다!! 여기서 새우가 크고 신선하니까 너무 좋았어요 ^^ 나중에도 자주 갈게요 ><  그리고 지금 매일 매일 문 열린대요!!! 수요일도 :)),(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220810403979,타이스토리,잘 먹고 갑니다 직원분들도 친절했어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220810403979,타이스토리,테이블이 몇개 안되는 작은 곳이지만 깔끔해보였고서빙해주셨던 분이 친절하셨어요. 뿌팟퐁커리와 새우볶음밥이랑 같이 먹었구요. 볶음밥에 새우가 크고 탱글탱글 싱싱해서 좋았어요. 맛있게 잘 먹었습니다. 다음에 다시가서 다른것도 먹으려구요. 태국음식 맛있어요~,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220810403979,타이스토리,쏨땀타이는 정말 최고네요. 돼지고기 볶음밥은 맛도 있고 양도 엄청많고 특히 조용한 분위기에 혼밥하기 좋아서 아주 만족스럽습니다.,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,"매장내 취식이 안되 바로 먹진 못했지만 베이글샌드위치도 맛있고, 베이글도 맛있어요.",(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,메뉴판 알아보기가 힘들게 돼있어요 한 눈에 잘 안 들어와요 매장에서 식사는 불가해요 베이글 맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,베이글도 쫄깃쫄깃 맛있고 직원분들도 친절하세요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,맛있어요.,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,자꾸자꾸 생각이 나요,(부정 확률 : 0.94) 부정,부정,0.94
MA010120220814145908,마더린러 베이글,내 맘 속 베이글 양대산맥 중 하나 ㅋ 여긴 언제가도 늘 바쁘고 늘 사람많고 늘 친절함. 블루베리 베이글+블루베리 크림치즈 매번 먹는 조합이지만 역시나.. 👍,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,좋아요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,4시 30분 마감. 4시 넘으면 HOT 샌드위치는 마감! 그리고 베이글도 다 떨어졌는지 블루베리베이글로 샌드위치 싸주셨어요. 샌드위치에는 블루베리보다 일반이 더 맛있네요ㅠㅠ 그래도 베이글 쫄깃하고 재료도 풍성해서 잘 먹었습니다.,(긍정 확률 : 0.97) 긍정,긍정,0.97
MA010120220814145908,마더린러 베이글,애아빠가. 하도 유명하다고 해서. 사왔어요 예전에. 퀸즈베이글이 이대정문에 있었는데. 몇년전 문닫고. 어디서 사먹나~~~~했ㄷㅓ니 고급지고 맛난베이글샵이 있었네요 훈제연어와 크림치즈가 어우러져 고급진맛이에요 아들두녀석들도. 순간에. 먹어치웠담니다 ㅎㅎ 진짜 맛있고. 사드셔보세요 속도 꽉찼어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,매장은 좁은 편이지만 베이글은 정말 맛있고 쫀득하고 크림치즈 종류 많아서 너무 좋아요! 다만 가격은 어쩔 수 없이 비싼 편 ㅠ,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
